term,freq,range,score,doc_ids
optimal allocation,1,1,2,[351]
current situation,1,1,2,[351]
police station,1,1,2,[351]
military camp,1,1,2,[351]
probability model,1,1,2,[351]
ideal location,1,1,2,[351]
allocation method,1,1,2,[351]
geographic information,1,1,2,[351]
information system,1,1,2,[351]
system platform,1,1,2,[351]
erc spatial,1,1,2,[351]
spatial planning,1,1,2,[351]
recent machine,1,1,2,[351]
taguchi method,1,1,2,[351]
mlp variable,1,1,2,[351]
layer attribute,1,1,2,[351]
historical flood,1,1,2,[351]
meteorological station,1,1,2,[351]
inventory event,1,1,2,[351]
current location,1,1,2,[351]
allocation model,1,1,2,[351]
ideal time,1,1,2,[351]
essential service,1,1,2,[351]
minimum impedance,1,1,2,[351]
allocated location,1,1,2,[351]
multiple scenario,1,1,2,[351]
optimal location,1,1,2,[351]
vulnerable inhabitant,1,1,2,[351]
late emergency,1,1,2,[351]
km radius,1,1,2,[351]
vulnerable people,1,1,2,[351]
river basin,1,1,2,[351]
population employment,1,1,2,[353]
enterprise activity,1,1,2,[353]
neighborhood level,1,1,2,[353]
social scientist,1,1,2,[353]
policy maker,1,1,2,[353]
updated location,1,1,2,[353]
urban neighborhood,1,1,2,[353]
online platform,1,1,2,[353]
nighttime population,1,1,2,[353]
population number,1,1,2,[353]
consumption level,1,1,2,[353]
trained model,1,1,2,[353]
predicted result,1,1,2,[353]
spatial location,1,1,2,[353]
location demographic,1,1,2,[353]
firm industry,1,1,2,[353]
restaurant model,1,1,2,[353]
data gap,1,1,2,[353]
algorithm dividend,1,1,2,[353]
geographic object,1,1,2,[361]
image analysis,1,1,2,[361]
city initiative,1,1,2,[361]
widespread installation,1,1,2,[361]
new stormwater,1,1,2,[361]
stormwater infrastructure,1,1,2,[361]
green roofs,1,1,2,[361]
permeable pavement,1,1,2,[361]
spatial data,1,1,2,[361]
model input,1,1,2,[361]
various authority,1,1,2,[361]
method show,1,1,2,[361]
great promise,1,1,2,[361]
category relevant,1,1,2,[361]
specific application,1,1,2,[361]
detailed land,1,1,2,[361]
cover map,1,1,2,[361]
catchment area,1,1,2,[361]
bayesian machine,1,1,2,[361]
overall land,1,1,2,[361]
subsequent inclusion,1,1,2,[361]
parcel delineation,1,1,2,[361]
additional rule,1,1,2,[361]
scale hydrologic,1,1,2,[361]
cover result,1,1,2,[361]
rainfall volume,1,1,2,[361]
h design,1,1,2,[361]
design storm,1,1,2,[361]
city implementation,1,1,2,[361]
retail success,1,1,2,[364]
timely solution,1,1,2,[364]
human movement,1,1,2,[364]
movement feature,1,1,2,[364]
commercial area,1,1,2,[364]
area feature,1,1,2,[364]
various machine,1,1,2,[364]
candidate area,1,1,2,[364]
real data,1,1,2,[364]
predictive power,1,1,2,[364]
information retrieval,1,1,2,[482]
important reference,1,1,2,[482]
façade appearance,1,1,2,[482]
computer vision,1,1,2,[482]
vision community,1,1,2,[482]
different photo,1,1,2,[482]
various image,1,1,2,[482]
oriented gradient,1,1,2,[482]
different building,1,1,2,[482]
svm classifier,1,1,2,[482]
assessment result,1,1,2,[482]
nonresidential building,1,1,2,[482]
new way,1,1,2,[482]
economic loss,1,1,2,[514]
main purpose,1,1,2,[514]
possible applicability,1,1,2,[514]
landslides susceptibility,1,1,2,[514]
susceptibility prediction,1,1,2,[514]
classification problem,1,1,2,[514]
svms algorithms,1,1,2,[514]
landslide area,1,1,2,[514]
svms model,1,1,2,[514]
environmental input,1,1,2,[514]
input parameter,1,1,2,[514]
machine model,1,1,2,[514]
primal objective,1,1,2,[514]
optimal set,1,1,2,[514]
kernel parameter,1,1,2,[514]
grid search,1,1,2,[514]
libsvm library,1,1,2,[514]
accuracy parameter,1,1,2,[514]
generalization ability,1,1,2,[514]
presented study,1,1,2,[514]
promising result,1,1,2,[514]
prediction performance,1,1,2,[514]
vital component,1,1,2,[552]
ecological environment,1,1,2,[552]
human survival,1,1,2,[552]
socioeconomic development,1,1,2,[552]
water resource,1,1,2,[552]
precise extraction,1,1,2,[552]
great significance,1,1,2,[552]
paper concern,1,1,2,[552]
interpretation level,1,1,2,[552]
pixel level,1,1,2,[552]
object level,1,1,2,[552]
textural feature,1,1,2,[552]
level employ,1,1,2,[552]
employ machine,1,1,2,[552]
mega city,1,1,2,[552]
satisfactory accuracy,1,1,2,[552]
water extraction,1,1,2,[552]
type classification,1,1,2,[552]
