ArticleCluster,Article_num,ArticleCluster_Score,KeywordCluster,score,num_keywords,Keywords,NumDocs,DocIds
10,23,0.9420474307000001,6,0.1825058419,20,"['distance factor', 'Doha Metropolitan', 'Ganzhou city', 'geographic information system', 'green infrastructure', 'Guangzhou and Shenzhen', 'housing preference', 'lahore', 'Landsat archive', 'Liangjiang New District', 'satellite imagery', ""Scotchman's Creek"", 'Shenyang city', 'spatial analysis', 'spatial data quality', 'spatial pattern', 'topographic map', 'urban inefficient industrial land recognition system', 'urban land prediction', 'vacant site']",15,"[6, 114, 175, 182, 299, 310, 348, 352, 420, 426, 464, 509, 570, 582, 594]"
10,23,0.9420474307000001,7,-0.1522054296,9,"['classification method', 'comprehensive statistical trial and error', 'criteria analysis method', 'endogenous optimization method', 'evaluation procedure', ""Gordon's theory"", 'hidden relationship', 'learning and testing procedure', 'support vector regression algorithm']",9,"[6, 114, 288, 352, 420, 464, 494, 509, 593]"
10,23,0.9420474307000001,8,-0.8819914595,2,"['Cellular Automata modelling', 'innovative and useful structure']",2,"[348, 554]"
11,18,0.3696657951,1,0.8323552163,20,"['Accurate simulation and prediction', 'artificial fish swarm algorithm', 'artificial neural network', 'contextual feature', 'Deep Belief Networks', 'deep highway unit network', 'deep learning LU classification task', 'deep learning network', 'ensemble model', 'image classification method', 'machine learning', 'nonlinear feature space', 'NTL dataset', 'PEN Net classifier', 'Random forest', 'random forest model', 'spatiotemporal neighborhood feature learning', 'transfer learning', 'weighted regression', 'zonal modeling strategy']",18,"[59, 78, 96, 130, 144, 186, 193, 212, 245, 251, 260, 282, 328, 368, 393, 427, 479, 559]"
11,18,0.3696657951,2,0.8190844356,12,"['advanced earth observation system', 'high resolution National Agriculture Imagery Program imagery', 'high resolution RADARSAT 2 PolSAR data', 'high spatial resolution imagery', 'Hyperspectral image', 'nighttime light', 'quad pol SAR image classification', 'SAR image', 'spectral curve', 'SPOT6 satellite data', 'UAV image', 'Visible Infrared Imaging Radiometer Suite']",10,"[59, 78, 96, 186, 251, 282, 393, 427, 479, 559]"
11,18,0.3696657951,3,0.7398096116,30,"['accurate and timely population count', 'accurate land use', 'Beijing City', 'census data', 'city scale', 'detailed urban mapping', 'ecological security', 'effective urban policy', 'essential urban land use category', 'land cover', 'Land cover classification', 'land cover type classification', 'land use classification', 'land use data', 'land use scene image', 'monetary poverty', 'population distribution mapping research', 'population spatialization', 'scientific community', 'smart city', 'urban build up area', 'urban expansion cell', 'urban growth simulation model', 'urban land use classification', 'urban planning', 'urban planning and disaster management', 'urban planning and management', 'urban planning and precision agriculture', 'urban suitability index', 'Urbanization process']",18,"[59, 78, 96, 130, 144, 186, 193, 212, 245, 251, 260, 282, 328, 368, 393, 427, 479, 559]"
11,18,0.3696657951,4,-0.4742228181,23,"['accurate and refined map', 'Analytical Hierarchy Process', 'big data', 'Cellular Automata', 'cellular automaton', 'distribution map', 'effective contextual mapping feature', 'EULUC seg', 'high dimensional feature', 'hybrid cellular automaton model coupling area partitioning', 'image prepos', 'large datasets', 'LCLU classification', 'location semantics', 'LULC extraction', 'other open big data', 'precision agriculture', 'Resnet50V2 and VGG19', 'scale image segmentation optimization', 'segmentation approach', 'slum area', 'spectral spatial HSI classification framework', 'Street view image']",15,"[78, 96, 130, 144, 186, 193, 245, 260, 282, 328, 368, 393, 427, 479, 559]"
12,18,0.3659226226,1,0.8338918377000001,19,"['aerial point cloud', 'Al Hudaybiyah region', 'building extraction', 'city 3D reconstruction', 'complex urban area', 'different town', 'green urban area extraction', 'proper urban planning', 'residential urban area', 'touristic development', 'urban area extraction', 'urban development', 'urban lidar point cloud', 'urban planning', 'urban planning and management', 'urban point cloud data', 'Urban tree specie classification', 'urban water type', 'vegetation and building']",16,"[89, 106, 129, 153, 162, 236, 301, 327, 333, 405, 496, 528, 552, 557, 563, 592]"
12,18,0.3659226226,2,0.6867845442,33,"['AdaBoost and Bagging', 'adaptive support region', 'basic morphological operation', 'binary class', 'clustering technique', 'convolution', 'deep learning algorithms', 'discriminative Conditional Random Fields', 'final object classification result', 'Image Analysis', 'image interpretation', 'imagery feature space', 'imbalanced data problem', 'KNN and Support Vector Machine', 'machine learning', 'machine learning algorithm', 'machine learning classification method', 'meaningful semantic class', 'mobile phone and tablet', 'multiple feature space', 'object recognition', 'overall segmentation accuracy', 'pixel and feature', 'random forest', 'Random Forest classifier', 'Road detection', 'robust feature extraction technique', 'semantic labelling', 'spectral and geometric feature', 'supervoxel approach', 'Support Vector Machine', 'Support Vector Machines', 'water area extraction']",18,"[89, 106, 129, 153, 162, 236, 301, 327, 333, 405, 478, 496, 507, 528, 552, 557, 563, 592]"
12,18,0.3659226226,3,0.2108949317,31,"['3D point cloud classification', '3D scale theory', '3D scene object', '3D segmentation', 'aerial and LiDAR data', 'airborne LiDAR point cloud', 'conventional spectral signature', 'Copernicus mission satellite image', 'earth observatory image', 'ground level object', 'high resolution satellite image', 'hyperspectral reflectance band', 'Jaccard index', 'large airborne LiDAR datasets', 'laser scanner', 'LIDAR', 'LiDAR imagery', 'middle and high resolution satellite image', 'natural disaster prediction', 'new automatic morphology', 'novel 3D shape descriptor', 'overall kappa index', 'Pléiades satellite image', 'positive surface openness', 'roof superstructure classification', 'satellite image', 'sensor data fusion approach', 'smoothness and connectedness', 'Soil Adjustment Vegetation Index', 'Unmanned aerial vehicle', 'water body']",16,"[89, 106, 129, 153, 162, 236, 301, 327, 333, 405, 478, 496, 528, 557, 563, 592]"
13,17,-0.1741013421,1,0.8730187301000001,21,"['building area', 'cadastral parcel', 'climate analysis', 'complex urban area', 'digital map', 'disaster risk assessment', 'Dubai Environmental', 'Geographic Information system', 'green area and pollution percentage', 'greenery auto extraction', 'Kaunas City', 'land cover classification', 'Land cover map', 'tree and grassland', 'unreinforced masonry building', 'urban greenery information', 'urban land cover', 'urban land cover estimation', 'urban planning', 'urban planning and defense application', 'Urban tree']",14,"[8, 74, 92, 113, 137, 158, 283, 285, 289, 312, 437, 452, 476, 531]"
13,17,-0.1741013421,2,0.8558731541,19,"['big data processing challenge', 'cloud classification model', 'convolutional neural network', 'deep learning', 'deep learning method', 'deep learning model', 'fractal net evolution approach', 'machine learning algorithms', 'multilabel classification', 'neural network', 'positive unlabeled learning classifier', 'powerful framework', 'Random Forest', 'refined CNN classification', 'same accuracy', 'support vector machine', 'training label', 'tree specie classification ability', 'unsupervised spectral unmixing']",16,"[8, 74, 92, 113, 137, 158, 285, 289, 312, 378, 437, 443, 444, 452, 476, 531]"
13,17,-0.1741013421,3,0.5611967027,17,"['aerial image and light detection', 'aerial imagery', 'aerial orthophoto and LiDAR data', 'Google Earth Engine', 'hyperspectral data', 'hyperspectral images', 'image and benchmark datasets', 'Landsat and Sentinel datasets', 'Landsat Satellite medium', 'Landsat satellites', 'original imagery', 'satellite image', 'scene Biome dataset', 'single satellite image', 'street level imagery', 'synthetic aperture radar', 'UAV datasets']",14,"[8, 74, 137, 158, 283, 285, 289, 312, 378, 437, 443, 444, 476, 531]"
13,17,-0.1741013421,4,-0.3619817146,22,"['Accurate road extraction', 'appropriate fusion level', 'change detection', 'class classification road extraction algorithms', 'complex road network', 'definition and segmentation', 'group GF1 image', 'Guangzhou dataset', 'high revolution', 'independent validation image', 'low and middle resolution', 'multiscale Gabor filter', 'multiscale rapid detection', 'obvious leader', 'outdated spatial data', 'robust handcrafted feature', 'roof diaphragm', 'segmentation and object', 'spectral index combination', 'texture feature', 'unmanned aerial vehicle', 'vegetation specie mapping']",13,"[8, 74, 92, 113, 137, 158, 283, 289, 378, 437, 443, 444, 476]"
14,18,-0.5770370976,1,0.8512954065,12,"['activity data', 'actual map', 'big time series data', 'Earth Observation datasets', 'Geospatial datasets', 'Google Earth Engine', 'imagery and land boundary data', 'landcover classification', 'landcover map', 'municipal service data set', 'spatial dataset', 'year Landsat imagery archive']",10,"[135, 225, 293, 302, 303, 316, 317, 347, 524, 572]"
14,18,-0.5770370976,2,0.8132966821000001,29,"['ANN and RF', 'biophysical and biochemical property', 'black box nature', 'Cellular Automata Markov Chain', 'classification and regression tree', 'classification workflow', 'effective image feature', 'high performance decision tree', 'information entropy', 'intensity analysis', 'K Means algorithm', 'Machine learning classification algorithm', 'machine learning classifier', 'model evaluation', 'model prediction', 'physical feature', 'POI factor', 'property level attribute', 'Random Forest', 'random forest classifier', 'Random Forest machine', 'SHapley Additive explanation', 'spatial attribute', 'spatial classification', 'support vector machine', 'Support Vector Machines', 'terrain feature', 'unbalanced', ""urban forest and user's accuracy""]",17,"[42, 90, 119, 190, 208, 213, 225, 293, 302, 303, 316, 317, 344, 347, 524, 572, 589]"
14,18,-0.5770370976,3,0.4285676626,17,"['Athens agglomeration', 'Caribbean country', 'census tract', 'changshu', 'economic aspect', 'huancayo', 'Huizhou downtown area', ""Jordan's food security"", 'Nile Delta', 'road and facility', 'slum mapping', 'sustainability threat', 'Texas Gulf Region', 'urban area', 'urban development', 'urban growth', 'urban slum area']",13,"[42, 90, 119, 135, 190, 213, 225, 293, 302, 303, 317, 572, 589]"
14,18,-0.5770370976,4,0.3381977266,6,"['adoption strategy', 'sound planning strategy', 'Spectral Imagery', 'unmanned aerial vehicle', 'urban feature extraction technique', 'water demand modeling']",6,"[42, 90, 190, 303, 344, 572]"
14,18,-0.5770370976,5,0.3379023105,22,"['deforestation and degradation', 'impacts stream water quality', 'impervious surface cover change product', 'land use change', 'land use change modeling', 'land use data', 'land use pattern', 'material consumption analysis', 'private residential land owner', 'sand consumption', 'spatial logistic regression modelling', 'storm water management', 'Taliban regime', 'urban forest cover', 'Urban growth and land use change', 'urban growth planning', 'urban land cover change', 'urban land use', 'urban land use change', 'urban land use dynamic', 'urbanization and cropland', 'water consumption time series']",14,"[90, 119, 135, 208, 213, 225, 293, 316, 317, 344, 347, 524, 572, 589]"
15,10,0.7055477074000001,1,0.8023595741,12,"['accurate and useful data', 'interactive machine learning', 'machine learning algorithms', 'Machine learning model', 'mobile technology and machine learning', 'multiple criteria optimization problem', 'PCA and K means clustering approach', 'personalized recommendation', 'popularity and sentiment', 'qualitative and quantitative data', 'randomized fitness measure', 'recent machine learning']",9,"[177, 196, 341, 404, 416, 488, 492, 505, 533]"
15,10,0.7055477074000001,2,0.5622495149,22,"['architectural beauty', 'city census information', 'city planning', 'human perception', 'landscape attribute', 'large street imagery data', 'Las Vegas Strip', 'occupancy evaluation and guide redevelopment effort', 'public space', 'public space and decision', 'research and policy', 'safety and pleasantness', 'sized Brazilian city', 'Sonic environment', 'urban and environmental variable', 'urban and social analysis', 'urban design', 'urban design problem', 'urban public life', 'urban public space', 'urban space', 'Urbanism and Architecture course']",10,"[116, 177, 196, 341, 404, 416, 488, 492, 505, 533]"
15,10,0.7055477074000001,3,0.0853579956,14,"['design thinking', 'discrete choice model', 'emotional response', 'environment influence', 'heterogeneous perception', 'human design process', 'participatory method', 'Place Pulse dataset', 'planning and design process', 'redefinition and feature', 'sociodemographic information', 'Space Syntax theory', 'Tripadvisor user', 'urban sensory lab']",7,"[116, 177, 196, 416, 488, 505, 533]"
16,11,0.6180727494,1,0.8527264079,18,"['adversarial scoring framework', 'computer vision', 'CV and machine learning', 'deep learning', 'deep learning model', 'deep neural network model', 'Heat map', 'human perceptual indicator', 'image classification model', 'machine learning algorithms', 'machine learning model', 'machine learning technology', 'novel transfer learning approach', 'physical perception measure', 'public rating score', 'Random Forest model', 'visual feature', 'vitality level']",11,"[31, 77, 170, 269, 271, 280, 313, 340, 429, 472, 489]"
16,11,0.6180727494,2,0.7926727476000001,21,"['berlin', 'Chinese city', 'complex urban feature', 'construction and maintenance quality', 'efficient street renewal', 'human centred planning and design', 'new city image', 'new urban region', 'street view image', 'street wall', 'streetscape view index', 'subjective quality', 'urban analysis', 'urban design', 'urban landscape', 'urban landscape perception', 'urban perception datasets', 'urban planner and researcher', 'urban scene quality', 'urban space quality', 'urban visual experience']",11,"[31, 77, 170, 269, 271, 280, 313, 340, 429, 472, 489]"
16,11,0.6180727494,3,-0.27893349630000003,14,"['anxiety prevalence', 'design workflow', 'environment value', 'Holistic visual data', 'housing policy', 'housing price', 'human health', ""Kevin Lynch's Image"", 'landsense index', 'panoptic segmentation', 'place sentiment', 'street level imagery', 'subjective measure', 'visual quality']",8,"[31, 77, 170, 269, 271, 340, 429, 472]"
17,23,-0.2297408058,1,0.9689145615,21,"['agent evolutionary system', 'artificial intelligence', 'big data', 'computer lack life experience', 'decision tree machine learning algorithm rule', 'deep learning', 'deep learning model', 'different machine learning model', 'feature cluster', 'Generative Adversarial Network', 'High and Low level feature', 'machine learning', 'machine learning data extraction technique', 'machine learning method', 'machine learning model', 'machine learning technique', 'predictive acoustic model', 'random forest', 'random forest model', 'Support Vector Regression', 'SVI and CV']",20,"[35, 48, 49, 51, 52, 86, 154, 157, 206, 268, 277, 287, 325, 367, 376, 477, 523, 529, 534, 595]"
17,23,-0.2297408058,2,0.9570526899,13,"['Baidu Total View', 'city image', 'Google Street View', 'Google Street View imagery', 'Mapillary and KartaView', 'mobile LiDAR point cloud', 'Panoramic street level imagery', 'street quality', 'street view image', 'street view imagery', 'street view pattern', 'urban perception computing', 'visible street greenery']",11,"[35, 48, 51, 86, 154, 325, 367, 376, 411, 477, 523]"
17,23,-0.2297408058,3,0.8118905078,30,"['area size', 'citizen', 'citizen and planning process', 'crime rate', 'green space factor', 'housing and neighborhood feature', 'neighborhood playability', 'new urban data and research technique', 'particular urban environment', 'pedestrian environment', 'residential land use', 'site condition', 'spatial design network analysis', 'sustainable city design', 'urban analysis', 'urban analytics', 'urban analytics and GIScience', 'urban context', 'urban design', 'urban design plan', 'urban design quality', 'urban environment', 'urban environment and evaluation method', 'urban greenery and planning practice', 'urban greening policy', 'urban map', 'urban planning', 'urban planning and environment auditing', 'urban planning research', 'urban space']",21,"[2, 35, 48, 49, 51, 52, 86, 157, 206, 268, 277, 287, 325, 367, 376, 411, 474, 477, 523, 534, 595]"
17,23,-0.2297408058,4,0.5527745375,15,"['accessibility metric', 'accessibility value', 'affective quality', 'Frequency Cepstral Coefficients', 'health motivation', 'human scale indicator', ""model citizen's safety perception"", ""people's perception"", 'perceptional score', 'safety criterion', 'social relevance', 'subject activity', 'subjective measure', 'visual and auditory perception map', 'visual quality difference']",12,"[2, 35, 52, 154, 206, 268, 325, 367, 376, 411, 529, 595]"
17,23,-0.2297408058,5,-0.3348406902,30,"['automatic design tool', 'behavioral heat distribution', 'city soundscapes', 'comparable experiential data', 'comprehensive systematic review', 'design proposal', 'discriminant characteristic', 'environmental visual exposure', 'First Person Shooter', 'generic image feature', 'geophisical and social feature', 'hedonic pricing model', 'housing price', 'image data gatekeeper', 'interactive visual analytics system', 'layout and plot configuration', 'new bikeability index', 'output image', 'pedestrian emotion', 'pedestrian volume', 'physical activity', 'procedural generation', 'soundscape assessment', 'spatial autocorrelation tool', 'spatial indicator', 'spatial regression', 'spatial variance', 'specific audio', 'Unity3D game engine', 'visual enclosure']",18,"[2, 48, 49, 51, 86, 154, 157, 206, 268, 277, 287, 367, 411, 474, 477, 523, 529, 534]"
18,12,0.9881237136000001,1,0.8500480005000001,12,"['classification accuracy', 'convolutional neural network', 'correlator level classifier', 'decision tree', 'deep neural network and reinforcement', 'machine learning', 'multilayer neural network', 'multivariate Long Short Term Memory', 'Random Forest', 'random forest algorithm', 'Support Vector Machine', 'time series']",12,"[111, 149, 221, 278, 279, 284, 400, 446, 448, 471, 506, 518]"
18,12,0.9881237136000001,2,0.1910955315,31,"['average localization accuracy', 'cellular infrastructure', 'cellular network', 'cellular tower', 'different altitude', 'global navigation satellite system', 'global positioning system', 'GNSS signal', 'GPS positioning accuracy', 'location information', 'LTE network', 'mean distance localization error', 'mobile network and path loss information', 'multipath detection technique', 'new radio propagation model', 'NLOS signal correlation', 'positioning accuracy', 'practical real time calculation', 'prediction path loss model', 'receiver location', 'relative arrival time difference', 'reliable UAV communication', 'RF fingerprint localization', 'RSS fingerprint', 'several localization model', 'signal reception classification', 'signal strength', 'Skymask and code pseudorange', 'UAV localization problem', 'urban area', 'urban environment']",12,"[111, 149, 221, 278, 279, 284, 400, 446, 448, 471, 506, 518]"
18,12,0.9881237136000001,3,-0.0422437108,10,"['complex urban environment', 'dynamic urban environment', 'GNSS satellite', 'path loss model', 'pseudorange', 'ray tracing software', 'smart city', 'square error', 'Standard Error Deviation', 'weighted K']",8,"[111, 149, 221, 278, 279, 284, 448, 471]"
19,15,0.9688758878,1,0.9378908838000001,21,"['artificial neural network', 'biometric attendance system', 'boosting technique and MLPNN', 'data stream mining algorithm', 'different ML algorithms', 'discriminant analysis', 'early warning system', 'Ensemble approach', 'Fuzzy Analytical Network Process', 'Hoeffding Tree', 'machine learning algorithm', 'machine learning model', 'machine learning technique', 'metaheuristic technique', 'ML model', 'multiple layer perceptron', 'random forest', 'ROC curve', 'similar AUC value', 'support vector machine model', 'Utility Computing System']",15,"[25, 27, 81, 131, 159, 176, 217, 232, 248, 253, 329, 351, 380, 424, 514]"
19,15,0.9688758878,2,0.5827738674,35,"['Amol City', 'Chilean metropolitan area', 'disaster and fatality', 'emergency response centre', 'Geographical Information System', 'geospatial data and satellite image', 'geotechnical investigation report', 'intense rainfall', 'Kysucké Nové Mesto', 'landslide prediction', 'landslide susceptibility assessment', 'landslide susceptibility mapping', 'landslide susceptibility model', 'landslide susceptibility modeling', 'landslides susceptibility prediction', 'location allocation model', 'mountainous and hilly region', 'occupation and zone calculation', 'outstanding terraced coastal landscape', 'proper rockfall hazard assessment method', 'satellite data', 'several rainfall threshold line', 'several regional climate model scenario', 'susceptibility mapping', 'terrestrial laser scanner', 'urban and environmental planning', 'urban flood risk map', 'urban flood susceptibility mapping', 'urban planning', 'urban planning and risk mitigation', 'urban planning management', 'urban pluvial flood vulnerability', 'Urban pluvial flooding', 'Wildfire risk', 'Yunyang County']",15,"[25, 27, 81, 131, 159, 176, 217, 232, 248, 253, 329, 351, 380, 424, 514]"
19,15,0.9688758878,3,-0.1964766339,12,"['anthropic biophysical factor', 'certainty factor', 'Climate change', 'environmental factor', 'fire assessment', 'GARP model', 'landslide susceptibility map', 'Quick Unbiased Efficient Statistical Tree', 'RF model', 'satin bowerbird optimization', 'sensitivity and specificity', 'Structural Health Monitoring utility model']",9,"[25, 27, 81, 176, 232, 248, 329, 380, 424]"
20,10,0.9650078855,1,0.9659120402,13,"['advanced sequential cluster', 'decision tree method', 'information theory', 'logistic regression and machine learning technique', 'machine learning', 'machine learning algorithm', 'machine learning classifier', 'machine learning technique', 'open data and machine learning technique', 'profile curve', 'quantitative characteristic feature', 'same knowledge pool', 'survey domain knowledge']",9,"[65, 122, 136, 140, 323, 339, 470, 480, 484]"
20,10,0.9650078855,2,0.6751776394,34,"['census tract', 'city analysis', 'city safety', 'community deprivation', 'comprehensive relevant global urban data base', 'dependent industry', 'economic magnetism achievement', 'economic mobility', 'Economic sustainability', 'environmental data', 'geographical accessibility model', 'global positioning system', 'hospital and clinic access', 'hot spot', 'household concentration', 'Housing value', 'inclusivity and equity', 'local geography', 'localization decision', 'multidimensional livability index', 'new company creation', 'nonconstant spatial scale and decomposition analysis', 'park increase', 'public preference', 'residential choice modelling', 'senior population', 'spatial justice', 'sustainable city', 'urban computing methodology', 'urban environment', 'urban planning', 'urban planning and activity space estimation', 'urban policy', 'urban segregation']",10,"[65, 91, 122, 136, 140, 323, 339, 470, 480, 484]"
20,10,0.9650078855,3,-0.6736032933,3,"['critical limit', 'life circle', 'pattern and disaster risk']",3,"[91, 136, 140]"
21,17,0.8743251776000001,1,0.9325640174000001,20,"['analytical hierarchical process', 'BRT modelling', 'CIOI prediction model', 'complex system and data science', 'decision tree', 'hierarchical clustering algorithm', 'machine learning', 'machine learning method', 'machine learning model', 'mean absolute percentage error', 'metamodels', 'neural network', 'particle swarm optimization', 'random forest method', 'random forest regression', 'regression analysis', 'regression tree', 'result ELM', 'soft computing methodology', 'Unified Model Local Data Assimilation']",17,"[10, 62, 102, 178, 201, 228, 338, 371, 379, 421, 431, 453, 454, 495, 500, 512, 520]"
21,17,0.8743251776000001,2,0.7459024005,15,"['CFD simulation result', 'conventional urban environmental study', 'heating', 'improved urban natural ventilation', 'indoor and outdoor wind environment', 'Mediterranean climate', 'microclimate', 'new Dynamic urban Thermal Exposure index', 'outdoor thermal comfort', 'thermal comfort prediction', 'urban block carbon emission', 'urban heat island', 'urban heat island study', 'urban thermal environment mitigation planning', 'wide geospatial energy consumption']",12,"[10, 62, 102, 178, 201, 371, 431, 454, 495, 500, 512, 520]"
21,17,0.8743251776000001,3,0.4155997932,14,"['agricultural afforestation area', 'block planning', 'city design strategy', 'geographic information system', 'land parcel', 'metropolitan area', 'open urban area', 'optimal zoning', 'physical urban form feature', 'spatial decomposition capability', 'sustainable urban planning', 'urban area', 'urban configuration', 'urban rural dichotomy']",12,"[10, 178, 201, 338, 371, 379, 421, 431, 453, 495, 500, 520]"
21,17,0.8743251776000001,4,0.07061164240000001,19,"['BEF', 'carbon sequestration potential', 'CFD simulation', 'city temperature prediction model', 'CO2 emission', 'Cold air path identification', 'energy efficiency', 'energy engineering modeling', 'EnergyPlus and Scikit', 'environment determinant', 'heat', 'important mitigation aspect', 'land surface temperature', 'multispectral and spatial vector data', 'power market design', 'UHI concept', 'UHI definition', 'wind direction', 'wind speed']",15,"[10, 62, 102, 178, 201, 228, 338, 371, 379, 421, 453, 454, 495, 500, 520]"
21,17,0.8743251776000001,5,-0.23058312690000002,11,"['current building standard', 'floor area ratio', 'foot traffic', 'green sidewalk', 'Korean peninsula', 'physical and socioeconomic characteristic', 'smart city management', 'smartphone location data', 'sustainable travel', 'urban geometric type and energy pattern', 'urban planning']",10,"[62, 201, 228, 338, 371, 379, 421, 431, 453, 512]"
22,21,0.8341693870000001,1,0.9390202088,17,"['AI method', 'artificial neural network', 'discrete and continuous variable', 'machine learning algorithms', 'machine learning analysis', 'Machine learning model', 'means clustering tool', 'Principal Component Analysis', 'qualitative classification scheme', 'random forest', 'random forest machine learning approach', 'Random Forest regression modeling', 'random forest regression modelling', 'regression tree', 'square and random forest', 'supervised machine learning approach', 'test Random Forest classifier']",17,"[28, 29, 39, 44, 57, 60, 71, 115, 198, 215, 216, 222, 247, 265, 274, 372, 456]"
22,21,0.8341693870000001,2,0.9109324997,17,"['air temperature data', 'climatic thermal benefit', 'daily urban air temperature', 'humidity and wind speed', 'land surface temperature', 'microclimate simulation program', 'nighttime land surface temperature', 'optimise cooling', 'seasonal solar exposure and irradiation uniformity', 'surface climate information', 'thermal infrared image', 'tropical climate', 'urban heat hazard mapping', 'urban land surface temperature', 'urban temperature', 'urban thermal condition', 'urbanization and temperature increase']",14,"[29, 39, 44, 57, 71, 115, 198, 215, 216, 222, 247, 274, 372, 456]"
22,21,0.8341693870000001,3,0.6890162467000001,28,"['3D urban architecture', 'architecture height', 'biodiversity conservation', 'common wild bee', 'different urban tree specie', 'ecological impact', 'ecosystem service assessment', 'greenery increase', 'hot city', 'istanbul', 'land use change', 'nearby floral resource', 'Park size', 'tree planting policy', 'urban area', 'urban canyon surface', 'urban development and UHI', 'urban ecological infrastructure', 'urban environment', 'urban environmental planning', 'urban forestry', 'Urban land use information', 'urban morphology feature', 'urban planning', 'urban planning and design discipline', 'urban planning and management', 'urban vegetation configuration influence', 'urbanization process monitoring']",17,"[28, 29, 57, 60, 71, 79, 115, 168, 172, 215, 222, 247, 265, 274, 372, 456, 585]"
22,21,0.8341693870000001,4,0.6678562587,38,"['accurate spatial representation', 'Additive exPlanation', 'architectural pattern influence', 'arid city', 'auxiliary crowdsourcing datasets', 'coarse resolution LST images', 'complex terrain basin', 'data envelopment analysis', 'difference vegetation index', 'Digital Earth', 'digital GIS biotope data map', 'hyperlocal variability', 'key biophysical parameter and Landsat', 'land cover', 'Landsat satellite imagery', 'leaf area index', 'mobility data', 'moderate temperature vegetation relationship', 'multiple spectral index', ""Nepal's Tarai region"", 'Paris and Helsinki', 'park place ment planning', 'radiative transfer equation', 'scale fine resolution EULUC mapping research', 'Smart Cities', 'Social Network', 'spatial analysis', 'spatial analysis technique', 'spatial model', 'spatiotemporal dynamic characteristic', 'SUHI mitigation strategy', 'suitable nesting opportunity', 'temporal variability', 'tree location data', 'Urban heat island', 'urban heat island effect', 'vegetation greenness', 'vegetation index']",19,"[28, 29, 39, 44, 57, 60, 79, 115, 168, 172, 198, 216, 222, 247, 265, 274, 372, 456, 585]"
23,18,0.8018109242,1,0.8759569062,25,"['adaptive variational mode decomposition', 'artificial neural network', 'biomedical data analysis', 'causal inference', 'concept drift', 'decision tree', 'deep convolutional neural network', 'device calibration', 'empirical mode decomposition', 'error value', 'extreme learning machine', 'long and short term memory network', 'metric learning', 'ML K model', 'Particle Swarm Optimization Random Forest', 'prediction importance level', 'R2 and RMSE', 'random forest', 'regression model', 'regression tree', 'regression tree model', 'Simple decision tree model', 'squares and Ridge Regression', 'support vector machine', 'time series']",16,"[5, 14, 17, 26, 41, 50, 82, 94, 105, 142, 218, 238, 292, 447, 498, 501]"
23,18,0.8018109242,2,0.8409321798,23,"['Accurate air quality prediction', 'air and noise pollution', 'air pollutant concentration', 'air pollution', 'air quality', 'air quality prediction', 'airborne particulate matter', 'climate change problem', 'criterion pollutant', 'emission and pollutant concentration data', 'environmental signal processing', 'fecal sludge', 'Hangzhou PM2', 'health hazard forecasting', 'land use magnitude impact PM2', 'low cost air quality monitoring platform', 'novel air pollutant prediction model', 'novel and effective PM2', 'pollutant data', 'pollution prediction', 'Shinyei PPD42 aerosol monitor', 'smog', 'vehicular PM2']",18,"[5, 14, 17, 26, 41, 50, 82, 94, 105, 142, 218, 229, 238, 292, 294, 447, 498, 501]"
23,18,0.8018109242,3,0.3754751016,16,"['African city', 'big data', 'dense heterogeneous urban environment', 'different domain', 'Google Community Mobility Reports', 'imagery and Open Street Maps', 'local stakeholder engagement', 'massive urban data', 'network information diffusion data', 'raw microblogging text', 'street level time lapse image', 'urban environment', 'urban environment Washington DC', 'urban form and street level pollutant', 'urban planning', 'urbanization and city type']",13,"[5, 17, 26, 41, 50, 82, 229, 238, 292, 294, 447, 498, 501]"
23,18,0.8018109242,4,-0.20709085130000002,21,"['5 and CO concentration data', '5 concentration prediction model', 'characterization and monitoring', 'computational fluid dynamic', 'different season forecast', 'interactive and visual dashboard', 'Land Use Regression', 'large eddy simulation', 'many treatment plant', 'meteorological factor', 'microscale variable', 'particle size', 'sample entropy', 'seasonal variability', 'solid liquid separation performance', 'spatial statistic', 'spatio temporal prediction', 'spectral band and index', 'Tianjin and Baoding', 'vegetation barrier design', 'wuhan']",14,"[5, 14, 17, 26, 41, 50, 82, 94, 105, 142, 218, 229, 238, 292]"
24,12,0.6515042403,1,0.9219821204,21,"[""Artur Lugmayr's"", 'Cambridge and innovation', 'Integrated Tourism planning', 'Israel and Silicon Valley', 'map service', 'new open source transportation planning decision support system', 'North Eastern Chord', 'platform evolution', 'relevant building stock', 'sustainable urban planning', 'thin globalization', 'urban and regional development process', 'urban area', 'urban decision making', 'urban design', 'urban design problem', 'urban design teaching application', 'urban mobility landscape', 'urban planning', 'urban planning conflict', 'urbanization and adoption']",11,"[18, 85, 203, 242, 419, 440, 457, 465, 540, 556, 586]"
