DocId,Year,KeyTerms,Title,Abstract,AuthorKeywords
283,2021,"['cluster fit', 'geographical measures', 'place detection', 'behavior pricing', 'best fit', 'boundary analysis', 'brooklyn neighborhoods', 'called geosilhouettes', 'demography recent', 'detection problems', 'explicitly geographical', 'fit regionalization', 'geographical clusters', 'geosilhouettes geographical', 'hybrid measures', 'increasingly large', 'language behavior', 'longstanding regional', 'mathematical form', 'measures called', 'new directions', 'new explicitly', 'new geosilhouettes', 'outlier detection', 'pervasive interest', 'racial data', 'recent critiques', 'science perspectives', 'urban place', 'various guises', 'census blocks', 'regional science', 'develop new', 'large number', 'urban studies']",Geosilhouettes: Geographical measures of cluster fit,"Regionalization, under various guises and descriptions, is a longstanding and pervasive interest of urban studies. With an increasingly large number of studies on urban place detection in language, behavior, pricing, and demography, recent critiques of longstanding regional science perspectives on place detection have focused on the arbitrariness and non-geographical nature of measures of best fit. In this paper, we develop new explicitly geographical measures of cluster fit. These hybrid spatial–social measures, called geosilhouettes, are demonstrated to capture the “core” of geographical clusters in racial data on census blocks in Brooklyn neighborhoods. These new geosilhouettes are also useful in a variety of boundary analysis and outlier detection problems. In this paper, the thinking behind geosilhouettes is presented, their mathematical form is defined, they are demonstrated, and new directions of research are discussed. © The Author(s) 2019.",clustering; Data science; segregation; unsupervised learning; urban sociology
284,2021,"['commercial district', 'convolution networks', 'district discovery', 'graph convolution', 'embedding space', 'discovery framework', 'space clustering', 'human mobility', 'aggregates human', 'apply hierarchical', 'chengdu city', 'commercial districts', 'commercial locations', 'discover commercial', 'discovery specifically', 'districts finally', 'enterprises attach', 'experiments verify', 'framework aggregates', 'framework ieee', 'geographic similarity', 'guide commercial', 'human patterns', 'kernel density', 'latent functional', 'mobility features', 'modern enterprises', 'networks based', 'networks embedding', 'networks modern', 'regions hidden', 'semantic labels', 'unsupervised commercial', 'xiaoshan district', 'density estimation', 'different human', 'features according', 'clustering results', 'functional regions', 'hierarchical clustering', 'rapid development', 'proposed framework', 'urban data', 'machine learning']",GCN2CDD: A Commercial District Discovery Framework via Embedding Space Clustering on Graph Convolution Networks,"Modern enterprises attach much attention to the selection of commercial locations. With the rapid development of urban data and machine learning, we can discover the patterns of human mobility with these data and technology to guide commercial district discovery. In this paper, we propose an unsupervised commercial district discovery framework via embedding space clustering on graph convolution networks (GCN2CDD) to solve the problem of commercial district discovery. Specifically, the proposed framework aggregates human mobility features according to geographic similarity by graph convolution networks. Based on the graph convolution networks embedding space, we apply hierarchical clustering to mine the latent functional regions hidden in different human patterns. Then with the kernel density estimation, we can obtain the semantic labels for the clustering results to discover commercial districts. Finally, we analyze the multi-sources data of the Xiaoshan District and Chengdu City and experiments verify the effectiveness of our framework. IEEE",Commercial district discovery; Embedding space; Graph convolution networks; Human mobility
285,2021,"['diverse range', 'aerial vehicles', 'unmanned aerial', 'urban areas', 'smart cities', 'accuracy based', 'advanced ai', 'advanced bespoke', 'aerospace discipline', 'aoe planning', 'areas fauavs', 'automated intelligence', 'automated uavs', 'automation systems', 'autonomous unmanned', 'bespoke microcontrollers', 'better swarm', 'cities liveability', 'cities scs', 'collaborative automated', 'components using', 'constraints using', 'contemporary methodology', 'control architecture', 'cooperative automation', 'decentralized control', 'dynamic flight', 'efficient techniques', 'enables cooperative', 'establish better', 'executing sequences', 'fauav routing', 'fauavinscf equipped', 'fauavs involving', 'flight plans', 'framework fauavinscf', 'fully automated', 'fully autonomous', 'harmonious part', 'harmonious smart', 'holistic framework', 'impending technological', 'indispensable parts', 'inevitable transformation', 'inhabitants contributing', 'intelligence engaging', 'involving recent', 'mainly required', 'methodology suggest', 'microcontrollers embedded', 'mitigated significantly', 'novel fauav', 'operational environment', 'optimised harmonious', 'remarkable research', 'road forward', 'routing technique', 'rules control', 'sc components', 'smart ecosystem', 'swarm intelligence', 'technique customisable', 'transformation harmonious', 'uavs fauavs', 'urban uses', 'using holistic', 'various effective', 'control loops', 'technological advancements', 'using dynamic', 'vehicles using', 'proposed using', 'using novel', 'framework consists', 'research area', 'vehicles uavs', 'novel framework', 'ai techniques', 'using data', 'data analytics']",Planning the Future of Smart Cities with Swarms of Fully Autonomous Unmanned Aerial Vehicles Using a Novel Framework,"The autonomy of unmanned aerial vehicles (UAVs) - self-governing in the aerospace discipline has been a remarkable research area with the development of the advanced bespoke microcontrollers embedded with advanced AI techniques for the last several decades. The road forward about the operational environment is certain about the swarms of fully automated UAVs (FAUAVs), that is, urban areas. FAUAVs with self-learning and self-decision-making abilities by executing non-trivial sequences of events with decimetre-level accuracy based on a set of rules, control loops and constraints using dynamic flight plans and trajectories are taking their indispensable parts within smart cities (SCs). Therefore, their integration with the SC components using real-time data analytics is urgent. This is mainly required to establish a better swarm intelligence along with a safer and optimised harmonious smart ecosystem that enables cooperative FAUAV-SC automation systems with collaborative automated intelligence engaging in the concepts of Internet of Everything (IoE) and Automation of Everything (AoE). Planning the future of cities with swarms of FAUAVs is explored in this paper to optimise the use of FAUAVs with a diverse range of applications and a contemporary methodology is proposed using a holistic framework - FAUAVinSCF equipped with various effective and efficient techniques along with a novel FAUAV routing technique customisable to the constraints of FAUAVs and urban areas. With the methodology, the components of SC and FAUAVs involving recent and impending technological advancements are moulded together to make this inevitable transformation a harmonious part of the inhabitants contributing to the cities' liveability and sustainability. The framework consists of a decentralized agent-based control architecture that monitors and controls the swarms of resource-constraint FAUAVs for their real-time requirements in optimising their urban uses. The outcomes of the methodology suggest that the constraints of FAUAVs can be mitigated significantly in urban areas and consequently, their efficacy can be increased in realising their diverse range of missions. © 2013 IEEE.",Automation of Everything (AoE); Autonomous unmanned aerial vehicles (UAVs); Internet of Everything (IoE); Internet of Things (IoT); Internet-of-Drones (IoD); smart city
286,2020,"['thermal comfort', 'design strategies', 'green sidewalks', 'energy modeling', 'similar studies', 'social implications', 'statistical energy', 'outdoor thermal', 'supervised machine', 'urban design', 'applying machines', 'applying supervised', 'architecture strategies', 'atmosphere social', 'behaviors thermal', 'built cases', 'catching design', 'cities climate', 'comfort heating', 'comfort improvement', 'comfort predicted', 'comfort preparation', 'consuming money', 'control behaviors', 'cooling lighting', 'current models', 'design goals', 'designers policymakers', 'designing phase', 'determine monitor', 'different majors', 'discuss applying', 'efficient models', 'efficient strategies', 'energy engineering', 'engineering energy', 'engineering modeling', 'environment comfort', 'error evaluation', 'evaluating phase', 'evaluation functions', 'exact results', 'existed elements', 'existing green', 'fields finding', 'final reliable', 'final step', 'find thermal', 'finding outdoor', 'five people', 'follow engineering', 'formed data', 'future built', 'green infrastructures', 'habitants thermal', 'healthy places', 'heating cooling', 'implications finding', 'implications stems', 'infrastructures influence', 'landscape designers', 'learning sml', 'life spans', 'living spaces', 'main parts', 'mean vote', 'modeling according', 'modeling evaluating', 'modeling predicting', 'new subject', 'new vision', 'notable impact', 'occurred error', 'offer algorithms', 'operational phase', 'optimum morphology', 'output findings', 'past machine', 'pmv mathematical', 'predicted mean', 'predicted output', 'predicting phase', 'predicting results', 'previous projects', 'python advantages', 'reliable predicted', 'research limitations', 'selected simulated', 'sensitively analyzed', 'similar sidewalks', 'simulation processes', 'sml error', 'sml leads', 'sml method', 'sml predicting', 'spans research', 'step practical', 'studies follow', 'study achievements', 'study consisted', 'study footprint', 'study variables', 'sustainable architecture', 'systems existed', 'tehran purpose', 'trustable input', 'urban atmosphere', 'urban scales', 'vote pmv', 'weather items', 'climate zones', 'comfort prediction', 'effective design', 'future based', 'high quality', 'introduce new', 'mathematical model', 'method urban', 'new insight', 'new methodology', 'new ones', 'practical implications', 'prepare cities', 'results confirm', 'significant part', 'similar fields', 'green spaces', 'urban health', 'machine learning', 'design methods', 'randomly selected', 'two main', 'research aims', 'input data', 'data set', 'air quality', 'learning method', 'urban studies', 'urban environment']",Thermal comfort prediction by applying supervised machine learning in green sidewalks of Tehran,"Purpose: This research aims to introduce a new methodology for integration between urban design strategies and supervised machine learning (SML) method – by applying both energy engineering modeling (evaluating phase) for the existing green sidewalks and statistical energy modeling (predicting phase) for the new ones – to offer algorithms that help to catch the optimum morphology of green sidewalks, in case of high quality of the outdoor thermal comfort and less errors in results. Design/methodology/approach: The tools of the study are the way of processing by SML, predicting the future based on the past. Machine learning is benefited from Python advantages. The structure of the study consisted of two main parts, as the majority of the similar studies follow: engineering energy modeling and statistical energy modeling. According to the concept of the study, at first, from 2268 models, some are randomly selected, simulated and sensitively analyzed by ENVI-met. Furthermore, the Envi-met output as the quantity of thermal comfort – predicted mean vote (PMV) and weather items are inputs of Python. Then, the formed data set is processed by SML, to reach the final reliable predicted output. Findings: The process of SML leads the study to find thermal comfort of current models and other similar sidewalks. The results are evaluated by both PMV mathematical model and SML error evaluation functions. The results confirm that the average of the occurred error is about 1%. Then the method of study is reliable to apply in the variety of similar fields. Finding of this study can be helpful in perspective of the sustainable architecture strategies in the buildings and urban scales, to determine, monitor and control energy-based behaviors (thermal comfort, heating, cooling, lighting and ventilation) in operational phase of the systems (existed elements in buildings, and constructions) and the planning and designing phase of the future built cases – all over their life spans. Research limitations/implications: Limitations of the study are related to the study variables and alternatives that are notable impact on the findings. Furthermore, the most trustable input data will result in the more accuracy in output. Then modeling and simulation processes are most significant part of the research to reach the exact results in the final step. Practical implications: Finding of the study can be helpful in urban design strategies. By finding outdoor thermal comfort that resulted from machine learning method, urban and landscape designers, policymakers and architects are able to estimate the features of their designs in air quality and urban health and can be sure in catching design goals in case of thermal comfort in urban atmosphere. Social implications: By 2030, cities are delved as living spaces for about three out of five people. As green infrastructures influence in moderating the cities’ climate, the relationship between green spaces and habitants’ thermal comfort is deduced. Although the strategies to outside thermal comfort improvement, by design methods and applicants, are not new subject to discuss, applying machines that may be common in predicting results can be called as a new insight in applying more effective design strategies and in urban environment’s comfort preparation. Then study’s footprint in social implications stems in learning from the previous projects and developing more efficient strategies to prepare cities as the more comfortable and healthy places to live, with the more efficient models and consuming money and time. Originality/value: The study achievements are expected to be applied not only in Tehran but also in other climate zones as the pattern in more eco-city design strategies. Although some similar studies are done in different majors, the concept of study is new vision in urban studies. © 2020, Emerald Publishing Limited.",Green Sidewalks; Hyper parameters learning algorithm; Supervised machine learning; Urban thermal comfort
287,2020,"['building heights', 'predict building', 'building stock', 'urban form', 'brandenburg shows', 'building test', 'characteristics reliably', 'citizens substantially', 'countries france', 'data exist', 'dedicated models', 'detailed models', 'estimate relevant', 'european countries', 'european population', 'exist currently', 'fabric surrounding', 'floor height', 'four european', 'france italy', 'german state', 'given building', 'government data', 'heights understanding', 'highly predictive', 'local height', 'maintain significant', 'model predicts', 'models exist', 'planning depends', 'population new', 'predicting building', 'predicting missing', 'predicts building', 'present machine', 'relevant building', 'reliable data', 'retrofit policies', 'scalable strategies', 'stock characteristics', 'substantially improves', 'surrounding given', 'typical floor', 'upscale retrofit', 'using building', 'average error', 'building data', 'challenge especially', 'height data', 'missing data', 'mitigate climate', 'open government', 'scientific applications', 'significant challenge', 'small amount', 'systems sustainable', 'volunteered geographic', 'based method', 'building footprints', 'results illustrate', 'understanding cities', 'attribution license', 'complex systems', 'medium provided', 'method allows', 'new methods', 'original author', 'permits unrestricted', 'street networks', 'unrestricted use', 'use distribution', 'article distributed', 'commons attribution', 'creative commons', 'data obtained', 'model using', 'access article', 'urban fabric', 'urban infrastructure', 'open access', 'learning based', 'models based', 'prediction accuracy', 'geospatial data', 'training data', 'sustainable urban', 'climate change', 'geographic information', 'urban planning', 'machine learning']",Learning from urban form to predict building heights,"Understanding cities as complex systems, sustainable urban planning depends on reliable high-resolution data, for example of the building stock to upscale region-wide retrofit policies. For some cities and regions, these data exist in detailed 3D models based on real-world measurements. However, they are still expensive to build and maintain, a significant challenge, especially for small and medium-sized cities that are home to the majority of the European population. New methods are needed to estimate relevant building stock characteristics reliably and cost-effectively. Here, we present a machine learning based method for predicting building heights, which is based only on open-access geospatial data on urban form, such as building footprints and street networks. The method allows to predict building heights for regions where no dedicated 3D models exist currently. We train our model using building data from four European countries (France, Italy, the Netherlands, and Germany) and find that the morphology of the urban fabric surrounding a given building is highly predictive of the height of the building. A test on the German state of Brandenburg shows that our model predicts building heights with an average error well below the typical floor height (about 2.5 m), without having access to training data from Germany. Furthermore, we show that even a small amount of local height data obtained by citizens substantially improves the prediction accuracy. Our results illustrate the possibility of predicting missing data on urban infrastructure; they also underline the value of open government data and volunteered geographic information for scientific applications, such as contextual but scalable strategies to mitigate climate change. © 2020 Milojevic-Dupont et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",
288,2020,"['cognitive computing', 'clustering algorithm', 'quantum annealing', 'solve traffic', 'traffic clustering', 'traffic congestion', 'algorithm qabica', 'annealing qa', 'average location', 'brain based', 'brought modernity', 'causing key', 'chengdu provided', 'clustering problems', 'computing provides', 'consider applying', 'data brain', 'didi chuxing', 'efficient transportation', 'final result', 'global optimum', 'higher robustness', 'hybrid architecture', 'initial points', 'intelligent brain', 'limitations algorithm', 'local suboptimal', 'location bias', 'parking conflicts', 'poor robustness', 'proposes qa', 'provides search', 'qa algorithm', 'result based', 'robustness qa', 'search feedback', 'suboptimal solutions', 'tradition bias', 'traditional clustering', 'traffic trajectory', 'analyze urban', 'effectively reduce', 'locations based', 'urban locations', 'clustering results', 'key problems', 'key issues', 'urbanization process', 'traffic flow', 'intelligent transportation', 'transportation systems', 'trajectory data', 'urban traffic', 'study proposes', 'recent years', 'rights reserved', 'urban data', 'machine learning']",Traffic Clustering Algorithm of Urban Data Brain Based on a Hybrid-Augmented Architecture of Quantum Annealing and Brain-Inspired Cognitive Computing,"In recent years, the urbanization process has brought modernity while also causing key issues, such as traffic congestion and parking conflicts. Therefore, cities need a more intelligent ""brain"" to form more intelligent and efficient transportation systems. At present, as a type of machine learning, the traditional clustering algorithm still has limitations. K-means algorithm is widely used to solve traffic clustering problems, but it has limitations, such as sensitivity to initial points and poor robustness. Therefore, based on the hybrid architecture of Quantum Annealing (QA) and brain-inspired cognitive computing, this study proposes QA and Brain-Inspired Clustering Algorithm (QABICA) to solve the problem of urban taxi-stand locations. Based on the traffic trajectory data of Xi'an and Chengdu provided by Didi Chuxing, the clustering results of our algorithm and K-means algorithm are compared. We find that the average taxi-stand location bias of the final result based on QABICA is smaller than that based on K-means, and the bias of our algorithm can effectively reduce the tradition K-means bias by approximately 42%, up to approximately 83%, with higher robustness. QA algorithm is able to jump out of the local suboptimal solutions and approach the global optimum, and brain-inspired cognitive computing provides search feedback and direction. Thus, we will further consider applying our algorithm to analyze urban traffic flow, and solve traffic congestion and other key problems in intelligent transportation. © 2020 Tsinghua University Press. All rights reserved.",cluster analysis; intelligent transportation; K-means; quantum annealing and brain-inspired clustering algorithm
289,2020,"['smart cities', 'learning techniques', 'machine learning', 'additionally humanity', 'andalusian city', 'applicability sustainability', 'cities possible', 'covid pandemic', 'data types', 'dimensions sdgs', 'especially complicates', 'exhaustive study', 'goals sdgs', 'humanity faces', 'inclusive perspective', 'inclusive safe', 'make urban', 'model early', 'models analyzed', 'models techniques', 'optimizing sustainability', 'possible solution', 'problems environmental', 'propose model', 'provided finally', 'requires improved', 'safe resilient', 'sdgs tools', 'study applied', 'sustainability addressed', 'sustainability scopes', 'sustainable additionally', 'thoroughly analyze', 'unprecedented urban', 'years requires', 'cities machine', 'finally case', 'tools data', 'two problems', 'development goals', 'improved urban', 'learning technologies', 'main objective', 'ml models', 'ml techniques', 'urban spaces', 'sustainable development', 'learning ml', 'urban growth', 'recent years', 'case study', 'urban planning']",Machine learning technologies for sustainability in smart cities in the post-covid era,"The unprecedented urban growth of recent years requires improved urban planning and management to make urban spaces more inclusive, safe, resilient and sustainable. Additionally, humanity faces the COVID pandemic, which especially complicates the management of Smart Cities. A possible solution to address these two problems (environmental and health) in Smart Cities may be the use of Machine Learning techniques. One of the objectives of our work is to thoroughly analyze the link between the concepts of Smart Cities, Machine Learning techniques and their applicability. In this work, an exhaustive study of the relationship between Smart Cities and the applicability of Machine Learning (ML) techniques is carried out with the aim of optimizing sustainability. For this, the ML models, analyzed from the point of view of the models, techniques and applications, are studied. The areas and dimensions of sustainability addressed are analyzed, and the Sustainable Development Goals (SDGs) are discussed. The main objective is to propose a model (EARLY) that allows us to tackle these problems in the future. An inclusive perspective on applicability, sustainability scopes and dimensions, SDGs, tools, data types and Machine Learning techniques is provided. Finally, a case study applied to an Andalusian city is presented. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",Machine learning; SGDs; Smart cities; Sustainability
290,2020,"['residential segregation', 'social interaction', 'built environment', 'arrived immigrants', 'eight typologies', 'exact address', 'immigrant assimilation', 'interaction based', 'interaction essential', 'large inflow', 'metrics use', 'newly arrived', 'reduced residential', 'rich set', 'segregation constructed', 'shape metrics', 'social ties', 'summary measure', 'systematically associated', 'findings show', 'provide summary', 'building level', 'open urban', 'level using', 'study uses', 'use machine', 'using data', 'urban form', 'learning techniques', 'urban areas', 'machine learning']",The shape of segregation: The role of urban form in immigrant assimilation,"The built environment can mediate or constrain the opportunities for social interaction, essential to the formation of social ties. This study uses the large inflow of immigrants in Barcelona between 1998 and 2008 to study whether the configuration of buildings and open urban areas in a block is associated with the residential segregation of immigrants—a proxy for social interaction. Based on a rich set of shape metrics, I use machine learning techniques to classify each block in Barcelona into one of eight typologies, which provide a summary measure of their built environment. I then combine these data with measures of residential segregation constructed at the building level using data on the exact address of each resident of Barcelona. The findings show that some features of the built environment of a block—as measured by the typologies—are systematically associated with reduced residential segregation of Spaniards and newly arrived immigrants in that block. © 2020 Elsevier Ltd",Built environment; Machine learning; Segregation; Urban design; Urban form
291,2020,"['path loss', 'nlos locations', 'urban environment', 'accuracy providing', 'algorithms forecast', 'algorithms knn', 'appealing option', 'cellular networks', 'comparison purposes', 'considering long', 'empirical model', 'errors path', 'evaluated algorithms', 'evolution lte', 'examined algorithms', 'forecast path', 'goal support', 'highest errors', 'knn algorithms', 'knn shows', 'locations respectively', 'loss dataset', 'loss especially', 'lte networks', 'network utilizing', 'nlos propagation', 'performance providing', 'prediction path', 'presents prediction', 'propagation condition', 'providing errors', 'regression svr', 'remarkable accuracy', 'results considering', 'simulated results', 'simulation takes', 'svr random', 'term evolution', 'utilizing digital', 'dataset generated', 'digital terrain', 'loss models', 'loss prediction', 'lte network', 'predict path', 'terrain model', 'testing procedure', 'worst performance', 'long term', 'machine methods', 'neighbor knn', 'results reveal', 'vector regression', 'best performance', 'forest rf', 'learning methods', 'paper presents', 'support vector', 'random forest', 'urban areas', 'machine learning']",Machine learning-based methods for path loss prediction in urban environment for LTE networks,"This paper presents prediction path loss models in an urban environment for cellular networks with the help of machine learning methods. For this goal, Support Vector Regression (SVR), Random Forest (RF) and K-Nearest Neighbor (KNN) algorithms are exploited and assessed. The training and testing procedure is carried out with the help of a path loss dataset generated by simulated results considering a Long Term Evolution (LTE) network utilizing a digital terrain model. The simulation takes into account an urban environment for both line-of-sight (LOS) and non-LOS (NLOS) propagation condition. The results reveal that all the evaluated algorithms forecast path loss with a remarkable accuracy, providing root-mean-square errors on the order of 2. 1-2.2dB for LOS and 3. 4-4.1dB for NLOS locations, respectively. Among the examined algorithms, KNN shows the best performance, thus being an appealing option to predict path loss in urban areas. For comparison purposes, the COST231 Walfisch-Ikegami empirical model was applied, which presents the worst performance, providing the highest errors under-predicting path loss, especially in NLOS locations. © 2020 IEEE.",3D simulation; Long Term Evolution (LTE); Machine learning; Path loss prediction; Urban environment
292,2020,"['object detection', 'fused representations', 'remote sensing', 'image data', 'sensing imagery', 'sensing images', 'abundant information', 'adversarially augmented', 'augmented feature', 'augmented image', 'civil infrastructure', 'construction disaster', 'corresponding applicability', 'data fully', 'deep framework', 'detect different', 'detect meaningful', 'different objects', 'disaster rescuing', 'enhanced deep', 'extensively tested', 'feature fusion', 'firstly attempts', 'framework dubbed', 'fully utilizing', 'fusion object', 'geoinformatics communities', 'global latent', 'hsr image', 'hsr images', 'hsr plays', 'hsr remote', 'image representations', 'images firstly', 'information embedded', 'infrastructure construction', 'meaningful objects', 'mentioned challenge', 'methods accuracy', 'planning civil', 'precise object', 'precisely detect', 'remarkable experimental', 'representations learned', 'resolutions hsr', 'results validate', 'scenarios environment', 'strong baselines', 'using adversarially', 'challenging problem', 'deep representations', 'effectively detect', 'geographic image', 'image dataset', 'image retrieval', 'latent features', 'novel deep', 'plays significant', 'previous methods', 'spatial resolutions', 'environment monitoring', 'monitoring urban', 'significant role', 'detection using', 'high spatial', 'data analytics', 'propose novel', 'proposed framework', 'experimental results', 'deep learning', 'urban planning', 'machine learning']",Precise object detection using adversarially augmented local/global feature fusion,"Object detection, which aims at recognizing or locating the objects of interest in remote sensing imagery with high spatial resolutions (HSR), plays a significant role in many real-world scenarios, e.g., environment monitoring, urban planning, civil infrastructure construction, disaster rescuing, and geographic image retrieval. As a long-lasting challenging problem in both machine learning and geoinformatics communities, many approaches have been proposed to tackle it. However, previous methods always overlook the abundant information embedded in the HSR remote sensing images. The effectiveness of these methods, e.g., accuracy of detection, is therefore limited to some extent. To overcome the mentioned challenge, in this paper, we propose a novel two-phase deep framework, dubbed GLGOD-Net, to effectively detect meaningful objects in HSR images. GLGOD-Net firstly attempts to learn the enhanced deep representations from super-resolution image data. Fully utilizing the augmented image representations, GLGOD-Net then learns the fused representations into which both local and global latent features are implanted. Such fused representations learned by GLGOD-Net can be used to precisely detect different objects in remote sensing images. The proposed framework has been extensively tested on a real-world HSR image dataset for object detection and has been compared with several strong baselines. The remarkable experimental results validate the effectiveness of GLGOD-Net. The success of GLGOD-Net not only advances the cutting-edge of image data analytics, but also promotes the corresponding applicability of deep learning in remote sensing imagery. © 2020",Data augmentation; Geospatial object detection; High spatial resolution (HSR) remote sensing imagery; Local/global feature fusion; Super resolution generative adversarial network
293,2020,"['people livelihood', 'knn algorithm', 'learning model', 'architecture design', 'authority time', 'builds machine', 'complex upm', 'complicated due', 'computing approach', 'creative computing', 'current contradictions', 'deeper relationship', 'design people', 'discusses current', 'diverse living', 'explore loupm', 'generates optimization', 'government management', 'intelligence approach', 'introducing creative', 'later machine', 'livelihood behavior', 'livelihood orientation', 'livelihood oriented', 'living needs', 'management improvement', 'management upm', 'new period', 'optimization advice', 'optimize upm', 'orientation makes', 'oriented upm', 'paper continues', 'profoundly discusses', 'related factors', 'relevant theories', 'relevant upm', 'restraining factors', 'seek ways', 'sets authority', 'social governance', 'software model', 'systematically studies', 'theories three', 'three scopes', 'traditional method', 'updated upm', 'upm livelihood', 'upm loupm', 'upm systematically', 'upm theories', 'user based', 'artificial intelligence', 'china urbanization', 'design software', 'great influence', 'growing demand', 'paper builds', 'two steps', 'urban plans', 'paper analyzes', 'learning architecture', 'urbanization process', 'better understanding', 'data sets', 'machine learning', 'urban planning']",Design of machine learning model for Urban planning and management improvement,"With the aid of artificial intelligence, this paper builds a machine learning model with the KNN algorithm to optimize the traditional method of urban planning and management (UPM). The optimization is realized through two steps. First, the relevant theories of the updated UPM of livelihood oriented UPM (LOUPM) are explored for the later machine learning architecture design. People's livelihood has a great influence on UPM. Livelihood orientation makes the complex UPM even more complicated due to diverse living needs of citizens. This paper analyzes the deeper relationship between the people's livelihood and UPM, systematically studies the function and connotation of the people's livelihood behavior, and profoundly discusses current contradictions and restraining factors. Second, based on a better understanding of LOUPM, this paper further proposes an artificial intelligence approach to select most related factors to optimize UPM from databases. In the first paper of this series, in the analysis of the relevant UPM theories, three scopes of LOUPM are concluded to be the evaluation of data sets: authority, time, and space. Then, this paper continues to design a software model with the KNN algorithm to evaluate the urban plans and generates optimization advice for the user. Based on this research, it is possible to explore LOUPM. In order to make every effort to seek ways and methods to meet the challenge of the LOUPM in the new period, and by introducing a creative computing approach of government management and social governance, this article can contribute to the growing demand of China's urbanization process. © 2020 Totem Publisher, Inc. All rights reserved.",Creative computing approach; Machine learning; Natural language processing; Urban planning and management
294,2020,"['ai agent', 'use planning', 'democratic urban', 'heterogeneous expert', 'heterogeneous goals', 'land use', 'urban land', 'expert knowledge', 'accomplished mainly', 'best land', 'better solution', 'carlo tree', 'combined efforts', 'combined urban', 'combining traditional', 'complex goal', 'comprehensive decisions', 'conducts searches', 'deep human', 'democratic political', 'goal reasoning', 'goals reproducing', 'human inspiration', 'human planning', 'human thought', 'improved reinforcement', 'intelligence agent', 'introduce artificial', 'knowledge different', 'knowledge scenarios', 'make comprehensive', 'method conducts', 'multicriteria decision', 'novel monte', 'planning manuscripts', 'planning multicriteria', 'political agenda', 'provides vast', 'reasoning tasks', 'reflexive sociotechnical', 'reproducing human', 'require considerable', 'rl method', 'scenario planning', 'search method', 'systematizing heterogeneous', 'traditional scenario', 'tree search', 'use solutions', 'vast potential', 'weighing heterogeneous', 'artificial intelligence', 'considerable time', 'different human', 'performing complex', 'planning case', 'similar fields', 'sociotechnical system', 'analysis mcda', 'decision analysis', 'learning rl', 'monte carlo', 'reinforcement learning', 'intelligence ai', 'results show']","Systematizing heterogeneous expert knowledge, scenarios and goals via a goal-reasoning artificial intelligence agent for democratic urban land use planning","The tasks of democratic urban land use planning, as subjective-objective combined decision-making efforts that require considerable time and energy, have heretofore been accomplished mainly through deep human thought or by voting. In this paper, we introduce a goal-reasoning artificial intelligence (AI) agent that can assist with these tasks by combining traditional scenario planning, multicriteria decision analysis (MCDA) with a novel goal-oriented Monte Carlo tree search (G-MCTS) method. G-MCTS conducts goal-oriented searches to meet the needs of heterogeneous goals and provide the best land use solutions. We evaluated this method on a real-world planning case, and the results show that 1) the goal-reasoning AI agent is good at performing complex goal reasoning tasks with many heterogeneous expert knowledge; 2) different human planning manuscripts could be integrated into a better solution via a goal-reasoning AI agent; and 3) the goal-reasoning AI agent has the potential to make comprehensive decisions during a democratic political agenda. We conclude that the goal-reasoning AI agent, via an improved reinforcement learning (RL) method of G-MCTS, provides vast potential for assisting in subjective-objective combined urban land use planning and many other similar fields by weighing heterogeneous goals, reproducing human inspiration, and acting as a reflexive sociotechnical system. © 2020 Elsevier Ltd",Artificial intelligence; Goal reasoning; Land use planning; Markov decision processes; Multicriteria decision analysis; Reinforcement learning
295,2020,"['planned special', 'special events', 'temporal impact', 'urban traffic', 'road traffic', 'adopt supervised', 'analyse effectiveness', 'baselines shows', 'building reliable', 'causes issues', 'cities including', 'concerts football', 'containing events', 'crosstown traffic', 'event context', 'event data', 'event impact', 'events causes', 'features covering', 'features show', 'football games', 'germany demonstrate', 'hannover region', 'impact urban', 'including concerts', 'instance features', 'mobility needs', 'mobility service', 'particular comparison', 'predict event', 'predict impact', 'predict spatial', 'predicting mobility', 'proposed combinations', 'reliable supervised', 'service users', 'shows superior', 'significantly impact', 'superior capacity', 'supervised models', 'supervised prediction', 'traffic planned', 'traffic supervised', 'urban events', 'users providers', 'data containing', 'reliable models', 'accurately predict', 'evaluation results', 'best performance', 'historical data', 'urban mobility', 'supervised machine', 'learning approach', 'urban planners', 'machine learning']",Crosstown traffic - supervised prediction of impact of planned special events on urban traffic,"Large-scale planned special events in cities including concerts, football games and fairs can significantly impact urban mobility. The lack of reliable models for understanding and predicting mobility needs during urban events causes issues for mobility service users, providers as well as urban planners. In this article, we tackle the problem of building reliable supervised models for predicting the spatial and temporal impact of planned special events with respect to road traffic. We adopt a supervised machine learning approach to predict event impact from historical data and analyse effectiveness of a variety of features, covering, for instance, features of the events as well as mobility- and infrastructure-related features. Our evaluation results on real-world event data containing events from several venues in the Hannover region in Germany demonstrate that the proposed combinations of event-, mobility- and infrastructure-related features show the best performance and are able to accurately predict spatial and temporal impact on road traffic in the event context in this region. In particular, a comparison with both event-based and event-agnostic baselines shows superior capacity of our models to predict impact of planned special events on urban traffic. © 2019, Springer Science+Business Media, LLC, part of Springer Nature.",Event impact; Planned special events; Road traffic; Urban mobility
