Cluster,Score,DocId,Cited by,Year,Document Type,Title,Abstract,Author Keywords,Authors,DOI,x,y,KeyPhrases
0,0.9407071621,191,,2021,Article,Predicting and mapping neighborhood-scale health outcomes: A machine learning approach,"Estimating health outcomes at a neighborhood scale is important for promoting urban health, yet costly and time-consuming. In this paper, we present a machine-learning-enabled approach to predicting the prevalence of six common non-communicable chronic diseases at the census tract level. We apply our approach to the City of Austin and show that our method can yield fairly accurate predictions. In searching for the best predictive models, we experiment with eight different machine learning algorithms and 60 predictor variables that characterize the social environment, the physical environment, and the aspects and degrees of neighborhood disorder. Our analysis suggests that (a) the sociodemographic and socioeconomic variables are the strongest predictors for tract-level health outcomes and (b) the historical records of 311 service requests can be a useful complementary data source as the information distilled from the 311 data often helps improve the models' performance. The machine learning models yielded from this study can help the public and city officials evaluate future scenarios and understand how changes in the neighborhood conditions can lead to changes in the health outcomes. By analyzing where the most significant discrepancies between the predicted and the actual values are, we will also be ready to identify areas of best practice and areas in need of greater investment or policy intervention. © 2020",311 service; Crowdsourced data; Machine learning; Neighborhood; Urban health,"Feng C., Jiao J.",10.1016/j.compenvurbsys.2020.101562,17.08,1.87,"['urban health', 'machine learning algorithms', 'complementary data', 'neighborhood scale', 'prediction']"
4,0.9110942155,194,9.0,2021,Article,A value of civic voices for smart city: A big data analysis of civic queries posed by Seoul citizens,"Since urban problems are increasingly becoming complex and multifaceted due to the rapid urbanization, interest in the development of smart cities as an efficient solution to such problems is growing. The significance of smart cities lies in not having technology itself but using technology with a novel approach to solve urban problems, enhance the quality of life for urban residents, and optimize government performance. Such an approach includes scientifically processing civic query (including complaints, suggestions, and inquiry) data about a city and planning the city such that its policies reflect its residents' voices to ensure “throughput legitimacy.” This study introduces a novel approach to analyze diverse informal civic query data for a city and plan the city in a way that its residents want. By analyzing 160,000 civic queries accumulated over 10 years from 2006 to 2017 from the “Oasis of 10 Million Imagination,” which is a civic participation platform of Seoul, this study aims to contribute to the sustainable development of Seoul so that it can plan a citizen-centric and smart city that satisfies the demands of its residents. By applying Dynamic Topic Model, the authors intend to specify civic demands and forecast the demands of citizens. © 2020 Elsevier Ltd",Automatic classification; Civil complaints; Dynamic topic model; Smart city; Word2vec,"Kim B., Yoo M., Park K.C., Lee K.R., Kim J.H.",10.1016/j.cities.2020.102941,0.3600000143,0.34999999400000004,"['smart city', 'civic query data', 'civic participation platform', 'big data analysis', 'informal civic query']"
0,0.9407071621,200,,2020,Conference Paper,Using Social Media to Understand City-wide Movement Patterns and Behaviours,"Geospatially located social media data is increasingly used to understand human behaviour. This flow of social activity can offer a real time understanding of cities and provide insight into many issues such as estimations of crowd sizes, urban planning or even criminal activity. In this paper we combine a multitude of social media data from diverse social media platforms to explore population movement patterns and activities in two major cities in Australia (Melbourne and Sydney). We provide a framework for the identification of clusters of activity and explore different temporal patterns and compare them with historical averages in order to distinguish anomalous activity. We also utilize natural language processing of the geo-textual data as well as supervised machine learning to classify the use of locations based on clusters of activity. Collectively these analyses offer insight into urban human activity to provide a city pulse. © 2020 IEEE.",Flickr; Foursquare; Instagram; Population Movement Patterns; Twitter; Youtube,"Cunliffe G., Liang C., Sinnott R.O.",10.1109/SNAMS52053.2020.9336560,17.37,1.16,"['social medium data', 'urban human activity', 'cluster', 'natural language processing', 'population movement']"
4,0.9110942155,202,5.0,2020,Article,Opportunities and challenges of geospatial analysis for promoting urban livability in the era of big data and machine learning,"Urban systems involve a multitude of closely intertwined components, which are more measurable than before due to new sensors, data collection, and spatio-temporal analysis methods. Turning these data into knowledge to facilitate planning efforts in addressing current challenges of urban complex systems requires advanced interdisciplinary analysis methods, such as urban informatics or urban data science. Yet, by applying a purely data-driven approach, it is too easy to get lost in the ‘forest’ of data, and to miss the ‘trees’ of successful, livable cities that are the ultimate aim of urban planning. This paper assesses how geospatial data, and urban analysis, using a mixed methods approach, can help to better understand urban dynamics and human behavior, and how it can assist planning efforts to improve livability. Based on reviewing state-of-the-art research the paper goes one step further and also addresses the potential as well as limitations of new data sources in urban analytics to get a better overview of the whole ‘forest’ of these new data sources and analysis methods. The main discussion revolves around the reliability of using big data from social media platforms or sensors, and how information can be extracted from massive amounts of data through novel analysis methods, such as machine learning, for better-informed decision making aiming at urban livability improvement. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",Big data; Livability; Spatial data science; Spatio-temporal analysis; Urban assessment; Urban planning,"Kovacs-Györi A., Ristea A., Havas C., Mehaffy M., Hochmair H.H., Resch B., Juhasz L., Lehner A., Ramasubramanian L., Blaschke T.",10.3390/ijgi9120752,1.1499999762,0.0299999993,"['urban data science', 'big data', 'livability improvement', 'geospatial analysis', 'urban complex system']"
5,0.9110942155,209,4.0,2020,Article,Traffic Clustering Algorithm of Urban Data Brain Based on a Hybrid-Augmented Architecture of Quantum Annealing and Brain-Inspired Cognitive Computing,"In recent years, the urbanization process has brought modernity while also causing key issues, such as traffic congestion and parking conflicts. Therefore, cities need a more intelligent ""brain"" to form more intelligent and efficient transportation systems. At present, as a type of machine learning, the traditional clustering algorithm still has limitations. K-means algorithm is widely used to solve traffic clustering problems, but it has limitations, such as sensitivity to initial points and poor robustness. Therefore, based on the hybrid architecture of Quantum Annealing (QA) and brain-inspired cognitive computing, this study proposes QA and Brain-Inspired Clustering Algorithm (QABICA) to solve the problem of urban taxi-stand locations. Based on the traffic trajectory data of Xi'an and Chengdu provided by Didi Chuxing, the clustering results of our algorithm and K-means algorithm are compared. We find that the average taxi-stand location bias of the final result based on QABICA is smaller than that based on K-means, and the bias of our algorithm can effectively reduce the tradition K-means bias by approximately 42%, up to approximately 83%, with higher robustness. QA algorithm is able to jump out of the local suboptimal solutions and approach the global optimum, and brain-inspired cognitive computing provides search feedback and direction. Thus, we will further consider applying our algorithm to analyze urban traffic flow, and solve traffic congestion and other key problems in intelligent transportation. © 2020 Tsinghua University Press. All rights reserved.",cluster analysis; intelligent transportation; K-means; quantum annealing and brain-inspired clustering algorithm,"Wang N., Guo G., Wang B., Wang C.",10.26599/TST.2020.9010007,3.7400000095,-0.3199999928,"['urban traffic flow', 'brain', 'traditional clustering algorithm', 'QA algorithm', 'intelligent transportation']"
-1,0.9110942155,210,,2020,Conference Paper,From PIace2Vec to Multi-Scale Built-Environment Representation: A General-Purpose Distributional Embedding for Urban Data Analysis,"Built environments like cities, roads, communities are rich sources of urban data. Many downstream applications require comprehensive analysis like geographic information retrieval, recommender systems, geographic knowledge graphs, and in general, understanding urban spaces [28]. Points of Interests (POI), as one of the most researched aspects of urban data, has been successfully modeled using concepts borrowed from Machine Learning (ML) and Natural Language Processing (NLP). In the work of Place2Vec [28], a Word2Vec-like statistical model is proposed to represent spatial adjacency with a continuous embedding space. This method successfully models the functional semantics of POIs with regard to several human-assessment based evaluations. However, though the Place2Vec model addresses the distributional heterogeneity within a given spatial context with ITDL augmentation, it does not address the spatial heterogeneity among different regions. To solve this problem, we propose to introduce a hierarchical, density-based, self-adjusting clustering mechanism. The boundary of relatedness and unrelatedness is learned from the given context, where denser areas have tighter bounds while sparser areas have looser ones. We train our model on both the baseline Yelp hierarchical dataset [28] and our OpenStreetMap dataset. We demonstrate that 1) our model significantly improves the performance on 2 of the 3 baseline tasks and the stability of training, and 2) our model generalizes excellently across 112 cities of radically different scales (minimum 1725 POIs, maximum 2694070 POIs), regions (North America, Europe, Asia, Africa) and types (commercial, touristy, industrial, etc.) without the need of adjusting or tuning any hyperparameters. We also demonstrate that our model can be used to discover interesting facts about cities like inter-city semantic analogy and intra-city connectivity, which can be very useful in urban planning, social computing and public policy making. © 2020 ACM.",Geo-Semantics; Machine Learning; Points of Interest; Similarity,"Wang Z., Moosavi V.",10.1145/3423334.3431450,0.6800000072,-1.5299999714,"['understanding urban space', 'Yelp hierarchical dataset', 'geographic knowledge graphs', 'relatedness', 'OpenStreetMap dataset']"
-1,0.9110942155,211,7.0,2020,Article,Machine learning technologies for sustainability in smart cities in the post-covid era,"The unprecedented urban growth of recent years requires improved urban planning and management to make urban spaces more inclusive, safe, resilient and sustainable. Additionally, humanity faces the COVID pandemic, which especially complicates the management of Smart Cities. A possible solution to address these two problems (environmental and health) in Smart Cities may be the use of Machine Learning techniques. One of the objectives of our work is to thoroughly analyze the link between the concepts of Smart Cities, Machine Learning techniques and their applicability. In this work, an exhaustive study of the relationship between Smart Cities and the applicability of Machine Learning (ML) techniques is carried out with the aim of optimizing sustainability. For this, the ML models, analyzed from the point of view of the models, techniques and applications, are studied. The areas and dimensions of sustainability addressed are analyzed, and the Sustainable Development Goals (SDGs) are discussed. The main objective is to propose a model (EARLY) that allows us to tackle these problems in the future. An inclusive perspective on applicability, sustainability scopes and dimensions, SDGs, tools, data types and Machine Learning techniques is provided. Finally, a case study applied to an Andalusian city is presented. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",Machine learning; SGDs; Smart cities; Sustainability,"Heras A.L., Luque-Sendra A., Zamora-Polo F.",10.3390/su12229320,1.6900000572,0.5,"['smart city', 'Machine Learning technique', 'sustainability scope', 'COVID pandemic', 'data']"
1,0.9407071621,220,13.0,2020,Article,Dynamic spatial-temporal feature optimization with ERI big data for Short-term traffic flow prediction,"Accurate short-term traffic flow prediction is an important basis of intelligent transportation systems (ITS) such as transportation operations and urban planning applications. However, due to the lack of complete directly measured data on urban traffic flow, existing studies cannot adequately mine the dynamic spatial-temporal correlations characterizing traffic flows in urban road networks. Electronic registration identification (ERI), which is an emerging technology for uniquely identifying a vehicle, can help collect the travel records of all vehicles. This inspires us to employ ERI big data for traffic flow prediction. In this paper, we propose a dynamic spatial-temporal feature optimization method with ERI big data for short-term traffic flow prediction based on a gradient–boosted regression tree, called DSTO-GBRT. Firstly, the framework of DSTO-GBRT is built. Secondly, we analyze the dynamic spatial-temporal correlations among the current prediction point and upstream correlative points using the Pearson correlation coefficient (PCC). Thirdly, to eliminate the linear correlations among features, we exploit principal component analysis (PCA) to optimize the original training data and obtain optimized training data. In the experiment, real-world ERI big data from Chongqing are employed for the proposed DSTO-GBRT method. Compared with ST-GBRT, ARIMA, DSTO-BPNN and DSTO-SVM, the results demonstrate that DSTO-GBRT can provide timely and adaptive prediction even in rush hour, when traffic conditions change rapidly. Furthermore, compared with DSO-GBRT and DTO-GBRT, the results show that the proposed DSTO-GBRT method is more accurate. © 2020 Elsevier B.V.",Dynamic spatial-temporal feature; ERI big data; Gradient-boosted regression tree; Principal component analysis; Traffic flow prediction,"Zheng L., Yang J., Chen L., Sun D., Liu W.",10.1016/j.neucom.2020.05.038,16.73,-1.83,"['traffic flow prediction', 'ERI big data', 'principal component analysis', 'intelligent transportation system', 'regression tree']"
5,0.9110942155,233,2.0,2020,Article,Development of people mass movement simulation framework based on reinforcement learning,"Understanding individual and crowd dynamics in urban environments is critical for numerous applications, such as urban planning, traffic forecasting, and location-based services. However, researchers have developed travel demand models to accomplish this task with survey data that are expensive and acquired at low frequencies. In contrast, emerging data collection methods have enabled researchers to leverage machine learning techniques with a tremendous amount of mobility data for analyzing and forecasting people's behaviors. In this study, we developed a reinforcement learning-based approach for modeling and simulation of people mass movement using the global positioning system (GPS) data. Unlike traditional travel demand modeling approaches, our method focuses on the problem of inferring the spatio-temporal preferences of individuals from the observed trajectories, and is based on inverse reinforcement learning (IRL) techniques. We applied the model to the data collected from a smartphone application and attempted to replicate a large amount of the population's daily movement by incorporating with agent-based multi-modal traffic simulation technologies. The simulation results indicate that agents can successfully learn and generate human-like travel activities. Furthermore, the proposed model performance significantly outperforms the existing methods in synthetic urban dynamics. © 2020",Citywide people mass movement simulation; Mobility data; Reinforcement learning; Travel demand modeling,"Pang Y., Kashiyama T., Yabe T., Tsubouchi K., Sekimoto Y.",10.1016/j.trc.2020.102706,2.9000000954000003,-1.0700000525,"['traffic simulation', 'inverse reinforcement learning', 'mobility data', 'travel demand model', 'urban planning']"
0,0.9407071621,235,11.0,2020,Article,Automated classification of social network messages into Smart Cities dimensions,"A Smart City can be defined as a high-tech city with several public and private services capable to strategically solve (or mitigate) problems normally generated by rapid urbanization. Different models of indicators have been developed to follow cities’ evolution to become a Smart City. An example of such model is the standard 37120 from the International Organization for Standardization (ISO) that proposes a set of dimensions and indicators (e.g. Transportation, Recreation, Solid Waste) for services and quality of life for sustainable cities and communities. It has been common to find official social network profiles of organizations and governmental entities related to the services they provide or are responsible for (water, waste, transportation, cultural events, etc.) and that are used by citizens as a gateway to directly interact and communicate their complains and problems about those services. The present paper proposes to apply machine learning algorithms over the urban data generated by social networks in order to create classifiers to automatically categorize citizens messages according to the different cities services dimensions. For that, two distinct text datasets in Portuguese were collected from two social networks: Twitter (1,950 tweets) and Colab.re (65,066 posts). The texts were mapped according to the different ISO 37120 categories, preprocessed and mined through the use of 8 algorithms implemented in Scikit-Learn. Initial results pointed out the feasibility of the proposal with models achieving average F1-measures around 55% for F1-macro and 78% for F1-micro when using Linear Vector Classification, Logistic Regression, Decision Tree and Complement Naive Bayes. However, as the datasets were highly unbalanced, the performances of the models vary significantly for each ISO category, with the best results occurring for Wastewater, Water & Sanitation, Energy and Transportation. The classifiers generated here can be integrated on a number of different city services and systems such as: governmental support decision systems, customer complain systems, communities dashboards, police offices, transportation's companies, cultural producers, environmental agencies, and recyclers’ companies. © 2020 Elsevier B.V.",ISO 37120; Machine learning; Smart City services; Text Classification; Topic Classification,"Bencke L., Cechinel C., Munoz R.",10.1016/j.future.2020.03.057,16.73,1.54,"['classifier', 'city service dimension', 'social network message', 'text datasets', 'sustainable city']"
1,0.9407071621,240,1.0,2020,Conference Paper,Taxi Demand Prediction using an LSTM-Based Deep Sequence Model and Points of Interest,"Nowadays, urban mobility plays an important role in modern cities for city planning, navigation, and other mobility services. Taxicabs are vital public services in large cities that are taken by passengers thousands of times every day. Reducing the number of vacant vehicles on the streets will help service providers to raise drivers' incomes, reduce energy consumption, optimize traffic efficiency, and control air pollution problems in large cities. Since drivers do not have enough information about the location of passengers and other taxis, most of them might drive to the same area. Due to the lack of passenger information, they often end up without picking up any passengers while there are highly demanded areas in their neighborhood. To address these issues, machine learning techniques can be applied to analyze mobility data acquired from the IoT sensors and help companies to organize the taxi fleet or minimize the wait-time for both passengers and drivers in the city. In this paper, an LSTM-based deep sequence learning model is applied to forecast taxi-demand in a particular urban area in a smart city. For this purpose, points of interest (POIs) in the city are extracted from Google Maps and integrated with the mobility data sources. Given a real-world dataset and two evaluation metrics, we observed that taxi-demand in each urban area can be influenced by external factors such as neighborhood locations and the POIs located in that area. The results show that the proposed method outperforms the vanilla LSTM model and has less average error than baseline methods in terms of the Mean Squared Error (MSE) and Symmetric Mean Absolute Percentage Error (SMAPE). © 2020 IEEE.",Deep Learning; LSTM; Machine Learning; POI; Urban Mobility Prediction,"Askari B., Le Quy T., Ntoutsi E.",10.1109/COMPSAC48688.2020.000-7,16.85,-1.26,"['LSTM model', 'taxis', 'IoT sensor', 'sequence', 'machine learning']"
2,0.781378981,243,20.0,2020,Note,Smart cities and a data-driven response to COVID-19,This commentary describes the rapid development of a COVID-19 data dashboard utilising existing Urban Observatory Internet of Things (IoT) data and analytics infrastructure. Existing data capture systems were rapidly repurposed to provide real-time insights into the impacts of lockdown policy on urban governance. © The Author(s) 2020.,COVID-19; data; internet of things; machine learning; policy; smart cities,"James P., Das R., Jalosinska A., Smith L.",10.1177/2043820620934211,8.5699996948,-2.5,"['Smart city', 'data dashboard', 'lockdown policy', 'impact', 'capture system']"
4,0.9110942155,244,6.0,2020,Article,The big picture of cities: Analysing Flickr photos of 222 cities worldwide,"The purpose of the current research is to introduce a new method involving machine learning that can identify and analyse the city image dimensions (CIDs) of cities worldwide. Unlike traditional methods, this new method can rapidly identify city image dimensions from large sets of user-generated photos in an efficient and scalable manner, which could help city managers more effectively plan city branding strategies and city development policies. Label detection with Google Cloud Vision and dimension identification (or topic extraction) with latent Dirichlet allocation (LDA) modelling were used to analyse 222,000 photos of 222 cities worldwide from Flickr.com. Theoretically, this study reinforces the existing literature using Big Data, presents alternative ways to identify CIDs, and illustrates diversity within the image dimensions. © 2020",,"Taecharungroj V., Mathayomchan B.",10.1016/j.cities.2020.102741,-0.1800000072,-0.3600000143,"['city image dimension', 'latent Dirichlet allocation', 'Analysing Flickr photos', 'branding', 'city development']"
3,0.781378981,249,1.0,2020,Conference Paper,Learning Semantic Relationships of Geographical Areas based on Trajectories,"Mining trajectory data to find interesting patterns is of increasing research interest due to a broad range of useful applications, including analysis of transportation systems, location-based social networks, and crowd behavior. The primary focus of this research is to leverage the abundance of trajectory data to automatically and accurately learn latent semantic relationships between different geographical areas (e.g., semantically correlated neighborhoods of a city) as revealed by patterns of moving objects over time. While previous studies have utilized trajectories for this type of analysis at the level of a single geographical area, the results cannot be easily generalized to inform comparative analysis of different geographical areas. In this paper, we study this problem systematically. First, we present a method that utilizes trajectories to learn low-dimensional representations of geographical areas in an embedded space. Then, we develop a statistical method that allows to quantify the degree to which real trajectories deviate from a theoretical null model. The method allows to (a) distinguish geographical proximity to semantic proximity, and (b) inform a comparative analysis of two (or more) models obtained by trajectories defined on different geographical areas. This deep analysis can improve our understanding of how space is perceived by individuals and inform better decisions of urban planning. Our experimental evaluation aims to demonstrate the effectiveness and usefulness of the proposed statistical method in two large-scale real-world data sets coming from the New York City and the city of Porto, Portugal, respectively. The methods we present are generic and can be utilized to inform a number of useful applications, ranging from location-based services, such as point-of-interest recommendations, to finding semantic relationships between different cities. © 2020 IEEE.",Machine learning; Network representation learning; Spatial databases; Statistical inference; Trajectory data mining,"Mehmood S., Papagelis M.",10.1109/MDM48529.2020.00032,10.0500001907,-0.1400000006,"['distinguish geographical proximity', 'latent semantic relationship', 'trajectory data', 'urban planning', 'deep analysis']"
-1,0.9110942155,257,7.0,2020,Article,Identifying the Structure of Cities by Clustering Using a New Similarity Measure Based on Smart Card Data,"Identifying the structure of cities has long been studied in urban planning and traffic modeling. This study presents a reliable method that reveals the structure of cities mainly based on clustering analysis using a new similarity measure. Several previous studies have used well-known clustering algorithms in machine learning fields, such as k-means clustering based on temporal mobility patterns of regions, whereas other studies have applied community detection algorithms on networks that depict traffic flows. However, the former does not reflect spatial interactions among places or areas, and the latter groups' places or areas with different land uses into the same cluster. To address these issues in existing approaches, this study proposes a new similarity method that considers not only temporal mobility patterns of areas but also spatial interactions with other areas. Moreover, the study combines spectral clustering repeated several times with hierarchical clustering to obtain a reliable structure that keeps the contiguity of clusters and determine the hierarchy of different areal units. The application of the proposed method to the data for Seoul, South Korea, reveals that the proposed clustering process divides a city into relatively homogeneous areas in terms of land uses. The flow maps based on the clustering results also revealed the spatial interactions between different areas and identify the polycentric structure of Seoul. © 2000-2011 IEEE.",city structure; clustering analysis; data mining; public transportation; Smart cards,Kim K.,10.1109/TITS.2019.2910548,1.6699999571,-1.7000000477000001,"['clustering', 'urban planning', 'temporal mobility pattern', 'depict traffic', 'new similarity measure']"
0,0.9407071621,258,1.0,2020,Conference Paper,Region2vec: An Approach for Urban Land Use Detection by Fusing multiple Features,"With the advancement of urbanization, urban land use detection has become a research hotspot. Numerous methods have been proposed to identify urban land use, in which points of interest (POI) data is widely used, and sometimes other data source like GPS trajectories is incorporated. However, previous works have hardly fully utilized the global spatial information contained in the POI data, or ignored correlations between features when integrating multiple data source, so resulting in information loss. In this study, we propose an integrated framework titled Region2vec to detect urban land use type by combining POI and mobile phone data. First, POI-based region embeddings are generated by applying Glove model and LDA model to mine the global spatial information and land use topic distributions respectively. The mobile phone data is utilized to generate human activity pattern-based embeddings. Then a similarity matrix is constructed according to POI-based and activity pattern-based embeddings. Finally, the similarity measures are regarded as clustering features to extract the urban land use results. Experiments are implemented and compared with other urban land use algorithms based on data in Sanya, China. The results demonstrate the effectiveness of the proposed framework. This research can provide effective information support for urban planning. © 2020 ACM.",machine learning; point of interest; region2vec; Urban land use,Xiang M.,10.1145/3404555.3404613,18.53,0.61,"['land use detection', 'region embeddings', 'phone data', 'urbanization', 'similarity measure']"
3,0.781378981,261,3.0,2020,Article,Crosstown traffic - supervised prediction of impact of planned special events on urban traffic,"Large-scale planned special events in cities including concerts, football games and fairs can significantly impact urban mobility. The lack of reliable models for understanding and predicting mobility needs during urban events causes issues for mobility service users, providers as well as urban planners. In this article, we tackle the problem of building reliable supervised models for predicting the spatial and temporal impact of planned special events with respect to road traffic. We adopt a supervised machine learning approach to predict event impact from historical data and analyse effectiveness of a variety of features, covering, for instance, features of the events as well as mobility- and infrastructure-related features. Our evaluation results on real-world event data containing events from several venues in the Hannover region in Germany demonstrate that the proposed combinations of event-, mobility- and infrastructure-related features show the best performance and are able to accurately predict spatial and temporal impact on road traffic in the event context in this region. In particular, a comparison with both event-based and event-agnostic baselines shows superior capacity of our models to predict impact of planned special events on urban traffic. © 2019, Springer Science+Business Media, LLC, part of Springer Nature.",Event impact; Planned special events; Road traffic; Urban mobility,"Tempelmeier N., Dietze S., Demidova E.",10.1007/s10707-019-00366-x,8.8900003433,0.0900000036,"['urban event causes', 'supervised machine', 'historical data', 'planner', 'Crosstown traffic']"
2,0.781378981,264,,2020,Conference Paper,Algorithmic Urban IoT Context and Convergence of Services Sensing and Planning Units (PUs),"Urban planning is a domain of visualizing various aspects of social and physical matters concerning the habitat. These are centered towards better living of social groups in a physical infrastructure momentum that is always dynamic with reference to delivering the betterment ever, thus requiring a well synchronized synergy between planning and delivery through plan management. The context of an urban scenario is always around supply dynamics of service infrastructure to the urban density. The situations of balanced supply of these services to spatial status of demand needing an efficient delivery system that can manage the service guarantee. Well-orchestrated service infrastructure enabled by IoT as a delivery mechanism with synchronized functioning for the planned and occasional dynamics of citizen support systems must evolve through bidirectional data sharing between the delivery systems and urban planning, thus opening a new domain of math programming and algorithms to solve some of the pertinent issues concerning the synthesis. © 2020 IEEE.",Configuration Items; Context; FOAK; IoT; Math Processing; Planning Units; Sensing; Service Management; Situational Intelligence; Socio-economics; Urban Infrastructure Services; Urban Systems,"Ravi Kumar Reddy K., Ramesh S.",10.1109/ICETCE48199.2020.9091772,8.0699996948,-2.5699999332,"['Urban planning', 'synchronized functioning', 'service infrastructure', 'math programming', 'spatial status']"
-1,0.9110942155,272,1.0,2020,Article,Smart urban futures: Outlining the smart city planning project,"Cities are constantly evolving complex systems, and ongoing digitalization is making them even more complex. The toolkit for urban scientists is expanding with computational methods from AI to machine learning, data mining and advanced spatial analyses. Together with vast amount of data of urban phenomena and new lifestyles emerging from virtuality and cybernetic systems, this ‘smartification’ makes the planning and analyses more challenging while providing new tools to respond to them. In this article I propose a project for better understanding and guiding the future smart city based on dynamic urban theories such as those studying complex adaptive systems, urban morphology, urban economy and mobility systems. I argue that we need to carry out empirical research on ongoing change to learn about novel, becoming spatial and functional patterns in the city, and apply both theories and imaginary visions to be able to grasp the likely qualitative transition in humans’ life following the ubiquitous use of technology. The project is built around three coupled modules, urban space, mobility and urban economics, and it will be carried out in the city of Tallinn, Estonia. The expected results would help planners, decision makers, urban scientists and developers to better understand the transition we are facing, to be able to support the change and steer it towards better social and economic outcomes. © 2020 Ben Gurion University of the Negev. All rights reserved.",Complexity; Models; Smart city; Spatial analytics; Uncertainty; Urban planning,Partanen J.,,1.4400000572,0.0799999982,"['Smart urban future', 'urban morphology', 'dynamic urban theory', 'smartification', 'smart city planning']"
-1,0.9110942155,273,5.0,2020,Conference Paper,Learning geo-contextual embeddings for commuting flow prediction,"Predicting commuting flows based on infrastructure and land-use information is critical for urban planning and public policy development. However, it is a challenging task given the complex patterns of commuting flows. Conventional models, such as gravity model, are mainly derived from physics principles and limited by their predictive power in real-world scenarios where many factors need to be considered. Meanwhile, most existing machine learning-based methods ignore the spatial correlations and fail to model the influence of nearby regions. To address these issues, we propose Geocontextual Multitask Embedding Learner (GMEL), a model that captures the spatial correlations from geographic contextual information for commuting flow prediction. Specifically, we first construct a geo-adjacency network containing the geographic contextual information. Then, an attention mechanism is proposed based on the framework of graph attention network (GAT) to capture the spatial correlations and encode geographic contextual information to embedding space. Two separate GATs are used to model supply and demand characteristics. To enhance the effectiveness of the embedding representation, a multitask learning framework is used to introduce stronger restrictions, forcing the embeddings to encapsulate effective representation for flow prediction. Finally, a gradient boosting machine is trained based on the learned embeddings to predict commuting flows. We evaluate our model using real-world dataset from New York City and the experimental results demonstrate the effectiveness of our proposed method against the state of the art. Copyright © 2020, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved.",,"Liu Z., Miranda F., Xiong W., Yang J., Wang Q., Silva C.T.",,2.2899999619,-1.5900000334,"['geographic contextual information', 'graph attention network', 'prediction', 'multitask learning framework', 'learned embeddings']"
-1,0.9110942155,281,1.0,2020,Conference Paper,Recognition of implicit geographic movement in text,"Analyzing the geographic movement of humans, animals, and other phenomena is a growing field of research. This research has benefited urban planning, logistics, animal migration understanding, and much more. Typically, the movement is captured as precise geographic coordinates and time stamps with Global Positioning Systems (GPS). Although some research uses computational techniques to take advantage of implicit movement in descriptions of route directions, hiking paths, and historical exploration routes, innovation would accelerate with a large and diverse corpus. We created a corpus of sentences labeled as describing geographic movement or not and including the type of entity moving. Creating this corpus proved difficult without any comparable corpora to start with, high human labeling costs, and since movement can at times be interpreted differently. To overcome these challenges, we developed an iterative process employing hand labeling, crowd voting for confirmation, and machine learning to predict more labels. By merging advances in word embeddings with traditional machine learning models and model ensembling, prediction accuracy is at an acceptable level to produce a large silver-standard corpus despite the small gold-standard corpus training set. Our corpus will likely benefit computational processing of geography in text and spatial cognition, in addition to detection of movement. © European Language Resources Association (ELRA), licensed under CC-BY-NC",Corpus; Crowdsourcing; Embeddings; Geographic movement; Machine learning; Spatial cognition; Text classification,"Pezanowski S., Mitra P.",,0.5699999928,-1.0399999619,"['implicit geographic movement', 'corpus training', 'labeling', 'historical exploration route', 'geography']"
2,0.781378981,291,,2020,Conference Review,"5th EAI International Smart City 360 Summit, 2019",The proceedings contain 38 papers. The special focus in this conference is on Smart City 360 Summit. The topics include: On the use of smartphone sensors for developing advanced driver assistance systems; characterizing air quality in urban areas with mobile measurement and high resolution open spatial data: Comparison of different machine-learning approaches using a visual interface; neuralio: Indoor outdoor detection via multimodal sensor data fusion on smartphones; a low-cost video-based solution for city-wide bicycle counting in starter cities; assessing urban critical infrastructure using online gis and ann: An empirical study of bucharest city (romania); a unified reference model for smart cities; a review of measures to evaluate smart sustainable cities; well-being indexes - privileged tools for smart cities governance; implementation of gdpr: Learning with a local administration case study; megasense: 5g and ai for air quality monitoring; a paired conceptual framework integrating information systems research and democracy theory; an investigation of citizen’s e-participation within oman’s police department facebook page; cognitive systems for urban planning: A literature review; analysis of building management systems to ensure optimal working environment; context-based analysis of urban air quality using an opportunistic mobile sensor network; real-time monitoring of electric motors for detection of operating anomalies and predictive maintenance; a cost-effective real-time monitoring system for water quality management based on internet of things; person tracking in heavy industry environments with camera images; yet a smarter irrigation system; robot creativity: Humanlike behaviour in the robot-robot interaction; potentialities of the internet of things in the health area in brazil.,,[No author name available],,8.1199998856,-2.5199999808999998,"['smart city', 'air quality monitoring', 'sensor data fusion', 'online gis', 'urban critical infrastructure']"
