cluster,cluster_docs,keyword_group_no,keywords,score,doc_ids,num_docs,num_keywords,coverage
9,33,5,"['population and poverty', 'physical land type', 'land use change', 'Urban expansion', 'urban land use', 'Monitoring land use', 'populated urban region', 'landslide susceptibility assessment', 'precision agriculture', 'Geographic Information system', 'urban slum area', 'different land cover features', 'impervious surface cover change product', 'urbanization and cropland', 'land cover mapping', 'Land Change Modeler', 'Land cover classification map', 'population growth', 'urban growth', 'urban land use mapping', 'land cover change analysis', 'urban sprawl and population', 'QGIS plug in', 'urban growth dynamic', 'thematic land cover map', 'Monitoring land cover change', 'rapid urbanization', 'urban land cover dataset', 'Urban structure type', 'neighborhood LC graphs', 'coastal area development', 'urban land cover change', 'land cover classification', 'informal settlement', 'land cover change dynamic']",0.2131350105,"[59, 72, 120, 135, 171, 208, 232, 282, 283, 303, 316, 317, 331, 374, 391, 458, 464, 475, 497, 551, 565, 569, 572, 576, 578, 588, 590]",27,35,0.8181818181818182
9,33,6,"['Previous research', 'urban planning and disaster management', 'False Colour Composite', 'Near Infrared', 'LC8 Biome cloud validation dataset', 'Probability and classification index map', 'airborne particulate matter', 'random forest', 'variable drop', 'Indian Remote Sensing Satellite System Linear Imaging Self Scanning Sensor', 'Thematic Mapper Plus', 'interdisciplinary approach', 'material consumption analysis', 'urban planner and sustainability expert', 'appropriate policy and monitoring mechanism', 'perennial drainage', 'urban planning and management', 'Camaldoli and Agnano hill', 'urban planning and safety monitoring', 'UAV image', 'experimental area', 'sustainable urban planning procedure', 'green area and pollution percentage', 'spectral and spatial signature', 'slum mapping', 'ANN and RF', 'proper planning and monitoring', 'traditional approach and mapping product', 'spatial and temporal dynamic', 'Upper Awash basin', 'forest and shrubland coverage', 'urban flood risk map', 'GARP model', 'available report and field survey', 'GEE platform', 'arid environment', 'Random Forests landcover classification', 'meaningful spatial index', 'urban planner and decision maker', 'anthropogenic impact and geoconservation activity', 'spatiotemporal change', 'Athens agglomeration', 'year Landsat imagery archive', 'Ikonosand ASTER', 'Advanced Specaborn Thermal Emission', 'Bagging and Random Forest', 'multiple machine', 'available Landsat data', 'climatic condition and rates', 'InterIMAGE system']",-0.6668411651,"[59, 72, 74, 82, 120, 135, 171, 208, 230, 232, 282, 283, 302, 303, 316, 317, 331, 374, 380, 391, 393, 458, 475, 497, 565, 569, 572, 576, 578, 588]",30,50,0.9090909090909091
10,42,1,"['high resolution DEM data', 'imagery and Digital Elevation Model', 'airborne LiDAR point cloud', 'street level imagery', 'UAV image', 'multitemporal satellite image', 'extended ManipalUAVid dataset', 'aerial building dataset', 'real world HSR image dataset', 'inexpensive satellite imagery', 'large airborne LiDAR datasets', 'aerial photogrammetry and LiDAR', 'airborne SAR mapping approach', 'unlabeled overhead imagery share', 'raw LiDAR data', 'Landsat imagery', 'middle and high resolution satellite image', 'Satellite image', 'aerial orthophotos', 'intelligent unmanned aerial vehicle navigation', 'airborne urban point cloud data', 'single satellite image', 'popular aerial image dataset UCMerced Land use', 'airborne light detection', 'urban point cloud data', 'Riegl Terrestrial laser scanner']",0.9000567027,"[9, 46, 89, 137, 141, 165, 183, 188, 226, 234, 236, 327, 330, 389, 418, 473, 496, 507, 525, 528, 547, 548, 563, 592]",24,26,0.5714285714285714
10,42,2,"['urban planning', 'urban morphology complexity', 'urban planning and management', 'sustainable urban planning', 'urban planning and disaster management', 'Urban village', 'land planning', 'urban development plan', 'urban planning and vehicle navigation system', 'mapping and policy making', 'complex urban study area', 'urban study area', 'urban study and deforestation monitoring', 'urban area extraction', 'various urban planning and monitoring engineering application']",0.8382331784,"[66, 87, 141, 161, 183, 236, 259, 289, 301, 327, 378, 389, 418, 463, 469, 473, 496, 507, 547, 548]",20,15,0.47619047619047616
10,42,3,"['Generative Adversarial Network', 'high performance image classification network ResNeXt', 'selective nonlocal operation', 'many powerful general semantic segmentation model', 'novel semisupervised scene classification method', 'generative adversarial net', 'pretrained Inception V3 branch', 'simultaneous machine learning', 'multiple binary semantic segmentation', 'different popular supervised ML model', 'machine learning technique', 'convolutional neural network architecture', 'convolutional neural network', 'recent machine learning approach', 'semantic segmentation algorithms', 'ResNet50 encoder', 'GLGOD Net', 'transfer learning framework', 'deep learning framework', 'invariant augmentation', 'supervised learning framework', 'random forest', 'deep learning method comparison', 'neural network', 'NVIDIA DGX', 'deep learning algorithms', 'traditional artificial intelligent problem', 'deep learning', 'semantic segmentation task', 'artificial neural network and support vector machine', 'efficient classification framework', 'Convolutional Neural Networks', 'art HSI classification accuracy', 'supervised deep learning framework', 'shadow compensation method', 'DL DCNN', 'various Machine Learning method', 'KNN and ANN', 'Support Vector Machine', 'pair segmentation algorithm region descriptor', 'semantic labelling', 'deep convolutional neural network', 'AdaBoost and Bagging', 'ensemble framework', 'discriminative Conditional Random Fields']",0.8262417884000001,"[9, 16, 37, 46, 66, 87, 132, 137, 161, 165, 183, 188, 226, 231, 234, 259, 289, 301, 327, 330, 378, 389, 418, 460, 462, 469, 473, 496, 507, 525, 528, 547, 548, 563, 592]",35,45,0.8333333333333334
10,42,4,"['Building extraction', 'Building change detection', 'building footprint extraction', '4D building reconstruction', 'building extraction accuracy', 'housing structure', 'damage detection system', 'several building attribute analysis method', 'building size prediction', 'single vehicle extraction', 'accurate and fast building detection', 'building contour extraction', 'building detection', 'automatic building detection', 'building detection framework']",0.6788514728,"[16, 23, 87, 132, 141, 165, 236, 259, 460, 463, 469, 525, 547]",13,15,0.30952380952380953
10,42,5,"['few work', 'DEM SR experiment', 'traditional interpolation method', 'multiscale feature fusion', 'DSA Net', 'atrous spatial pyramid', 'new deep supervision module', 'extensive attention', 'UC Merced', 'SAG module aim', 'new GeoAI research method', 'data fusion', 'object detection pipeline', 'open access Sentinel', 'road network detection problem', 'robust experimental study', 'Photogrammetry and Remote Sensing', 'shallow ML', 'gable dormer', 'imbalanced data problem', 'roof superstructure classification', 'main methodological novelty', 'sparse and unordered 3D point cloud', 'Siamese network', 'Kernel Point Convolution', 'new construction', 'change detection', 'geospatial analysis and visualisation', 'height data', 'evident and unavoidable prerequisite', 'unreinforced masonry', 'disaster management strategy', 'roof diaphragm', 'visible band difference vegetation index', 'open standard dataset', 'Massachusetts Building Dataset', 'deep supervision and scale attention', 'varied size', 'Kumamoto earthquake', 'promising result', 'UVid Net', 'attention gate', 'stable encoder decoder architecture', 'complex surroundings', 'remarkable experimental result', 'geoinformatics community', 'Object detection', 'UC Merced LandUse data', 'spatial pyramid matching', 'sparse representation and classification', 'new way', 'specific decoder leverage roof type classification', '3D city model', 'secondary task', 'segmentation framework', 'technique and point cloud', 'solar energy suitability analysis', 'class classification road extraction algorithms', 'G Demidov Yaroslavl State University', 'Jaccard index', 'meaningful semantic class', 'point cloud', 'sustainable national geospatial infrastructure', 'many interest', 'such LIDAR', 'road centerlines extraction problem', 'multiscale Gabor filter', 'robust feature', 'supervised feature', 'crop yield forecasting', 'ISPRS Test Project', 'urban data', 'detailed evaluation', 'multiple sensor input', 'spectral spatial residual network', 'Indian Pines', 'hyperspectral image classification', 'binary feature classification', 'subsampled orthophoto', 'test datasets', 'change detection result', '3D point cloud classification', 'robust feature extraction technique', 'promising approach', 'different object shape', 'novel 3D shape descriptor', 'Soil Adjustment Vegetation Index', 'military application and vehicle navigation', 'occurrence texture feature', 'several advantage', 'supervoxel approach', 'novel 3D object', 'spectral and geometric feature', 'promising potential', 'Brazilian Coffee Scenes', 'multispectral high resolution scene', 'different LIDAR data', 'terrain and nonterrain', 'adaptive support region', '3D scale theory']",-0.4980157719,"[9, 16, 23, 37, 46, 66, 87, 89, 93, 132, 137, 141, 161, 165, 183, 188, 226, 231, 234, 236, 259, 289, 301, 327, 330, 378, 389, 418, 460, 462, 463, 469, 473, 478, 496, 507, 525, 528, 547, 548, 563, 592]",42,100,1.0
11,32,1,"['Digital Globe com prises', 'Landsat and Sentinel series', 'SPOT6 satellite data', 'hyperspectral and LiDAR data fusion', 'aerial and LiDAR data', 'Pléiades satellite image', 'satellite imagery', 'aerial image', 'MT SAR data', 'synthetic aperture radar', 'aerial orthophoto and LiDAR data', 'RGB D camera', 'Earth Observation Data', 'Copernicus mission satellite image', 'Rikola frame format hyperspectral', 'Photogrammetry and Remote Sensing', 'UAV datasets', 'ENVISAT ASAR', 'first selfdeveloped C band', 'advanced earth observation system', 'large scale satellite imagery data', 'MODIS sensor', 'Light Detection and Ranging', 'high resolution RADARSAT 2 PolSAR data', 'LiDAR data']",0.8645322159000001,"[8, 73, 96, 118, 129, 153, 169, 237, 252, 312, 314, 398, 405, 437, 443, 444, 476, 479, 490, 531, 557, 559, 567]",23,25,0.71875
11,32,2,"['deep learning algorithms', 'SI and VGG 19_Adam_Bands', 'Convolutional Neural Network', 'deep learning LU classification task', 'machine learning algorithm', 'Multilayer Perceptron', 'Resnet50V2 and VGG19', 'TL modeling technique', 'RS image classification', 'machine learning algorithms', 'ensemble machine learning building classification model', 'various machine learning method', 'Deep Convolutional Neural Networks', 'WEKA and R programming language', 'image classification task', 'overall kappa index', 'spectral spatial HSI classification framework', 'novel neural network', 'fractal net evolution approach', 'neural network', 'appropriate fusion level', 'deep highway unit network', 'deep convolutional neural network', 'standard computer vision task', 'art multilabel learning classifier', 'unsupervised spectral unmixing', 'Random Forest Classifier', 'Deep Belief Networks']",0.8550167718,"[8, 73, 92, 96, 106, 129, 144, 153, 204, 237, 252, 314, 318, 320, 398, 405, 427, 443, 452, 476, 479, 490, 531, 557, 559]",25,28,0.78125
11,32,3,"['urban planning and defense application', 'urban planning and climate change prevention', 'land cover mapping task', 'urban planning processes', 'urban planning process', 'touristic development', 'Urban tree specie classification', 'bathymetry estimation', 'overall coastal zone management', 'GIS workflow', 'building footprint data', 'land cover mapping', 'urban vegetation mapping', 'urban tree coverage', 'urban planning and land management practice', 'urban intelligent navigator', 'city scale mapping accuracy', 'deprivation mapping', 'land cover change mapping', 'green urban area extraction', 'urban planning and precision agriculture', 'urban green space inventory', 'urban management and navigation', 'outdated spatial data', 'urban planner', 'traditional NDVI method', 'urban land cover classification', 'Urban Atlas land classification dataset', 'urban land cover estimation', 'detailed urban mapping', 'urban planning and management practice', 'Environmental landscape attributes']",0.7867482646,"[8, 92, 106, 129, 153, 162, 169, 204, 237, 252, 312, 314, 318, 320, 405, 427, 437, 443, 444, 452, 476, 490, 531, 559, 567]",25,32,0.78125
11,32,4,"['Ténès region', 'New Caledonia', 'Al Hudaybiyah region', ""Oslo's surroundings"", 'Marina area', 'first time', 'mask region', 'Sandy Bay', 'Lazy IBK', 'different town', 'PEN Net', 'Rwanda and Dar', 'city X', 'Great Toronto Area', 'downtown site']",0.7753831564,"[92, 96, 106, 118, 153, 204, 237, 312, 320, 405, 427, 444, 452, 559, 567]",15,15,0.46875
11,32,5,"['various reason', 'precision agriculture', 'deep learning', 'impervious surface', 'large scale quantification', 'CNN OBIA approach', 'scientific community', 'data augmentation', 'Oxford University Press', 'bright and dark roofs', 'road edge detection', 'Support Vector Machines', 'HL Fusion', 'World Health Organization', 'shadow and orthorectification problem', 'Land Use', 'UC Merced dataset', 'official new gateway', 'sensor data fusion approach', 'Random Forest', 'Unmanned aerial vehicle', 'limited training sample', 'computational cost and applicability', 'low and middle income country', 'Many object detection method', 'additional increase', 'refined CNN classification', 'low altitude', 'difficult and challenging task', 'small heterogeneous deprivation area', 'limited training data', 'TIRS Level', 'huge amount', 'CNNs parameter', 'large annotated dataset', 'Support Vector Machine', 'future research', 'light aircraft', 'moderate classification accuracy', 'simulated imaging project', 'road centerline', 'Guangzhou dataset', 'high classification accuracy', 'greenery auto extraction', 'low computational load', 'many researcher and engineer', 'SAR feature', 'quad pol SAR image classification', 'energy audit', 'novel approach', 'Building extraction', 'comparative assessment', 'Image Analysis', 'Building type classification result']",-0.5236405099,"[8, 73, 92, 96, 106, 118, 129, 144, 153, 162, 169, 204, 237, 252, 312, 314, 318, 320, 398, 405, 427, 437, 443, 444, 452, 476, 479, 490, 531, 557, 559, 567]",32,54,1.0
12,13,1,"['challenging urban environment', 'smart city', 'urban area', 'typical urban coverage condition', 'Shinjuku area', 'urban Calgary', 'urban propagation environment', 'Hong Kong', 'Drive Test', 'dense urban area', 'urban environment', 'typical urban environment']",0.9495537395,"[111, 221, 246, 278, 279, 284, 400, 446, 448, 471, 506, 518]",12,12,0.9230769230769231
12,13,2,"['Recent machine learning', 'deep neural network and reinforcement', 'Random Forest', 'convolutional neural network', 'multivariate Long Short Term Memory', 'SVM model', 'support vector machine', 'machine learning approach', 'acceptable computational efficiency', 'machine learning', 'random forest algorithm', 'relative arrival time difference', 'classification and regression scheme']",0.7384837429000001,"[111, 149, 221, 278, 279, 284, 400, 448, 471, 506, 518]",11,13,0.8461538461538461
12,13,3,"['GPS positioning accuracy', 'BeiDou and Galileo satellite navigation system', 'GNSS signal', 'major GNSS positioning', 'robust GNSS positioning', 'Root Mean Square Error', 'NMEA and RINEX', 'mean distance localization error', 'Tx and Rx UAVs', 'multiple GNSS signal correlators', 'average localization accuracy']",0.5876179274000001,"[111, 246, 278, 279, 284, 400, 448, 471, 506, 518]",10,11,0.7692307692307693
12,13,4,"['pseudorange error correction', 'UAV localization problem', 'autonomous and real time manner', 'RSSI measurement', 'cellular infrastructure', 'prediction path loss model', 'COST231 Walfisch Ikegami', 'training and testing procedure', 'position solution', 'discontinuity and instability', 'multipath detection technique', 'novel NLOS', 'LOS and NLOS', 'training and testing purpose', 'mobile network and path loss information', 'new radio propagation model', 'output correlator level LOS', 'Skymask and code pseudorange', 'RF fingerprint localization', 'LTE Release', 'field experiment', 'cellular base transceiver station', 'RSS fingerprint', 'path loss model']",-0.3746589174,"[111, 149, 221, 246, 278, 279, 284, 400, 446, 448, 471, 506]",12,24,0.9230769230769231
13,12,1,"['urban planning and land readjustment policy', 'French German city region', 'neighbourhood densification', 'sustainable urbanisation strategy', 'war urban neighbourhood range', 'local height data', 'sustainable urban planning', 'French neighbourhood', 'urban morphology', 'historical land use information', 'urban form classification', 'Brussels Capital Region', 'land consumption', 'urban habitat']",0.7889465853000001,"[21, 68, 203, 286, 408, 413, 483, 554, 585]",9,14,0.75
13,12,2,"['spatial analysis and machine learning', 'geospatial simulation framework', 'multiple linear regression model', 'aware chat bot', 'multicriteria analysis', 'researcher and practitioner', 'hedonic price model', 'quantitative spatial model', 'Large scale vector data', 'alternative approach', 'logical consecutive step', 'Symbolic machine learning method', 'machine learning approach', 'OSM data', 'citizen science approach', 'digital GIS biotope data map']",0.3926386873,"[21, 68, 195, 336, 408, 483, 554, 582, 585]",9,16,0.75
13,12,3,"['data heterogeneity', 'building coverage ratio', 'detailed large scale analysis', 'North Rhine Westphalia', 'other datasets', 'sustainable planning', 'Local Climate Zone classification', 'open access article', 'Netherlands and Germany', 'machine learning', 'use case', 'real estate search', 'few environment variable', 'definition and representation', 'first open government knowledge graph', 'data lake', 'different administrative level', 'clustering method', 'dasymetric mapping', 'national mapping and cadastral agency', 'acceptable standard deviation', 'radial transects', 'multivariate municipality data', 'important result', 'spatial heterogeneity', 'Interregional comparison', 'completeness error', 'red mason bee', 'early season pollination']",-0.2524149822,"[21, 68, 195, 203, 286, 336, 408, 413, 483, 554, 582, 585]",12,29,1.0
14,23,1,"['future research work', 'exploratory study', 'ESI ThoughtLab', 'recent research', 'valid research area', 'case study', 'pilot study', 'review SMDA', 'recent case study article', 'novel addition', 'Future work']",0.8831811953,"[76, 117, 150, 151, 384, 404, 412, 485, 545]",9,11,0.391304347826087
14,23,2,"['machine learning', 'complex event processing', 'math programming', 'right feature extraction strategy', 'artificial neural network', 'Latent Dirichlet Allocation', 'network visualization', 'computer vision technique', 'semantic topic model', 'anomaly detection method', 'hidden Markov model', 'data mining technique', 'interactive visual analytics']",0.8631106335000001,"[55, 117, 145, 264, 295, 360, 384, 404, 412, 417, 466, 468, 546, 560]",14,13,0.6086956521739131
14,23,3,"['Zurich area', 'citizen report', 'sustainable urban development and Internet', 'sustainable urban governance network', 'participatory planning process aim', 'Sonic environment', 'city context', 'Urban planning', 'inclusive urban process', 'urban and social analysis', 'public space', 'urban green space', 'urban leisure and tourism research', 'realistic urban environment', 'urban area']",0.6867447870000001,"[55, 150, 151, 177, 264, 295, 360, 404, 412, 417, 466, 468, 485]",13,15,0.5652173913043478
14,23,4,"['heterogeneous information', 'cooperative driving and road hazard warning', 'wireless sensor', 'bidirectional data sharing', 'real time Twitter data', 'public policy and emergency response', 'objective and subjective data', 'smartphone app', 'mobile sensor data', 'physiological and psychological problem', 'robust and accurate observation', 'real geo data']",0.24631371700000002,"[117, 145, 151, 264, 295, 319, 412, 417, 451, 466, 545]",11,12,0.4782608695652174
14,23,5,"['urban area road monitoring application', 'data validation framework', 'mobile crowd sourcing', 'crucial need', 'smart city context', 'Local government use data', 'spatial and temporal feature', 'IoT and WSNs', 'Smart city', 'healthcare sector', 'economic and social innovation', 'terrorism information perception system', 'intelligent city construction', 'Intelligent transportation system', 'John Wiley', 'thorough survey', 'Things sensor', 'cognitive smart city', 'urban big data analytics', 'Volkswagen Group China', 'smart city logistics', 'mobile technology and machine learning', 'accurate and useful data', 'physical infrastructure momentum', 'occasional dynamic', 'traffic incident analysis', 'dataset eligible', 'massive traffic sensor data', 'several open source framework', 'deep learning', 'intelligent transportation', 'Christopher Alexander', 'complex and intricate ANN model', 'driver car', 'safety and risk assessment', 'relative influence', 'webtexts and place tag', 'label affordance estimation', 'Smart Cities', 'traffic inference', 'test vehicle', 'magnetic and video presence', 'static video surveillance system', 'smart mobility', 'extensive survey', 'sensor network', 'Computational social medium data analysis', ""people's opinion"", 'public transportation route planning', 'web service', 'single public transport commuter', 'urban planner', 'complex travel pattern', 'smart card transaction data', 'second International Workshop', 'Mining Urban Data', 'MUD2 workshop', '32nd International Conference']",-0.6074913423,"[13, 55, 76, 117, 145, 150, 151, 177, 264, 295, 319, 360, 384, 404, 417, 451, 466, 468, 485, 545, 546, 560]",22,58,0.9565217391304348
15,17,1,"['architectural design', 'city pattern image', 'researcher and city developer', 'urbanization and climate', 'urban planning and management', ""China's urbanization process"", 'urban vitality', 'landscape design', 'urban design plan', 'green land and river', 'Los Angeles', 'urban planning and design', 'urban space', 'architectural color icon creation', 'Layout synthesis', 'architect and designer', 'Urban planning', 'Urban Redevelopment Authority', 'multiple urban simulation', 'unseen city configuration', 'Roman Corinthian order capital', 'everyday architectural practice solution', 'new architectural forms', 'interactive design loop', 'urban design problem', 'Beppu census ward', 'transport planning']",0.7726147264000001,"[54, 58, 108, 250, 268, 276, 287, 345, 390, 402, 414, 457, 465, 481, 533, 535]",16,27,0.9411764705882353
15,17,2,"['specific artificial neural network', 'Machine learning', 'recurrent neural network algorithm', 'deep learning', 'traffic road network', 'machine learning model', 'mobile edge streaming medium data processing', 'edge computing', 'Generative Adversarial Network', 'discovery and topic modeling extraction', 'deep convolutional variational autoencoders', 'Tensorflow Segmentation', 'query engine', 'convolutional neural network', 'artificial neural network algorithms', 'unsupervised artificial neural network', 'J48 and JRip function']",0.7267206301,"[54, 108, 147, 250, 268, 276, 287, 345, 390, 402, 457, 465, 481, 535]",14,17,0.8235294117647058
15,17,3,"['3D geometry', 'basic generative ability', 'low dimensional manifold', 'novel specialized dataset', 'unsupervised learning', 'serious study', 'climate prediction', 'ecosystem scale', 'urban space generation design method', 'northern extension', 'basic concept', 'complex UPM', ""People's livelihood"", 'behavioral heat distribution', 'potential application', 'subject activity', 'video surveillance system', 'experimental result', 'automatic design tool', 'much time', 'scalability and transferability issue', 'novel framework', 'neural aggregation', 'generative urban network output', 'spatial computation and analytics', 'Google Map Platform', 'experiment and consideration', 'development method', 'constructive preference elicitation task', 'coactive interaction protocol', 'structural constraint', 'system and NER', 'sustainable growth', 'real time feedback', 'solar performance', 'design process', 'multiple criteria optimization problem', 'clustering technique', 'randomized fitness measure', 'relevant discerning feature']",-0.0305465086,"[54, 58, 108, 147, 250, 268, 276, 287, 345, 390, 402, 414, 457, 465, 481, 533, 535]",17,40,1.0
16,35,1,"['Jiangbei District', 'Chinese city', 'Chengdu City', 'Chaharmahal va Bakhtiari Province', 'WCA ANN', 'Shenzhen City', 'Muchuan County', 'Sina Weibo', 'Cinque Terre', 'Tianjin area', 'Amol City', 'Yunyang County', 'Shanghai city', 'Chongchuan and Gangzha Districts', 'Wanzhou County', 'Peninsular Malaysia', ""China's Sponge City initiative"", 'Dionýz Štúr', 'Wuhan and Shenzhen']",0.9783603983,"[3, 20, 22, 27, 69, 81, 112, 131, 167, 176, 217, 248, 262, 311, 329, 351, 361, 514, 552]",19,19,0.5428571428571428
16,35,2,"['artificial neural network', 'multiple linear regression', 'machine learning', 'Logistic Model Tree', 'training and validation datasets', 'recurrent neural network', 'standalone MLPNN model', 'social detection model', 'significant model performance', 'machine learning model', 'deep convolutional neural network', 'machine learning approach', 'word2vec model', 'several popular address matching method', 'machine learning algorithms', 'big data mining technology', 'multiple layer perceptron', 'big data and algorithm dividend', 'various machine learning model', 'computer vision community', 'Support Vector Machines', 'polynomial and radial basis function kernel']",0.8751301336,"[27, 45, 53, 81, 112, 176, 185, 217, 248, 253, 254, 262, 263, 274, 335, 351, 353, 364, 482, 514, 552]",21,22,0.6
16,35,3,"['smart urban governance platform', 'urban problem complaint hotline', 'urban morphology and vitality measure', 'urban planning', 'urban land use composition', 'urban function and form', 'sustainable urban study', 'sustainable urban development and transit management', 'additional transportation and population data', 'urban community life circle planning', 'urban and environmental planning', 'urban land cover change', 'urban job housing pattern', 'contingency and emergency planning', 'urban heat island research', 'social and economic progress', 'urban land use detection', 'urban planning and management', 'coarse resolution nighttime LST image', 'land atmosphere interface radiation budget study', 'urban area', 'urban functional zoning and land use classification', 'social medium and traffic data', 'rational construction and planning', 'social scientist and policy maker', 'timely socioeconomic data', 'overall land cover classification accuracy', 'building block level land use mapping', 'urban study', 'urban high resolution']",0.7461548064,"[3, 20, 27, 45, 53, 69, 124, 136, 159, 167, 185, 217, 254, 258, 263, 274, 311, 335, 353, 361, 482, 552]",22,30,0.6285714285714286
16,35,4,"['spatiotemporal pattern and occurrence mechanism', 'perception bias', 'heritage conservation', 'quantitative and replicable framework', 'source big geospatial data', 'graph convolution network embedding space', 'unsupervised commercial district discovery framework', 'human mobility feature', 'clustering result', 'landslide susceptibility modeling', 'source open big data', 'holistic mapping framework', 'Level I', ""study's classification method"", 'building structure', 'novel transit mobility structure detection problem', 'Experimental result and analyses', 'unsupervised clustering and gap statistic', 'promising classifier', 'Urban rainstorm and waterlogging', 'year microblogging data', 'online monitoring system', 'locational model', 'temporal and spatial variety', 'available smartphone data', 'other recent work', 'landslide susceptibility model', 'Italian and foreign tourist', 'outstanding terraced coastal landscape', 'transit and runout process', 'spatiotemporal behavioral demand estimation model', 'GPS data', 'generalizable delineation method', 'environmental contexts', 'landslide prediction', 'several regional climate model scenario', 'Informa UK Limited', 'random forest', 'class support vector machine', 'multiband temporal texture', 'feature combination', 'urban flood susceptibility mapping', 'low RMSE', 'street view image', 'sufficient neighborhood information', 'water demand modeling', 'strong socioeconomic inequality', 'fine scale and census block', 'recent effort', 'Urban pluvial flooding', 'conventional critical rainfall curve', 'landslide susceptibility mapping', 'frequent natural disaster', 'comprehensive rockfall hazard assessment', 'airborne laser scanning', 'kinetic energy and impact location', 'RF KNN', 'LCZ mapping', 'scene classification task', 'global spatial information and land use topic distribution', 'Glove model', 'region embeddings', 'POI data', 'Historical preservation', 'case study', 'promising future', 'Shenzhen Address Database', 'unstructured address data', 'academic and practical effort', 'AOI sample', 'taxi trajectory', 'respective optimal case', 'IOE model', 'quantitative relationship model', 'express service network', 'GPS location', 'urban pluvial flood vulnerability', 'Minimum impedance and maximum coverage location problem model', 'emergency response centre', 'restaurant data', 'various spatial resolution', 'permeable pavement and rain garden', 'catchment scale', 'great promise', 'heterogeneous urban data', 'prospective retail store', 'accurate and timely solution', 'GSV image', 'Boston and Houston', 'landslides susceptibility prediction', 'State Geological Institute', 'water area extraction', 'geometrical and textural feature']",-0.5588802244000001,"[3, 20, 22, 27, 45, 53, 69, 81, 112, 124, 131, 136, 159, 167, 176, 185, 190, 217, 248, 253, 254, 258, 262, 263, 274, 311, 329, 335, 351, 353, 361, 364, 482, 514, 552]",35,93,1.0
17,10,1,"['unplanned urbanization and challenge', 'Urban growth and land use change', 'poor land use planning', 'high demographic growth', 'new urban growth zone', 'long term water system adaptation planning', 'land use change', 'urban land use change', 'urban change', 'land use change modeling']",0.8752094379,"[213, 225, 265, 328, 420, 494, 524, 553, 589]",9,10,0.9
17,10,2,"['high resolution Earth Observation', 'artificial neural network', 'Accurate simulation and prediction', 'Layer Perceptron', 'overall root mean square error', 'Support Vector Machines', 'radial basis function network', 'robust and efficient ML technique', 'monitoring and modeling', 'SVM modeling framework', 'several independent driving variable']",0.6603775422,"[213, 265, 328, 420, 524, 553, 589, 594]",8,11,0.8
17,10,3,"['Taliban regime', 'spatial logistic regression modelling', 'important factor', 'ANN Data', 'Cellular Automata Markov Chain', ""Jordan's food security"", 'Irbid city', ""Nepal's Tarai region"", 'societal and environmental sustainability', 'ANN CA MC', 'South Auckland', 'spatiotemporal trend and distribution', ""Scotchman's Creek"", 'exploration data', 'integrated ML CA LTM modeling framework', 'Cellular automata', 'considerable merit', 'LUC model', 'balanced data sampling', 'Geospatial datasets', 'model evaluation', 'RBFN and MLP', 'unbalanced SVMs', 'novel method', 'high and reliable performance', 'Geographic Information Systems', 'Mahoning County', 'urban pattern']",-0.300205979,"[213, 225, 265, 328, 420, 494, 524, 553, 589, 594]",10,28,1.0
18,15,1,"['parkour training spot detector', 'urban design and exercise video game', 'road infrastructure', 'comfortable urban environment', 'mapping rooftop footprint', 'urban planning and management', 'urban planning', 'traffic monitoring device', 'Vancouver and Toronto', 'urban land use map', 'urban sound recognition performance', 'urban planning and crowd surveillance', 'urban planning firm', 'urban planning and noise annoyance assessment']",0.8847091971000001,"[98, 146, 290, 305, 315, 385, 538, 558, 568, 581, 583]",11,14,0.7333333333333333
18,15,2,"['interview study', 'previous study', 'prior research', 'general purpose', 'essential topic', 'low quality', 'promising method', 'first step', 'short time analysis', 'promising result']",0.8412595653,"[98, 193, 290, 305, 354, 385, 538, 558, 577]",9,10,0.6
18,15,3,"['sport analytics', 'Several neural network architecture', 'deep neural network', 'automatic image labeling', 'neural network training', 'classified LUSIs', 'deep learning network', 'Manual visual image interpretation', 'morphologic complexity', 'data and classifier', 'deep convolutional neural network', 'automatic classification', 'machine learning', 'neural network annotation', 'HoG and SIFT Fisher', 'crowd analysis benchmark datasets', 'image retrieval', 'straightforward global image descriptor', 'semantic image classification', 'novel computational linguistics method', 'soundscape recognition', 'Gaussian Mixture Models']",0.6224205933,"[83, 98, 146, 193, 290, 305, 315, 354, 385, 538, 568, 577, 581, 583]",14,22,0.9333333333333333
18,15,4,"['large spatio temporal datasets', 'professional basketball game', 'active learning strategy', 'simple and efficient annotation scheme', 'system development tool', 'land use mapping', 'straightforward algorithm', 'geographic information system', 'POI_RN_NTL and POI_NTL data', 'timely and effective reference information', 'vehicular transportational feature', 'various CNN architecture', 'crowd density estimation', 'technique and smartphone', 'several application', 'financial and human resource point', 'street level imagery Google Street View image', 'several processing system', 'audio event', 'intelligent transportation', 'street view', 'BOSSA representation', 'large dataset', 'player and mentor', 'party chat', 'online educational game', 'general unstructured auditory scene', 'Extensive experiment']",-0.4267906098,"[83, 98, 146, 193, 290, 305, 315, 354, 385, 538, 558, 568, 577, 581, 583]",15,28,1.0
