cluster,min_samples,min_cluster_size,epsilon,total_groups,outlier_count,outlier_key_phrase,group_0_count,group_0_key_phrase,group_1_count,group_1_key_phrase,group_2_count,group_2_key_phrase,group_3_count,group_3_key_phrase,group_4_count,group_4_key_phrase,group_5_count,group_5_key_phrase,group_6_count,group_6_key_phrase,group_7_count,group_7_key_phrase,group_8_count,group_8_key_phrase,group_9_count,group_9_key_phrase
#2,3,7,0.0,8,54,"crowd density estimation, crowd density, transportation impact, transportation infrastructure development, transportation mode recognition, transportation efficiency, urban computing, smart mobility, urban area smart, crowd surveillance, traffic image, accident prediction, big geodata analysis, urban event cause, smart city, trajectory clustering, extreme learning machine, learning car detection, passenger service market, crowd analysis, unsupervised incremental learning, trajectory dataset, travel demand model, big geodata, mobile crowdsensing, urban prediction problem, crowd analysis benchmark, citywide traffic accident, emergency police operation, transportation congestion, image descriptor, urban event, genetic algorithm, density estimation, compressed sensing, household travel survey, citywide crowd, crowd, deep sequence, event data, urban data collection, event impact, enhanced urban clustering, deep reinforcement, spatial temporal coverage, urban clustering, biased data, heterogeneous datasets, intelligent transportation system, principal component analysis, online machine learning, clustering protocol, available clustering protocol, image processing",9.0,"automobile choice, household automobile choice, vehicle choice problem, household vehicle choice, vehicle choice, vehicle ownership, vehicle, car, vehicle selection algorithm",17.0,"data mining technique, deep learning car, LSTM model, machine learning method, Deep Model, machine learning, CNN model, deep learning model, data mining, autoencoders, prediction methodology, deep learning method, different prediction methodology, deep learning, vanilla LSTM model, predictive accuracy, LSTM network",10.0,"taxi demand, exploratory taxi fleet, city taxi service, exploratory taxi, city taxi, electric taxi, traditional taxi, taxi, taxi fleet, taxicab",8.0,"urban freight transportation, urban logistics system, freight transportation system, city operation system, city operation, urban planning, urban freight, friendly urban freight",9.0,"bus route planning, state transportation planning, transportation planning, bus dynamic routing, transportation route planning, bus route, public transportation route, dynamic route planning, route planning",47.0,"traffic volume prediction, traffic volume estimation, traffic flow forecasting, traffic prediction, traffic accident prediction, citywide Traffic Volume, destination prediction, traffic flow prediction, road traffic prediction, road traffic image, travel demand prediction, traffic sensor data, large urban police, traffic simulation, traffic forecast feature, traffic monitoring, next destination prediction, urban emergency police, traffic simulation technology, traffic forecast, citywide traffic, traffic profiling, traffic congestion detection, Traffic Volume, urban police, traffic forecasting, urban road traffic, time traffic forecast, next destination predictor, traffic monitoring device, urban police jurisdiction, intelligent traffic management, destination predictor, urban traffic flow, flow forecasting, urban traffic, road traffic management, adaptive traffic control, urban safety, traffic management system, traffic speed, crosstown traffic, highway traffic volume, urban traffic management, traffic management, flow prediction, traffic flow",11.0,"transportation data management, transportation data, transportation network data, bus trajectory data, human mobility dataset, mobility data, urban prediction, transportation mode information, mobility dataset, travel survey data, urban data",,,,,,
#2,3,8,0.0,8,54,"crowd density estimation, crowd density, transportation impact, transportation infrastructure development, transportation mode recognition, transportation efficiency, urban computing, smart mobility, urban area smart, crowd surveillance, traffic image, accident prediction, big geodata analysis, urban event cause, smart city, trajectory clustering, extreme learning machine, learning car detection, passenger service market, crowd analysis, unsupervised incremental learning, trajectory dataset, travel demand model, big geodata, mobile crowdsensing, urban prediction problem, crowd analysis benchmark, citywide traffic accident, emergency police operation, transportation congestion, image descriptor, urban event, genetic algorithm, density estimation, compressed sensing, household travel survey, citywide crowd, crowd, deep sequence, event data, urban data collection, event impact, enhanced urban clustering, deep reinforcement, spatial temporal coverage, urban clustering, biased data, heterogeneous datasets, intelligent transportation system, principal component analysis, online machine learning, clustering protocol, available clustering protocol, image processing",9.0,"automobile choice, household automobile choice, vehicle choice problem, household vehicle choice, vehicle choice, vehicle ownership, vehicle, car, vehicle selection algorithm",17.0,"data mining technique, deep learning car, LSTM model, machine learning method, Deep Model, machine learning, CNN model, deep learning model, data mining, autoencoders, prediction methodology, deep learning method, different prediction methodology, deep learning, vanilla LSTM model, predictive accuracy, LSTM network",10.0,"taxi demand, exploratory taxi fleet, city taxi service, exploratory taxi, city taxi, electric taxi, traditional taxi, taxi, taxi fleet, taxicab",8.0,"urban freight transportation, urban logistics system, freight transportation system, city operation system, city operation, urban planning, urban freight, friendly urban freight",9.0,"bus route planning, state transportation planning, transportation planning, bus dynamic routing, transportation route planning, bus route, public transportation route, dynamic route planning, route planning",47.0,"traffic volume prediction, traffic volume estimation, traffic flow forecasting, traffic prediction, traffic accident prediction, citywide Traffic Volume, destination prediction, traffic flow prediction, road traffic prediction, road traffic image, travel demand prediction, traffic sensor data, large urban police, traffic simulation, traffic forecast feature, traffic monitoring, next destination prediction, urban emergency police, traffic simulation technology, traffic forecast, citywide traffic, traffic profiling, traffic congestion detection, Traffic Volume, urban police, traffic forecasting, urban road traffic, time traffic forecast, next destination predictor, traffic monitoring device, urban police jurisdiction, intelligent traffic management, destination predictor, urban traffic flow, flow forecasting, urban traffic, road traffic management, adaptive traffic control, urban safety, traffic management system, traffic speed, crosstown traffic, highway traffic volume, urban traffic management, traffic management, flow prediction, traffic flow",11.0,"transportation data management, transportation data, transportation network data, bus trajectory data, human mobility dataset, mobility data, urban prediction, transportation mode information, mobility dataset, travel survey data, urban data",,,,,,
#2,3,9,0.0,7,62,"crowd density estimation, crowd density, transportation impact, transportation infrastructure development, transportation mode recognition, transportation efficiency, urban computing, smart mobility, urban freight transportation, urban area smart, crowd surveillance, traffic image, accident prediction, big geodata analysis, urban logistics system, urban event cause, smart city, trajectory clustering, extreme learning machine, freight transportation system, learning car detection, passenger service market, crowd analysis, unsupervised incremental learning, trajectory dataset, travel demand model, big geodata, mobile crowdsensing, urban prediction problem, crowd analysis benchmark, citywide traffic accident, city operation system, emergency police operation, city operation, urban planning, urban freight, transportation congestion, friendly urban freight, image descriptor, urban event, genetic algorithm, density estimation, compressed sensing, household travel survey, citywide crowd, crowd, deep sequence, event data, urban data collection, event impact, enhanced urban clustering, deep reinforcement, spatial temporal coverage, urban clustering, biased data, heterogeneous datasets, intelligent transportation system, principal component analysis, online machine learning, clustering protocol, available clustering protocol, image processing",9.0,"automobile choice, household automobile choice, vehicle choice problem, household vehicle choice, vehicle choice, vehicle ownership, vehicle, car, vehicle selection algorithm",17.0,"data mining technique, deep learning car, LSTM model, machine learning method, Deep Model, machine learning, CNN model, deep learning model, data mining, autoencoders, prediction methodology, deep learning method, different prediction methodology, deep learning, vanilla LSTM model, predictive accuracy, LSTM network",10.0,"taxi demand, exploratory taxi fleet, city taxi service, exploratory taxi, city taxi, electric taxi, traditional taxi, taxi, taxi fleet, taxicab",9.0,"bus route planning, state transportation planning, transportation planning, bus dynamic routing, transportation route planning, bus route, public transportation route, dynamic route planning, route planning",47.0,"traffic volume prediction, traffic volume estimation, traffic flow forecasting, traffic prediction, traffic accident prediction, citywide Traffic Volume, destination prediction, traffic flow prediction, road traffic prediction, road traffic image, travel demand prediction, traffic sensor data, large urban police, traffic simulation, traffic forecast feature, traffic monitoring, next destination prediction, urban emergency police, traffic simulation technology, traffic forecast, citywide traffic, traffic profiling, traffic congestion detection, Traffic Volume, urban police, traffic forecasting, urban road traffic, time traffic forecast, next destination predictor, traffic monitoring device, urban police jurisdiction, intelligent traffic management, destination predictor, urban traffic flow, flow forecasting, urban traffic, road traffic management, adaptive traffic control, urban safety, traffic management system, traffic speed, crosstown traffic, highway traffic volume, urban traffic management, traffic management, flow prediction, traffic flow",11.0,"transportation data management, transportation data, transportation network data, bus trajectory data, human mobility dataset, mobility data, urban prediction, transportation mode information, mobility dataset, travel survey data, urban data",,,,,,,,
#2,3,10,0.0,5,80,"crowd density estimation, crowd density, bus route planning, transportation impact, transportation infrastructure development, state transportation planning, transportation mode recognition, automobile choice, household automobile choice, transportation planning, transportation efficiency, vehicle choice problem, urban computing, bus dynamic routing, smart mobility, household vehicle choice, transportation route planning, urban freight transportation, urban area smart, crowd surveillance, traffic image, accident prediction, vehicle choice, big geodata analysis, urban logistics system, vehicle ownership, urban event cause, smart city, bus route, public transportation route, trajectory clustering, dynamic route planning, extreme learning machine, freight transportation system, learning car detection, passenger service market, crowd analysis, unsupervised incremental learning, trajectory dataset, travel demand model, route planning, big geodata, mobile crowdsensing, urban prediction problem, crowd analysis benchmark, citywide traffic accident, city operation system, emergency police operation, city operation, urban planning, urban freight, transportation congestion, friendly urban freight, vehicle, image descriptor, urban event, genetic algorithm, density estimation, compressed sensing, household travel survey, citywide crowd, crowd, car, deep sequence, event data, urban data collection, event impact, enhanced urban clustering, deep reinforcement, spatial temporal coverage, urban clustering, vehicle selection algorithm, biased data, heterogeneous datasets, intelligent transportation system, principal component analysis, online machine learning, clustering protocol, available clustering protocol, image processing",17.0,"data mining technique, deep learning car, LSTM model, machine learning method, Deep Model, machine learning, CNN model, deep learning model, data mining, autoencoders, prediction methodology, deep learning method, different prediction methodology, deep learning, vanilla LSTM model, predictive accuracy, LSTM network",10.0,"taxi demand, exploratory taxi fleet, city taxi service, exploratory taxi, city taxi, electric taxi, traditional taxi, taxi, taxi fleet, taxicab",47.0,"traffic volume prediction, traffic volume estimation, traffic flow forecasting, traffic prediction, traffic accident prediction, citywide Traffic Volume, destination prediction, traffic flow prediction, road traffic prediction, road traffic image, travel demand prediction, traffic sensor data, large urban police, traffic simulation, traffic forecast feature, traffic monitoring, next destination prediction, urban emergency police, traffic simulation technology, traffic forecast, citywide traffic, traffic profiling, traffic congestion detection, Traffic Volume, urban police, traffic forecasting, urban road traffic, time traffic forecast, next destination predictor, traffic monitoring device, urban police jurisdiction, intelligent traffic management, destination predictor, urban traffic flow, flow forecasting, urban traffic, road traffic management, adaptive traffic control, urban safety, traffic management system, traffic speed, crosstown traffic, highway traffic volume, urban traffic management, traffic management, flow prediction, traffic flow",11.0,"transportation data management, transportation data, transportation network data, bus trajectory data, human mobility dataset, mobility data, urban prediction, transportation mode information, mobility dataset, travel survey data, urban data",,,,,,,,,,,,
#2,3,11,0.0,3,34,"automobile choice, household automobile choice, vehicle choice problem, household vehicle choice, vehicle choice, big geodata analysis, vehicle ownership, trajectory clustering, extreme learning machine, learning car detection, passenger service market, unsupervised incremental learning, big geodata, mobile crowdsensing, vehicle, image descriptor, genetic algorithm, density estimation, compressed sensing, car, deep sequence, event data, event impact, enhanced urban clustering, deep reinforcement, spatial temporal coverage, vehicle selection algorithm, biased data, heterogeneous datasets, principal component analysis, online machine learning, clustering protocol, available clustering protocol, image processing",114.0,"crowd density estimation, traffic volume prediction, crowd density, traffic volume estimation, traffic flow forecasting, bus route planning, traffic prediction, taxi demand, traffic accident prediction, transportation impact, citywide Traffic Volume, transportation infrastructure development, state transportation planning, transportation mode recognition, exploratory taxi fleet, destination prediction, traffic flow prediction, transportation planning, road traffic prediction, transportation data management, transportation efficiency, road traffic image, urban computing, travel demand prediction, transportation data, city taxi service, traffic sensor data, large urban police, traffic simulation, traffic forecast feature, bus dynamic routing, traffic monitoring, transportation network data, next destination prediction, urban emergency police, smart mobility, exploratory taxi, traffic simulation technology, traffic forecast, citywide traffic, transportation route planning, urban freight transportation, traffic profiling, traffic congestion detection, city taxi, urban area smart, crowd surveillance, Traffic Volume, traffic image, accident prediction, urban police, traffic forecasting, urban road traffic, urban logistics system, bus trajectory data, electric taxi, urban event cause, smart city, bus route, public transportation route, time traffic forecast, traditional taxi, next destination predictor, dynamic route planning, taxi, human mobility dataset, mobility data, traffic monitoring device, urban police jurisdiction, urban prediction, freight transportation system, intelligent traffic management, destination predictor, urban traffic flow, crowd analysis, flow forecasting, trajectory dataset, travel demand model, urban traffic, route planning, road traffic management, urban prediction problem, crowd analysis benchmark, citywide traffic accident, city operation system, emergency police operation, city operation, urban planning, urban freight, transportation mode information, transportation congestion, adaptive traffic control, friendly urban freight, urban safety, urban event, traffic management system, mobility dataset, traffic speed, household travel survey, citywide crowd, crowd, crosstown traffic, highway traffic volume, urban data collection, travel survey data, urban traffic management, traffic management, taxi fleet, urban clustering, flow prediction, urban data, intelligent transportation system, taxicab, traffic flow",17.0,"data mining technique, deep learning car, LSTM model, machine learning method, Deep Model, machine learning, CNN model, deep learning model, data mining, autoencoders, prediction methodology, deep learning method, different prediction methodology, deep learning, vanilla LSTM model, predictive accuracy, LSTM network",,,,,,,,,,,,,,,,
#2,3,12,0.0,3,34,"automobile choice, household automobile choice, vehicle choice problem, household vehicle choice, vehicle choice, big geodata analysis, vehicle ownership, trajectory clustering, extreme learning machine, learning car detection, passenger service market, unsupervised incremental learning, big geodata, mobile crowdsensing, vehicle, image descriptor, genetic algorithm, density estimation, compressed sensing, car, deep sequence, event data, event impact, enhanced urban clustering, deep reinforcement, spatial temporal coverage, vehicle selection algorithm, biased data, heterogeneous datasets, principal component analysis, online machine learning, clustering protocol, available clustering protocol, image processing",114.0,"crowd density estimation, traffic volume prediction, crowd density, traffic volume estimation, traffic flow forecasting, bus route planning, traffic prediction, taxi demand, traffic accident prediction, transportation impact, citywide Traffic Volume, transportation infrastructure development, state transportation planning, transportation mode recognition, exploratory taxi fleet, destination prediction, traffic flow prediction, transportation planning, road traffic prediction, transportation data management, transportation efficiency, road traffic image, urban computing, travel demand prediction, transportation data, city taxi service, traffic sensor data, large urban police, traffic simulation, traffic forecast feature, bus dynamic routing, traffic monitoring, transportation network data, next destination prediction, urban emergency police, smart mobility, exploratory taxi, traffic simulation technology, traffic forecast, citywide traffic, transportation route planning, urban freight transportation, traffic profiling, traffic congestion detection, city taxi, urban area smart, crowd surveillance, Traffic Volume, traffic image, accident prediction, urban police, traffic forecasting, urban road traffic, urban logistics system, bus trajectory data, electric taxi, urban event cause, smart city, bus route, public transportation route, time traffic forecast, traditional taxi, next destination predictor, dynamic route planning, taxi, human mobility dataset, mobility data, traffic monitoring device, urban police jurisdiction, urban prediction, freight transportation system, intelligent traffic management, destination predictor, urban traffic flow, crowd analysis, flow forecasting, trajectory dataset, travel demand model, urban traffic, route planning, road traffic management, urban prediction problem, crowd analysis benchmark, citywide traffic accident, city operation system, emergency police operation, city operation, urban planning, urban freight, transportation mode information, transportation congestion, adaptive traffic control, friendly urban freight, urban safety, urban event, traffic management system, mobility dataset, traffic speed, household travel survey, citywide crowd, crowd, crosstown traffic, highway traffic volume, urban data collection, travel survey data, urban traffic management, traffic management, taxi fleet, urban clustering, flow prediction, urban data, intelligent transportation system, taxicab, traffic flow",17.0,"data mining technique, deep learning car, LSTM model, machine learning method, Deep Model, machine learning, CNN model, deep learning model, data mining, autoencoders, prediction methodology, deep learning method, different prediction methodology, deep learning, vanilla LSTM model, predictive accuracy, LSTM network",,,,,,,,,,,,,,,,
#2,3,13,0.0,3,34,"automobile choice, household automobile choice, vehicle choice problem, household vehicle choice, vehicle choice, big geodata analysis, vehicle ownership, trajectory clustering, extreme learning machine, learning car detection, passenger service market, unsupervised incremental learning, big geodata, mobile crowdsensing, vehicle, image descriptor, genetic algorithm, density estimation, compressed sensing, car, deep sequence, event data, event impact, enhanced urban clustering, deep reinforcement, spatial temporal coverage, vehicle selection algorithm, biased data, heterogeneous datasets, principal component analysis, online machine learning, clustering protocol, available clustering protocol, image processing",114.0,"crowd density estimation, traffic volume prediction, crowd density, traffic volume estimation, traffic flow forecasting, bus route planning, traffic prediction, taxi demand, traffic accident prediction, transportation impact, citywide Traffic Volume, transportation infrastructure development, state transportation planning, transportation mode recognition, exploratory taxi fleet, destination prediction, traffic flow prediction, transportation planning, road traffic prediction, transportation data management, transportation efficiency, road traffic image, urban computing, travel demand prediction, transportation data, city taxi service, traffic sensor data, large urban police, traffic simulation, traffic forecast feature, bus dynamic routing, traffic monitoring, transportation network data, next destination prediction, urban emergency police, smart mobility, exploratory taxi, traffic simulation technology, traffic forecast, citywide traffic, transportation route planning, urban freight transportation, traffic profiling, traffic congestion detection, city taxi, urban area smart, crowd surveillance, Traffic Volume, traffic image, accident prediction, urban police, traffic forecasting, urban road traffic, urban logistics system, bus trajectory data, electric taxi, urban event cause, smart city, bus route, public transportation route, time traffic forecast, traditional taxi, next destination predictor, dynamic route planning, taxi, human mobility dataset, mobility data, traffic monitoring device, urban police jurisdiction, urban prediction, freight transportation system, intelligent traffic management, destination predictor, urban traffic flow, crowd analysis, flow forecasting, trajectory dataset, travel demand model, urban traffic, route planning, road traffic management, urban prediction problem, crowd analysis benchmark, citywide traffic accident, city operation system, emergency police operation, city operation, urban planning, urban freight, transportation mode information, transportation congestion, adaptive traffic control, friendly urban freight, urban safety, urban event, traffic management system, mobility dataset, traffic speed, household travel survey, citywide crowd, crowd, crosstown traffic, highway traffic volume, urban data collection, travel survey data, urban traffic management, traffic management, taxi fleet, urban clustering, flow prediction, urban data, intelligent transportation system, taxicab, traffic flow",17.0,"data mining technique, deep learning car, LSTM model, machine learning method, Deep Model, machine learning, CNN model, deep learning model, data mining, autoencoders, prediction methodology, deep learning method, different prediction methodology, deep learning, vanilla LSTM model, predictive accuracy, LSTM network",,,,,,,,,,,,,,,,
#2,3,14,0.0,3,34,"automobile choice, household automobile choice, vehicle choice problem, household vehicle choice, vehicle choice, big geodata analysis, vehicle ownership, trajectory clustering, extreme learning machine, learning car detection, passenger service market, unsupervised incremental learning, big geodata, mobile crowdsensing, vehicle, image descriptor, genetic algorithm, density estimation, compressed sensing, car, deep sequence, event data, event impact, enhanced urban clustering, deep reinforcement, spatial temporal coverage, vehicle selection algorithm, biased data, heterogeneous datasets, principal component analysis, online machine learning, clustering protocol, available clustering protocol, image processing",114.0,"crowd density estimation, traffic volume prediction, crowd density, traffic volume estimation, traffic flow forecasting, bus route planning, traffic prediction, taxi demand, traffic accident prediction, transportation impact, citywide Traffic Volume, transportation infrastructure development, state transportation planning, transportation mode recognition, exploratory taxi fleet, destination prediction, traffic flow prediction, transportation planning, road traffic prediction, transportation data management, transportation efficiency, road traffic image, urban computing, travel demand prediction, transportation data, city taxi service, traffic sensor data, large urban police, traffic simulation, traffic forecast feature, bus dynamic routing, traffic monitoring, transportation network data, next destination prediction, urban emergency police, smart mobility, exploratory taxi, traffic simulation technology, traffic forecast, citywide traffic, transportation route planning, urban freight transportation, traffic profiling, traffic congestion detection, city taxi, urban area smart, crowd surveillance, Traffic Volume, traffic image, accident prediction, urban police, traffic forecasting, urban road traffic, urban logistics system, bus trajectory data, electric taxi, urban event cause, smart city, bus route, public transportation route, time traffic forecast, traditional taxi, next destination predictor, dynamic route planning, taxi, human mobility dataset, mobility data, traffic monitoring device, urban police jurisdiction, urban prediction, freight transportation system, intelligent traffic management, destination predictor, urban traffic flow, crowd analysis, flow forecasting, trajectory dataset, travel demand model, urban traffic, route planning, road traffic management, urban prediction problem, crowd analysis benchmark, citywide traffic accident, city operation system, emergency police operation, city operation, urban planning, urban freight, transportation mode information, transportation congestion, adaptive traffic control, friendly urban freight, urban safety, urban event, traffic management system, mobility dataset, traffic speed, household travel survey, citywide crowd, crowd, crosstown traffic, highway traffic volume, urban data collection, travel survey data, urban traffic management, traffic management, taxi fleet, urban clustering, flow prediction, urban data, intelligent transportation system, taxicab, traffic flow",17.0,"data mining technique, deep learning car, LSTM model, machine learning method, Deep Model, machine learning, CNN model, deep learning model, data mining, autoencoders, prediction methodology, deep learning method, different prediction methodology, deep learning, vanilla LSTM model, predictive accuracy, LSTM network",,,,,,,,,,,,,,,,
#2,3,15,0.0,3,34,"automobile choice, household automobile choice, vehicle choice problem, household vehicle choice, vehicle choice, big geodata analysis, vehicle ownership, trajectory clustering, extreme learning machine, learning car detection, passenger service market, unsupervised incremental learning, big geodata, mobile crowdsensing, vehicle, image descriptor, genetic algorithm, density estimation, compressed sensing, car, deep sequence, event data, event impact, enhanced urban clustering, deep reinforcement, spatial temporal coverage, vehicle selection algorithm, biased data, heterogeneous datasets, principal component analysis, online machine learning, clustering protocol, available clustering protocol, image processing",114.0,"crowd density estimation, traffic volume prediction, crowd density, traffic volume estimation, traffic flow forecasting, bus route planning, traffic prediction, taxi demand, traffic accident prediction, transportation impact, citywide Traffic Volume, transportation infrastructure development, state transportation planning, transportation mode recognition, exploratory taxi fleet, destination prediction, traffic flow prediction, transportation planning, road traffic prediction, transportation data management, transportation efficiency, road traffic image, urban computing, travel demand prediction, transportation data, city taxi service, traffic sensor data, large urban police, traffic simulation, traffic forecast feature, bus dynamic routing, traffic monitoring, transportation network data, next destination prediction, urban emergency police, smart mobility, exploratory taxi, traffic simulation technology, traffic forecast, citywide traffic, transportation route planning, urban freight transportation, traffic profiling, traffic congestion detection, city taxi, urban area smart, crowd surveillance, Traffic Volume, traffic image, accident prediction, urban police, traffic forecasting, urban road traffic, urban logistics system, bus trajectory data, electric taxi, urban event cause, smart city, bus route, public transportation route, time traffic forecast, traditional taxi, next destination predictor, dynamic route planning, taxi, human mobility dataset, mobility data, traffic monitoring device, urban police jurisdiction, urban prediction, freight transportation system, intelligent traffic management, destination predictor, urban traffic flow, crowd analysis, flow forecasting, trajectory dataset, travel demand model, urban traffic, route planning, road traffic management, urban prediction problem, crowd analysis benchmark, citywide traffic accident, city operation system, emergency police operation, city operation, urban planning, urban freight, transportation mode information, transportation congestion, adaptive traffic control, friendly urban freight, urban safety, urban event, traffic management system, mobility dataset, traffic speed, household travel survey, citywide crowd, crowd, crosstown traffic, highway traffic volume, urban data collection, travel survey data, urban traffic management, traffic management, taxi fleet, urban clustering, flow prediction, urban data, intelligent transportation system, taxicab, traffic flow",17.0,"data mining technique, deep learning car, LSTM model, machine learning method, Deep Model, machine learning, CNN model, deep learning model, data mining, autoencoders, prediction methodology, deep learning method, different prediction methodology, deep learning, vanilla LSTM model, predictive accuracy, LSTM network",,,,,,,,,,,,,,,,
#2,3,16,0.0,3,34,"automobile choice, household automobile choice, vehicle choice problem, household vehicle choice, vehicle choice, big geodata analysis, vehicle ownership, trajectory clustering, extreme learning machine, learning car detection, passenger service market, unsupervised incremental learning, big geodata, mobile crowdsensing, vehicle, image descriptor, genetic algorithm, density estimation, compressed sensing, car, deep sequence, event data, event impact, enhanced urban clustering, deep reinforcement, spatial temporal coverage, vehicle selection algorithm, biased data, heterogeneous datasets, principal component analysis, online machine learning, clustering protocol, available clustering protocol, image processing",114.0,"crowd density estimation, traffic volume prediction, crowd density, traffic volume estimation, traffic flow forecasting, bus route planning, traffic prediction, taxi demand, traffic accident prediction, transportation impact, citywide Traffic Volume, transportation infrastructure development, state transportation planning, transportation mode recognition, exploratory taxi fleet, destination prediction, traffic flow prediction, transportation planning, road traffic prediction, transportation data management, transportation efficiency, road traffic image, urban computing, travel demand prediction, transportation data, city taxi service, traffic sensor data, large urban police, traffic simulation, traffic forecast feature, bus dynamic routing, traffic monitoring, transportation network data, next destination prediction, urban emergency police, smart mobility, exploratory taxi, traffic simulation technology, traffic forecast, citywide traffic, transportation route planning, urban freight transportation, traffic profiling, traffic congestion detection, city taxi, urban area smart, crowd surveillance, Traffic Volume, traffic image, accident prediction, urban police, traffic forecasting, urban road traffic, urban logistics system, bus trajectory data, electric taxi, urban event cause, smart city, bus route, public transportation route, time traffic forecast, traditional taxi, next destination predictor, dynamic route planning, taxi, human mobility dataset, mobility data, traffic monitoring device, urban police jurisdiction, urban prediction, freight transportation system, intelligent traffic management, destination predictor, urban traffic flow, crowd analysis, flow forecasting, trajectory dataset, travel demand model, urban traffic, route planning, road traffic management, urban prediction problem, crowd analysis benchmark, citywide traffic accident, city operation system, emergency police operation, city operation, urban planning, urban freight, transportation mode information, transportation congestion, adaptive traffic control, friendly urban freight, urban safety, urban event, traffic management system, mobility dataset, traffic speed, household travel survey, citywide crowd, crowd, crosstown traffic, highway traffic volume, urban data collection, travel survey data, urban traffic management, traffic management, taxi fleet, urban clustering, flow prediction, urban data, intelligent transportation system, taxicab, traffic flow",17.0,"data mining technique, deep learning car, LSTM model, machine learning method, Deep Model, machine learning, CNN model, deep learning model, data mining, autoencoders, prediction methodology, deep learning method, different prediction methodology, deep learning, vanilla LSTM model, predictive accuracy, LSTM network",,,,,,,,,,,,,,,,
#2,3,17,0.0,3,34,"automobile choice, household automobile choice, vehicle choice problem, household vehicle choice, vehicle choice, big geodata analysis, vehicle ownership, trajectory clustering, extreme learning machine, learning car detection, passenger service market, unsupervised incremental learning, big geodata, mobile crowdsensing, vehicle, image descriptor, genetic algorithm, density estimation, compressed sensing, car, deep sequence, event data, event impact, enhanced urban clustering, deep reinforcement, spatial temporal coverage, vehicle selection algorithm, biased data, heterogeneous datasets, principal component analysis, online machine learning, clustering protocol, available clustering protocol, image processing",114.0,"crowd density estimation, traffic volume prediction, crowd density, traffic volume estimation, traffic flow forecasting, bus route planning, traffic prediction, taxi demand, traffic accident prediction, transportation impact, citywide Traffic Volume, transportation infrastructure development, state transportation planning, transportation mode recognition, exploratory taxi fleet, destination prediction, traffic flow prediction, transportation planning, road traffic prediction, transportation data management, transportation efficiency, road traffic image, urban computing, travel demand prediction, transportation data, city taxi service, traffic sensor data, large urban police, traffic simulation, traffic forecast feature, bus dynamic routing, traffic monitoring, transportation network data, next destination prediction, urban emergency police, smart mobility, exploratory taxi, traffic simulation technology, traffic forecast, citywide traffic, transportation route planning, urban freight transportation, traffic profiling, traffic congestion detection, city taxi, urban area smart, crowd surveillance, Traffic Volume, traffic image, accident prediction, urban police, traffic forecasting, urban road traffic, urban logistics system, bus trajectory data, electric taxi, urban event cause, smart city, bus route, public transportation route, time traffic forecast, traditional taxi, next destination predictor, dynamic route planning, taxi, human mobility dataset, mobility data, traffic monitoring device, urban police jurisdiction, urban prediction, freight transportation system, intelligent traffic management, destination predictor, urban traffic flow, crowd analysis, flow forecasting, trajectory dataset, travel demand model, urban traffic, route planning, road traffic management, urban prediction problem, crowd analysis benchmark, citywide traffic accident, city operation system, emergency police operation, city operation, urban planning, urban freight, transportation mode information, transportation congestion, adaptive traffic control, friendly urban freight, urban safety, urban event, traffic management system, mobility dataset, traffic speed, household travel survey, citywide crowd, crowd, crosstown traffic, highway traffic volume, urban data collection, travel survey data, urban traffic management, traffic management, taxi fleet, urban clustering, flow prediction, urban data, intelligent transportation system, taxicab, traffic flow",17.0,"data mining technique, deep learning car, LSTM model, machine learning method, Deep Model, machine learning, CNN model, deep learning model, data mining, autoencoders, prediction methodology, deep learning method, different prediction methodology, deep learning, vanilla LSTM model, predictive accuracy, LSTM network",,,,,,,,,,,,,,,,
