cluster,min_samples,min_cluster_size,epsilon,total_groups,outlier_count,outlier_key_phrase,group_0_count,group_0_key_phrase,group_1_count,group_1_key_phrase
#3,5,6,0.0,3,37,"Maharashtra government, Maharashtra government doe, integrated tourism planning, tourism planning, land dynamic modeling, domain ontology, automatic simulation model, integrated tourism, land dynamic modelling, crime forecasting, simulation model generation, ontology, workflow management system, naïve Bayes classifier, cellular automata, semantic web, Many GIS application, simulation model, computer simulation, workflow management, artificial neural network, crime data, information system, land dynamic, material modeling operation, similarity information maintenance, big data intelligence, central government, development plan, collusion occurrence, neural network, expert, geospatial data, collusion occurrence probability, construction sector, expertise, KNN algorithm",45.0,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, urban information system, Urban land use, urban planning management, urban planning reform, urban planning field, urban planning problem, urban plan, urban dynamic process, GIS problem, urban system, planning theory, land use planning, effective urban planning, urban planning, GIS application, human planning, scenario planning, urban environment, urban development, urban growth, urban design, land management, different human planning, GIS application need, urban land, traditional scenario planning, urban planner, spatial planning, urbanization process, urban phenomenon, planning reform, planning problem, urban change, urban data, urbanization, planning",13.0,"expert system approach, expert system, intelligent decision support, use expert system, intelligent information system, AI technique, decision support system, intelligent decision making, decision support, fuzzy expert system, use expert, artificial intelligence approach, artificial intelligence"
#3,5,7,0.0,3,37,"Maharashtra government, Maharashtra government doe, integrated tourism planning, tourism planning, land dynamic modeling, domain ontology, automatic simulation model, integrated tourism, land dynamic modelling, crime forecasting, simulation model generation, ontology, workflow management system, naïve Bayes classifier, cellular automata, semantic web, Many GIS application, simulation model, computer simulation, workflow management, artificial neural network, crime data, information system, land dynamic, material modeling operation, similarity information maintenance, big data intelligence, central government, development plan, collusion occurrence, neural network, expert, geospatial data, collusion occurrence probability, construction sector, expertise, KNN algorithm",45.0,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, urban information system, Urban land use, urban planning management, urban planning reform, urban planning field, urban planning problem, urban plan, urban dynamic process, GIS problem, urban system, planning theory, land use planning, effective urban planning, urban planning, GIS application, human planning, scenario planning, urban environment, urban development, urban growth, urban design, land management, different human planning, GIS application need, urban land, traditional scenario planning, urban planner, spatial planning, urbanization process, urban phenomenon, planning reform, planning problem, urban change, urban data, urbanization, planning",13.0,"expert system approach, expert system, intelligent decision support, use expert system, intelligent information system, AI technique, decision support system, intelligent decision making, decision support, fuzzy expert system, use expert, artificial intelligence approach, artificial intelligence"
#3,5,8,0.0,3,37,"Maharashtra government, Maharashtra government doe, integrated tourism planning, tourism planning, land dynamic modeling, domain ontology, automatic simulation model, integrated tourism, land dynamic modelling, crime forecasting, simulation model generation, ontology, workflow management system, naïve Bayes classifier, cellular automata, semantic web, Many GIS application, simulation model, computer simulation, workflow management, artificial neural network, crime data, information system, land dynamic, material modeling operation, similarity information maintenance, big data intelligence, central government, development plan, collusion occurrence, neural network, expert, geospatial data, collusion occurrence probability, construction sector, expertise, KNN algorithm",45.0,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, urban information system, Urban land use, urban planning management, urban planning reform, urban planning field, urban planning problem, urban plan, urban dynamic process, GIS problem, urban system, planning theory, land use planning, effective urban planning, urban planning, GIS application, human planning, scenario planning, urban environment, urban development, urban growth, urban design, land management, different human planning, GIS application need, urban land, traditional scenario planning, urban planner, spatial planning, urbanization process, urban phenomenon, planning reform, planning problem, urban change, urban data, urbanization, planning",13.0,"expert system approach, expert system, intelligent decision support, use expert system, intelligent information system, AI technique, decision support system, intelligent decision making, decision support, fuzzy expert system, use expert, artificial intelligence approach, artificial intelligence"
#3,5,9,0.0,3,37,"Maharashtra government, Maharashtra government doe, integrated tourism planning, tourism planning, land dynamic modeling, domain ontology, automatic simulation model, integrated tourism, land dynamic modelling, crime forecasting, simulation model generation, ontology, workflow management system, naïve Bayes classifier, cellular automata, semantic web, Many GIS application, simulation model, computer simulation, workflow management, artificial neural network, crime data, information system, land dynamic, material modeling operation, similarity information maintenance, big data intelligence, central government, development plan, collusion occurrence, neural network, expert, geospatial data, collusion occurrence probability, construction sector, expertise, KNN algorithm",45.0,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, urban information system, Urban land use, urban planning management, urban planning reform, urban planning field, urban planning problem, urban plan, urban dynamic process, GIS problem, urban system, planning theory, land use planning, effective urban planning, urban planning, GIS application, human planning, scenario planning, urban environment, urban development, urban growth, urban design, land management, different human planning, GIS application need, urban land, traditional scenario planning, urban planner, spatial planning, urbanization process, urban phenomenon, planning reform, planning problem, urban change, urban data, urbanization, planning",13.0,"expert system approach, expert system, intelligent decision support, use expert system, intelligent information system, AI technique, decision support system, intelligent decision making, decision support, fuzzy expert system, use expert, artificial intelligence approach, artificial intelligence"
#3,5,10,0.0,3,37,"Maharashtra government, Maharashtra government doe, integrated tourism planning, tourism planning, land dynamic modeling, domain ontology, automatic simulation model, integrated tourism, land dynamic modelling, crime forecasting, simulation model generation, ontology, workflow management system, naïve Bayes classifier, cellular automata, semantic web, Many GIS application, simulation model, computer simulation, workflow management, artificial neural network, crime data, information system, land dynamic, material modeling operation, similarity information maintenance, big data intelligence, central government, development plan, collusion occurrence, neural network, expert, geospatial data, collusion occurrence probability, construction sector, expertise, KNN algorithm",45.0,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, urban information system, Urban land use, urban planning management, urban planning reform, urban planning field, urban planning problem, urban plan, urban dynamic process, GIS problem, urban system, planning theory, land use planning, effective urban planning, urban planning, GIS application, human planning, scenario planning, urban environment, urban development, urban growth, urban design, land management, different human planning, GIS application need, urban land, traditional scenario planning, urban planner, spatial planning, urbanization process, urban phenomenon, planning reform, planning problem, urban change, urban data, urbanization, planning",13.0,"expert system approach, expert system, intelligent decision support, use expert system, intelligent information system, AI technique, decision support system, intelligent decision making, decision support, fuzzy expert system, use expert, artificial intelligence approach, artificial intelligence"
#3,5,11,0.0,3,37,"Maharashtra government, Maharashtra government doe, integrated tourism planning, tourism planning, land dynamic modeling, domain ontology, automatic simulation model, integrated tourism, land dynamic modelling, crime forecasting, simulation model generation, ontology, workflow management system, naïve Bayes classifier, cellular automata, semantic web, Many GIS application, simulation model, computer simulation, workflow management, artificial neural network, crime data, information system, land dynamic, material modeling operation, similarity information maintenance, big data intelligence, central government, development plan, collusion occurrence, neural network, expert, geospatial data, collusion occurrence probability, construction sector, expertise, KNN algorithm",45.0,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, urban information system, Urban land use, urban planning management, urban planning reform, urban planning field, urban planning problem, urban plan, urban dynamic process, GIS problem, urban system, planning theory, land use planning, effective urban planning, urban planning, GIS application, human planning, scenario planning, urban environment, urban development, urban growth, urban design, land management, different human planning, GIS application need, urban land, traditional scenario planning, urban planner, spatial planning, urbanization process, urban phenomenon, planning reform, planning problem, urban change, urban data, urbanization, planning",13.0,"expert system approach, expert system, intelligent decision support, use expert system, intelligent information system, AI technique, decision support system, intelligent decision making, decision support, fuzzy expert system, use expert, artificial intelligence approach, artificial intelligence"
#3,5,12,0.0,3,37,"Maharashtra government, Maharashtra government doe, integrated tourism planning, tourism planning, land dynamic modeling, domain ontology, automatic simulation model, integrated tourism, land dynamic modelling, crime forecasting, simulation model generation, ontology, workflow management system, naïve Bayes classifier, cellular automata, semantic web, Many GIS application, simulation model, computer simulation, workflow management, artificial neural network, crime data, information system, land dynamic, material modeling operation, similarity information maintenance, big data intelligence, central government, development plan, collusion occurrence, neural network, expert, geospatial data, collusion occurrence probability, construction sector, expertise, KNN algorithm",45.0,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, urban information system, Urban land use, urban planning management, urban planning reform, urban planning field, urban planning problem, urban plan, urban dynamic process, GIS problem, urban system, planning theory, land use planning, effective urban planning, urban planning, GIS application, human planning, scenario planning, urban environment, urban development, urban growth, urban design, land management, different human planning, GIS application need, urban land, traditional scenario planning, urban planner, spatial planning, urbanization process, urban phenomenon, planning reform, planning problem, urban change, urban data, urbanization, planning",13.0,"expert system approach, expert system, intelligent decision support, use expert system, intelligent information system, AI technique, decision support system, intelligent decision making, decision support, fuzzy expert system, use expert, artificial intelligence approach, artificial intelligence"
#3,5,13,0.0,3,37,"Maharashtra government, Maharashtra government doe, integrated tourism planning, tourism planning, land dynamic modeling, domain ontology, automatic simulation model, integrated tourism, land dynamic modelling, crime forecasting, simulation model generation, ontology, workflow management system, naïve Bayes classifier, cellular automata, semantic web, Many GIS application, simulation model, computer simulation, workflow management, artificial neural network, crime data, information system, land dynamic, material modeling operation, similarity information maintenance, big data intelligence, central government, development plan, collusion occurrence, neural network, expert, geospatial data, collusion occurrence probability, construction sector, expertise, KNN algorithm",45.0,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, urban information system, Urban land use, urban planning management, urban planning reform, urban planning field, urban planning problem, urban plan, urban dynamic process, GIS problem, urban system, planning theory, land use planning, effective urban planning, urban planning, GIS application, human planning, scenario planning, urban environment, urban development, urban growth, urban design, land management, different human planning, GIS application need, urban land, traditional scenario planning, urban planner, spatial planning, urbanization process, urban phenomenon, planning reform, planning problem, urban change, urban data, urbanization, planning",13.0,"expert system approach, expert system, intelligent decision support, use expert system, intelligent information system, AI technique, decision support system, intelligent decision making, decision support, fuzzy expert system, use expert, artificial intelligence approach, artificial intelligence"
#3,5,14,0.0,1,95,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, Maharashtra government, urban information system, expert system approach, Urban land use, Maharashtra government doe, expert system, urban planning management, integrated tourism planning, intelligent decision support, use expert system, urban planning reform, urban planning field, tourism planning, urban planning problem, urban plan, urban dynamic process, intelligent information system, GIS problem, urban system, land dynamic modeling, domain ontology, planning theory, land use planning, automatic simulation model, effective urban planning, integrated tourism, land dynamic modelling, urban planning, crime forecasting, simulation model generation, ontology, GIS application, human planning, AI technique, decision support system, scenario planning, intelligent decision making, workflow management system, naïve Bayes classifier, decision support, urban environment, cellular automata, semantic web, fuzzy expert system, Many GIS application, simulation model, urban development, urban growth, urban design, computer simulation, land management, workflow management, artificial neural network, different human planning, GIS application need, urban land, crime data, traditional scenario planning, urban planner, information system, land dynamic, spatial planning, material modeling operation, similarity information maintenance, use expert, big data intelligence, urbanization process, urban phenomenon, planning reform, artificial intelligence approach, central government, development plan, planning problem, collusion occurrence, neural network, urban change, expert, urban data, geospatial data, collusion occurrence probability, construction sector, urbanization, expertise, artificial intelligence, planning, KNN algorithm",,,,
#3,5,15,0.0,1,95,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, Maharashtra government, urban information system, expert system approach, Urban land use, Maharashtra government doe, expert system, urban planning management, integrated tourism planning, intelligent decision support, use expert system, urban planning reform, urban planning field, tourism planning, urban planning problem, urban plan, urban dynamic process, intelligent information system, GIS problem, urban system, land dynamic modeling, domain ontology, planning theory, land use planning, automatic simulation model, effective urban planning, integrated tourism, land dynamic modelling, urban planning, crime forecasting, simulation model generation, ontology, GIS application, human planning, AI technique, decision support system, scenario planning, intelligent decision making, workflow management system, naïve Bayes classifier, decision support, urban environment, cellular automata, semantic web, fuzzy expert system, Many GIS application, simulation model, urban development, urban growth, urban design, computer simulation, land management, workflow management, artificial neural network, different human planning, GIS application need, urban land, crime data, traditional scenario planning, urban planner, information system, land dynamic, spatial planning, material modeling operation, similarity information maintenance, use expert, big data intelligence, urbanization process, urban phenomenon, planning reform, artificial intelligence approach, central government, development plan, planning problem, collusion occurrence, neural network, urban change, expert, urban data, geospatial data, collusion occurrence probability, construction sector, urbanization, expertise, artificial intelligence, planning, KNN algorithm",,,,
#3,5,20,0.0,1,95,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, Maharashtra government, urban information system, expert system approach, Urban land use, Maharashtra government doe, expert system, urban planning management, integrated tourism planning, intelligent decision support, use expert system, urban planning reform, urban planning field, tourism planning, urban planning problem, urban plan, urban dynamic process, intelligent information system, GIS problem, urban system, land dynamic modeling, domain ontology, planning theory, land use planning, automatic simulation model, effective urban planning, integrated tourism, land dynamic modelling, urban planning, crime forecasting, simulation model generation, ontology, GIS application, human planning, AI technique, decision support system, scenario planning, intelligent decision making, workflow management system, naïve Bayes classifier, decision support, urban environment, cellular automata, semantic web, fuzzy expert system, Many GIS application, simulation model, urban development, urban growth, urban design, computer simulation, land management, workflow management, artificial neural network, different human planning, GIS application need, urban land, crime data, traditional scenario planning, urban planner, information system, land dynamic, spatial planning, material modeling operation, similarity information maintenance, use expert, big data intelligence, urbanization process, urban phenomenon, planning reform, artificial intelligence approach, central government, development plan, planning problem, collusion occurrence, neural network, urban change, expert, urban data, geospatial data, collusion occurrence probability, construction sector, urbanization, expertise, artificial intelligence, planning, KNN algorithm",,,,
#3,5,25,0.0,1,95,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, Maharashtra government, urban information system, expert system approach, Urban land use, Maharashtra government doe, expert system, urban planning management, integrated tourism planning, intelligent decision support, use expert system, urban planning reform, urban planning field, tourism planning, urban planning problem, urban plan, urban dynamic process, intelligent information system, GIS problem, urban system, land dynamic modeling, domain ontology, planning theory, land use planning, automatic simulation model, effective urban planning, integrated tourism, land dynamic modelling, urban planning, crime forecasting, simulation model generation, ontology, GIS application, human planning, AI technique, decision support system, scenario planning, intelligent decision making, workflow management system, naïve Bayes classifier, decision support, urban environment, cellular automata, semantic web, fuzzy expert system, Many GIS application, simulation model, urban development, urban growth, urban design, computer simulation, land management, workflow management, artificial neural network, different human planning, GIS application need, urban land, crime data, traditional scenario planning, urban planner, information system, land dynamic, spatial planning, material modeling operation, similarity information maintenance, use expert, big data intelligence, urbanization process, urban phenomenon, planning reform, artificial intelligence approach, central government, development plan, planning problem, collusion occurrence, neural network, urban change, expert, urban data, geospatial data, collusion occurrence probability, construction sector, urbanization, expertise, artificial intelligence, planning, KNN algorithm",,,,
#3,5,30,0.0,1,95,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, Maharashtra government, urban information system, expert system approach, Urban land use, Maharashtra government doe, expert system, urban planning management, integrated tourism planning, intelligent decision support, use expert system, urban planning reform, urban planning field, tourism planning, urban planning problem, urban plan, urban dynamic process, intelligent information system, GIS problem, urban system, land dynamic modeling, domain ontology, planning theory, land use planning, automatic simulation model, effective urban planning, integrated tourism, land dynamic modelling, urban planning, crime forecasting, simulation model generation, ontology, GIS application, human planning, AI technique, decision support system, scenario planning, intelligent decision making, workflow management system, naïve Bayes classifier, decision support, urban environment, cellular automata, semantic web, fuzzy expert system, Many GIS application, simulation model, urban development, urban growth, urban design, computer simulation, land management, workflow management, artificial neural network, different human planning, GIS application need, urban land, crime data, traditional scenario planning, urban planner, information system, land dynamic, spatial planning, material modeling operation, similarity information maintenance, use expert, big data intelligence, urbanization process, urban phenomenon, planning reform, artificial intelligence approach, central government, development plan, planning problem, collusion occurrence, neural network, urban change, expert, urban data, geospatial data, collusion occurrence probability, construction sector, urbanization, expertise, artificial intelligence, planning, KNN algorithm",,,,
#3,6,5,0.0,3,40,"Maharashtra government, Maharashtra government doe, integrated tourism planning, tourism planning, GIS problem, land dynamic modeling, domain ontology, automatic simulation model, integrated tourism, land dynamic modelling, crime forecasting, simulation model generation, ontology, workflow management system, naïve Bayes classifier, cellular automata, semantic web, Many GIS application, simulation model, computer simulation, workflow management, artificial neural network, crime data, traditional scenario planning, information system, land dynamic, material modeling operation, similarity information maintenance, use expert, big data intelligence, central government, development plan, collusion occurrence, neural network, expert, geospatial data, collusion occurrence probability, construction sector, expertise, KNN algorithm",44.0,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, urban information system, Urban land use, urban planning management, urban planning reform, urban planning field, urban planning problem, urban plan, urban dynamic process, urban system, planning theory, land use planning, effective urban planning, urban planning, GIS application, human planning, AI technique, scenario planning, urban environment, urban development, urban growth, urban design, land management, different human planning, GIS application need, urban land, urban planner, spatial planning, urbanization process, urban phenomenon, planning reform, planning problem, urban change, urban data, urbanization, planning",11.0,"expert system approach, expert system, intelligent decision support, use expert system, intelligent information system, decision support system, intelligent decision making, decision support, fuzzy expert system, artificial intelligence approach, artificial intelligence"
#3,6,6,0.0,3,40,"Maharashtra government, Maharashtra government doe, integrated tourism planning, tourism planning, GIS problem, land dynamic modeling, domain ontology, automatic simulation model, integrated tourism, land dynamic modelling, crime forecasting, simulation model generation, ontology, workflow management system, naïve Bayes classifier, cellular automata, semantic web, Many GIS application, simulation model, computer simulation, workflow management, artificial neural network, crime data, traditional scenario planning, information system, land dynamic, material modeling operation, similarity information maintenance, use expert, big data intelligence, central government, development plan, collusion occurrence, neural network, expert, geospatial data, collusion occurrence probability, construction sector, expertise, KNN algorithm",44.0,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, urban information system, Urban land use, urban planning management, urban planning reform, urban planning field, urban planning problem, urban plan, urban dynamic process, urban system, planning theory, land use planning, effective urban planning, urban planning, GIS application, human planning, AI technique, scenario planning, urban environment, urban development, urban growth, urban design, land management, different human planning, GIS application need, urban land, urban planner, spatial planning, urbanization process, urban phenomenon, planning reform, planning problem, urban change, urban data, urbanization, planning",11.0,"expert system approach, expert system, intelligent decision support, use expert system, intelligent information system, decision support system, intelligent decision making, decision support, fuzzy expert system, artificial intelligence approach, artificial intelligence"
#3,6,7,0.0,3,40,"Maharashtra government, Maharashtra government doe, integrated tourism planning, tourism planning, GIS problem, land dynamic modeling, domain ontology, automatic simulation model, integrated tourism, land dynamic modelling, crime forecasting, simulation model generation, ontology, workflow management system, naïve Bayes classifier, cellular automata, semantic web, Many GIS application, simulation model, computer simulation, workflow management, artificial neural network, crime data, traditional scenario planning, information system, land dynamic, material modeling operation, similarity information maintenance, use expert, big data intelligence, central government, development plan, collusion occurrence, neural network, expert, geospatial data, collusion occurrence probability, construction sector, expertise, KNN algorithm",44.0,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, urban information system, Urban land use, urban planning management, urban planning reform, urban planning field, urban planning problem, urban plan, urban dynamic process, urban system, planning theory, land use planning, effective urban planning, urban planning, GIS application, human planning, AI technique, scenario planning, urban environment, urban development, urban growth, urban design, land management, different human planning, GIS application need, urban land, urban planner, spatial planning, urbanization process, urban phenomenon, planning reform, planning problem, urban change, urban data, urbanization, planning",11.0,"expert system approach, expert system, intelligent decision support, use expert system, intelligent information system, decision support system, intelligent decision making, decision support, fuzzy expert system, artificial intelligence approach, artificial intelligence"
#3,6,8,0.0,3,40,"Maharashtra government, Maharashtra government doe, integrated tourism planning, tourism planning, GIS problem, land dynamic modeling, domain ontology, automatic simulation model, integrated tourism, land dynamic modelling, crime forecasting, simulation model generation, ontology, workflow management system, naïve Bayes classifier, cellular automata, semantic web, Many GIS application, simulation model, computer simulation, workflow management, artificial neural network, crime data, traditional scenario planning, information system, land dynamic, material modeling operation, similarity information maintenance, use expert, big data intelligence, central government, development plan, collusion occurrence, neural network, expert, geospatial data, collusion occurrence probability, construction sector, expertise, KNN algorithm",44.0,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, urban information system, Urban land use, urban planning management, urban planning reform, urban planning field, urban planning problem, urban plan, urban dynamic process, urban system, planning theory, land use planning, effective urban planning, urban planning, GIS application, human planning, AI technique, scenario planning, urban environment, urban development, urban growth, urban design, land management, different human planning, GIS application need, urban land, urban planner, spatial planning, urbanization process, urban phenomenon, planning reform, planning problem, urban change, urban data, urbanization, planning",11.0,"expert system approach, expert system, intelligent decision support, use expert system, intelligent information system, decision support system, intelligent decision making, decision support, fuzzy expert system, artificial intelligence approach, artificial intelligence"
#3,6,9,0.0,3,40,"Maharashtra government, Maharashtra government doe, integrated tourism planning, tourism planning, GIS problem, land dynamic modeling, domain ontology, automatic simulation model, integrated tourism, land dynamic modelling, crime forecasting, simulation model generation, ontology, workflow management system, naïve Bayes classifier, cellular automata, semantic web, Many GIS application, simulation model, computer simulation, workflow management, artificial neural network, crime data, traditional scenario planning, information system, land dynamic, material modeling operation, similarity information maintenance, use expert, big data intelligence, central government, development plan, collusion occurrence, neural network, expert, geospatial data, collusion occurrence probability, construction sector, expertise, KNN algorithm",44.0,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, urban information system, Urban land use, urban planning management, urban planning reform, urban planning field, urban planning problem, urban plan, urban dynamic process, urban system, planning theory, land use planning, effective urban planning, urban planning, GIS application, human planning, AI technique, scenario planning, urban environment, urban development, urban growth, urban design, land management, different human planning, GIS application need, urban land, urban planner, spatial planning, urbanization process, urban phenomenon, planning reform, planning problem, urban change, urban data, urbanization, planning",11.0,"expert system approach, expert system, intelligent decision support, use expert system, intelligent information system, decision support system, intelligent decision making, decision support, fuzzy expert system, artificial intelligence approach, artificial intelligence"
#3,6,10,0.0,3,40,"Maharashtra government, Maharashtra government doe, integrated tourism planning, tourism planning, GIS problem, land dynamic modeling, domain ontology, automatic simulation model, integrated tourism, land dynamic modelling, crime forecasting, simulation model generation, ontology, workflow management system, naïve Bayes classifier, cellular automata, semantic web, Many GIS application, simulation model, computer simulation, workflow management, artificial neural network, crime data, traditional scenario planning, information system, land dynamic, material modeling operation, similarity information maintenance, use expert, big data intelligence, central government, development plan, collusion occurrence, neural network, expert, geospatial data, collusion occurrence probability, construction sector, expertise, KNN algorithm",44.0,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, urban information system, Urban land use, urban planning management, urban planning reform, urban planning field, urban planning problem, urban plan, urban dynamic process, urban system, planning theory, land use planning, effective urban planning, urban planning, GIS application, human planning, AI technique, scenario planning, urban environment, urban development, urban growth, urban design, land management, different human planning, GIS application need, urban land, urban planner, spatial planning, urbanization process, urban phenomenon, planning reform, planning problem, urban change, urban data, urbanization, planning",11.0,"expert system approach, expert system, intelligent decision support, use expert system, intelligent information system, decision support system, intelligent decision making, decision support, fuzzy expert system, artificial intelligence approach, artificial intelligence"
#3,6,11,0.0,3,40,"Maharashtra government, Maharashtra government doe, integrated tourism planning, tourism planning, GIS problem, land dynamic modeling, domain ontology, automatic simulation model, integrated tourism, land dynamic modelling, crime forecasting, simulation model generation, ontology, workflow management system, naïve Bayes classifier, cellular automata, semantic web, Many GIS application, simulation model, computer simulation, workflow management, artificial neural network, crime data, traditional scenario planning, information system, land dynamic, material modeling operation, similarity information maintenance, use expert, big data intelligence, central government, development plan, collusion occurrence, neural network, expert, geospatial data, collusion occurrence probability, construction sector, expertise, KNN algorithm",44.0,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, urban information system, Urban land use, urban planning management, urban planning reform, urban planning field, urban planning problem, urban plan, urban dynamic process, urban system, planning theory, land use planning, effective urban planning, urban planning, GIS application, human planning, AI technique, scenario planning, urban environment, urban development, urban growth, urban design, land management, different human planning, GIS application need, urban land, urban planner, spatial planning, urbanization process, urban phenomenon, planning reform, planning problem, urban change, urban data, urbanization, planning",11.0,"expert system approach, expert system, intelligent decision support, use expert system, intelligent information system, decision support system, intelligent decision making, decision support, fuzzy expert system, artificial intelligence approach, artificial intelligence"
#3,6,12,0.0,1,95,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, Maharashtra government, urban information system, expert system approach, Urban land use, Maharashtra government doe, expert system, urban planning management, integrated tourism planning, intelligent decision support, use expert system, urban planning reform, urban planning field, tourism planning, urban planning problem, urban plan, urban dynamic process, intelligent information system, GIS problem, urban system, land dynamic modeling, domain ontology, planning theory, land use planning, automatic simulation model, effective urban planning, integrated tourism, land dynamic modelling, urban planning, crime forecasting, simulation model generation, ontology, GIS application, human planning, AI technique, decision support system, scenario planning, intelligent decision making, workflow management system, naïve Bayes classifier, decision support, urban environment, cellular automata, semantic web, fuzzy expert system, Many GIS application, simulation model, urban development, urban growth, urban design, computer simulation, land management, workflow management, artificial neural network, different human planning, GIS application need, urban land, crime data, traditional scenario planning, urban planner, information system, land dynamic, spatial planning, material modeling operation, similarity information maintenance, use expert, big data intelligence, urbanization process, urban phenomenon, planning reform, artificial intelligence approach, central government, development plan, planning problem, collusion occurrence, neural network, urban change, expert, urban data, geospatial data, collusion occurrence probability, construction sector, urbanization, expertise, artificial intelligence, planning, KNN algorithm",,,,
#3,6,13,0.0,1,95,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, Maharashtra government, urban information system, expert system approach, Urban land use, Maharashtra government doe, expert system, urban planning management, integrated tourism planning, intelligent decision support, use expert system, urban planning reform, urban planning field, tourism planning, urban planning problem, urban plan, urban dynamic process, intelligent information system, GIS problem, urban system, land dynamic modeling, domain ontology, planning theory, land use planning, automatic simulation model, effective urban planning, integrated tourism, land dynamic modelling, urban planning, crime forecasting, simulation model generation, ontology, GIS application, human planning, AI technique, decision support system, scenario planning, intelligent decision making, workflow management system, naïve Bayes classifier, decision support, urban environment, cellular automata, semantic web, fuzzy expert system, Many GIS application, simulation model, urban development, urban growth, urban design, computer simulation, land management, workflow management, artificial neural network, different human planning, GIS application need, urban land, crime data, traditional scenario planning, urban planner, information system, land dynamic, spatial planning, material modeling operation, similarity information maintenance, use expert, big data intelligence, urbanization process, urban phenomenon, planning reform, artificial intelligence approach, central government, development plan, planning problem, collusion occurrence, neural network, urban change, expert, urban data, geospatial data, collusion occurrence probability, construction sector, urbanization, expertise, artificial intelligence, planning, KNN algorithm",,,,
