No,Cluster,DocId,key-phrases,top_0_phrase,top_0_score,top_1_phrase,top_1_score,top_2_phrase,top_2_score,top_3_phrase,top_3_score,top_4_phrase,top_4_score
111,1,503,"['perennial drainage', 'hydrologic risk', 'drainage network', 'satellite imagery', 'surface water runoff']",perennial drainage,0.4292217791080475,hydrologic risk,0.42742910981178284,drainage network,0.4216443598270416,satellite imagery,0.41879868507385254,surface water runoff,0.40610194206237793
112,1,504,"['transfer learning', 'scene image classifier', 'scene classification', 'dictionary learning', 'sparse coding']",transfer learning,0.4745091199874878,scene image classifier,0.4648398756980896,scene classification,0.45793449878692627,dictionary learning,0.45128464698791504,sparse coding,0.4307742714881897
113,1,505,"['object detection method', 'Many object detection', 'convolutional neural network', 'Object detection', 'aerial image']",object detection method,0.435821533203125,Many object detection,0.42263707518577576,convolutional neural network,0.4208783507347107,Object detection,0.4026942849159241,aerial image,0.38825148344039917
114,1,506,"['fuzzy logic', 'fuzzy logic system', 'semantic segmentation', 'satellite image', 'explainable semantic segmentation']",fuzzy logic,0.4599434733390808,fuzzy logic system,0.4402812123298645,semantic segmentation,0.4189110994338989,satellite image,0.4069524109363556,explainable semantic segmentation,0.40451744198799133
115,1,521,"['sustainable urban planning', 'sustainable urban development', 'environmental green area', 'Landsat satellite imagery', 'green area planning']",sustainable urban planning,0.5216237306594849,sustainable urban development,0.4948517382144928,environmental green area,0.4782763421535492,Landsat satellite imagery,0.4770474433898926,green area planning,0.4583424925804138
116,1,522,"['land use data', 'land use index', 'combinatory land use', 'urban planning', 'Land use']",land use data,0.5888447165489197,land use index,0.583667516708374,combinatory land use,0.535702109336853,urban planning,0.5329476594924927,Land use,0.4974300265312195
117,1,531,"['slum mapping', 'slum upgrading', 'slum settlement', 'land cover map', 'urban planning']",slum mapping,0.6790482997894287,slum upgrading,0.49540358781814575,slum settlement,0.4813871383666992,land cover map,0.47194236516952515,urban planning,0.4399960935115814
118,1,532,"['landcover classification', 'random forest', 'land cover zone', 'classification algorithm', 'land cover']",landcover classification,0.5587828159332275,random forest,0.4940769672393799,land cover zone,0.4639444947242737,classification algorithm,0.4635131359100342,land cover,0.4627293646335602
119,1,535,"['urban intelligent navigator', 'convolutional neural network', 'intelligent navigator', 'drone', 'urban intelligent']",urban intelligent navigator,0.5630030035972595,convolutional neural network,0.46036776900291443,intelligent navigator,0.44875043630599976,drone,0.44328850507736206,urban intelligent,0.38625064492225647
120,1,537,"['urban land use', 'land use change', 'sensed land cover', 'detailed land use', 'urban land']",urban land use,0.6140364408493042,land use change,0.5673601627349854,sensed land cover,0.5640724301338196,detailed land use,0.5569502711296082,urban land,0.5134761333465576
121,1,538,"['SAR mapping', 'airborne SAR mapping', 'SAR mapping approach', 'Deep learning', 'topographic mapping']",SAR mapping,0.5404356718063354,airborne SAR mapping,0.4973887801170349,SAR mapping approach,0.49698713421821594,Deep learning,0.408926784992218,topographic mapping,0.3849666714668274
122,1,539,"['land cover mapping', 'land cover', 'use land cover', 'land use land', 'OLI image classification']",land cover mapping,0.6324924826622009,land cover,0.4930917024612427,use land cover,0.4466097950935364,land use land,0.39001327753067017,OLI image classification,0.3845258951187134
123,1,540,"['urban development', 'classification method', 'feature extraction', 'satellite image', 'urban settlement']",urban development,0.4430549740791321,classification method,0.4168296754360199,feature extraction,0.4017350375652313,satellite image,0.3951961100101471,urban settlement,0.3869780898094177
124,1,548,"['Land cover classification', 'Land cover', 'multispectral satellite image', 'cover classification map', 'classification map']",Land cover classification,0.636664092540741,Land cover,0.47952207922935486,multispectral satellite image,0.44425928592681885,cover classification map,0.43715646862983704,classification map,0.4162863492965698
125,1,564,"['urban sprawl', 'urban planning', 'urban development', 'urban expansion', 'urban area']",urban sprawl,0.5766757130622864,urban planning,0.531434178352356,urban development,0.5197086334228516,urban expansion,0.5058776140213013,urban area,0.47373443841934204
126,1,568,"['change detection', 'change detection result', 'semantic segmentation', 'remote sensing image', 'Automatic semantic segmentation']",change detection,0.564738929271698,change detection result,0.515339732170105,semantic segmentation,0.4643622636795044,remote sensing image,0.43297046422958374,Automatic semantic segmentation,0.43144455552101135
127,1,575,"['support vector machine', 'Road detection', 'image classifier', 'SVM approach', 'road infrastructure extraction']",support vector machine,0.5815738439559937,Road detection,0.5423094630241394,image classifier,0.5112150311470032,SVM approach,0.4919169247150421,road infrastructure extraction,0.4891785979270935
128,1,576,"['industrial land recognition', 'inefficient industrial land', 'urban planning', 'Land planning', 'industrial land']",industrial land recognition,0.5913131833076477,inefficient industrial land,0.49043041467666626,urban planning,0.4483559727668762,Land planning,0.4465431272983551,industrial land,0.44237929582595825
129,1,580,"['land cover classification', 'agricultural land cover', 'land cover', 'land surface temperature', 'land cover type']",land cover classification,0.6131700277328491,agricultural land cover,0.5254601836204529,land cover,0.521961510181427,land surface temperature,0.5001025199890137,land cover type,0.48078638315200806
