,,0.70,16,166,Analysis of land use and land cover change in a coastal area of Rio de Janeiro using high-resolution remotely sensed data
,,0.69,-1,540,Machine Learning for Strategic Urban Planning
,,0.69,-1,30,From land cover-graphs to urban structure types
,,0.69,5,327,Integration of Texture and Spectral Response with AI Techniques for Buildings Footprint Identification Using High-Resolution Satellite Images
,,0.68,5,105,Progressively Expanded Neural Network (PEN Net) for hyperspectral image classification: A new neural network paradigm for remote sensing image analysis
,,0.68,-1,531,Mapping Urban Slum Settlements Using Very High-Resolution Imagery and Land Boundary Data
,,0.68,5,575,A support vector machine approach on object based image analysis for feature extraction from high resolution images
,,0.68,5,186,Mapping Urban Trees Within Cadastral Parcels Using an Object-Based Convolutional Neural Network
,,0.67,1,342,Classification of Urban Functional Areas from Remote Sensing Images and Time-Series User Behavior Data

532,Comparison of performance of artificial neural network (ANN) and random forest (RF) in the classification of land cover zones of urban slum region,0.83,15,548,Land cover classification and change detection analysis of multispectral satellite images using machine learning
,,0.83,16,68,Analyzing land cover change and urban growth trajectories of the mega-urban region of Dhaka using remotely sensed data and an ensemble classifier
,,0.83,15,361,Land cover classification based on machine learning using UAV multi-spectral images
,,0.82,-1,76,A Random Forests classification method for urban land-use mapping integrating spatial metrics and texture analysis
,,0.81,15,113,Evaluation and comparison of eight machine learning models in land use/land cover mapping using Landsat 8 OLI: a case study of the northern region of Iran
,,0.80,16,53,Land-cover classification and analysis of change using machine-learning classifiers and multi-temporal remote sensing imagery
,,0.79,15,539,EVALUATION of ADVANCED DATA MINING ALGORITHMS in LAND USE/LAND COVER MAPPING
,,0.79,-1,30,From land cover-graphs to urban structure types
,,0.79,15,245,Accuracy comparison of land cover mapping using the object-oriented image classification with machine learning algorithms
,,0.77,-1,77,Urban land cover and land use classification of an informal settlement area using the open-source knowledge-based system InterIMAGE
,,0.75,15,109,Comparative assessment of machine learning methods for urban vegetation mapping using multitemporal Sentinel-1 imagery
,,0.75,-1,531,Mapping Urban Slum Settlements Using Very High-Resolution Imagery and Land Boundary Data
,,0.75,-1,382,Application of machine learning in urban greenery land cover extraction
,,0.73,1,342,Classification of Urban Functional Areas from Remote Sensing Images and Time-Series User Behavior Data
,,0.73,5,242,Urban areas extraction from multi sensor data based on machine learning and data fusion
,,0.73,15,102,Automatic classification of high resolution land cover using a new data weighting procedure: The combination of k-means clustering algorithm and central tendency measures (KMC-CTM)
,,0.73,1,184,A machine learning-based classification system for urban built-up areas using multiple classifiers and data sources
,,0.72,-1,540,Machine Learning for Strategic Urban Planning
,,0.72,15,25,Exploring the optimal integration levels between SAR and optical data for better urban land cover mapping in the Pearl River Delta
,,0.71,1,112,Regional mapping of essential urban land use categories in China: A segmentation-based approach
,,0.71,16,471,"Object-Oriented Approach for Urbanization Growth by Using Remote Sensing and GIS Techniques: A Case Study in Hilla City, Babylon Governorate, Iraq"
,,0.71,16,84,Modeling Urban Land Use Changes Using Support Vector Machines
,,0.71,5,186,Mapping Urban Trees Within Cadastral Parcels Using an Object-Based Convolutional Neural Network
,,0.70,15,313,Multi-scale correlation-based feature selection and random forest classification for LULC mapping from the integration of SAR and optical Sentinel images
,,0.70,6,564,"Urban sprawl modeling of Lahore, Pakistan using machine learning techniques"
,,0.70,5,401,Comparison of different machine learning classifiers for building extraction in LiDAR-derived datasets
,,0.70,5,37,Improving Spatial Feature Representation from Aerial Scenes by Using Convolutional Networks
,,0.70,16,166,Analysis of land use and land cover change in a coastal area of Rio de Janeiro using high-resolution remotely sensed data
,,0.69,5,455,Fusion of airborne lidar point clouds and aerial images for heterogeneous land-use urban mapping
,,0.69,5,327,Integration of Texture and Spectral Response with AI Techniques for Buildings Footprint Identification Using High-Resolution Satellite Images

245,Accuracy comparison of land cover mapping using the object-oriented image classification with machine learning algorithms,0.84,15,539,EVALUATION of ADVANCED DATA MINING ALGORITHMS in LAND USE/LAND COVER MAPPING
,,0.84,15,113,Evaluation and comparison of eight machine learning models in land use/land cover mapping using Landsat 8 OLI: a case study of the northern region of Iran
,,0.83,15,548,Land cover classification and change detection analysis of multispectral satellite images using machine learning
,,0.82,16,53,Land-cover classification and analysis of change using machine-learning classifiers and multi-temporal remote sensing imagery
,,0.82,-1,76,A Random Forests classification method for urban land-use mapping integrating spatial metrics and texture analysis
,,0.82,15,361,Land cover classification based on machine learning using UAV multi-spectral images
,,0.79,15,532,Comparison of performance of artificial neural network (ANN) and random forest (RF) in the classification of land cover zones of urban slum region
,,0.78,-1,77,Urban land cover and land use classification of an informal settlement area using the open-source knowledge-based system InterIMAGE
,,0.77,15,109,Comparative assessment of machine learning methods for urban vegetation mapping using multitemporal Sentinel-1 imagery
,,0.76,16,68,Analyzing land cover change and urban growth trajectories of the mega-urban region of Dhaka using remotely sensed data and an ensemble classifier
,,0.75,15,102,Automatic classification of high resolution land cover using a new data weighting procedure: The combination of k-means clustering algorithm and central tendency measures (KMC-CTM)
,,0.73,-1,30,From land cover-graphs to urban structure types
,,0.73,15,25,Exploring the optimal integration levels between SAR and optical data for better urban land cover mapping in the Pearl River Delta
,,0.73,1,112,Regional mapping of essential urban land use categories in China: A segmentation-based approach
,,0.73,-1,382,Application of machine learning in urban greenery land cover extraction
,,0.72,5,186,Mapping Urban Trees Within Cadastral Parcels Using an Object-Based Convolutional Neural Network
,,0.72,15,313,Multi-scale correlation-based feature selection and random forest classification for LULC mapping from the integration of SAR and optical Sentinel images
,,0.71,1,324,Mapping essential urban land use categories with open big data: Results for five metropolitan areas in the United States of America
,,0.71,16,580,Algorithm for modeling agricultural land cover classification and land surface temperature
,,0.71,-1,204,Understanding the spatial distribution of urban forests in China using Sentinel-2 images with Google Earth Engine
,,0.71,-1,540,Machine Learning for Strategic Urban Planning
,,0.70,1,342,Classification of Urban Functional Areas from Remote Sensing Images and Time-Series User Behavior Data
,,0.70,16,471,"Object-Oriented Approach for Urbanization Growth by Using Remote Sensing and GIS Techniques: A Case Study in Hilla City, Babylon Governorate, Iraq"
,,0.70,16,84,Modeling Urban Land Use Changes Using Support Vector Machines
,,0.70,16,166,Analysis of land use and land cover change in a coastal area of Rio de Janeiro using high-resolution remotely sensed data
,,0.70,16,17,Land-cover change and environmental impact analysis in the Greater Mankato area of Minnesota using remote sensing and GIS modelling
,,0.69,15,150,Ultra-Light aircraft-based hyperspectral and colour-infrared imaging to identify deciduous tree species in an urban environment
,,0.69,5,401,Comparison of different machine learning classifiers for building extraction in LiDAR-derived datasets
,,0.69,-1,531,Mapping Urban Slum Settlements Using Very High-Resolution Imagery and Land Boundary Data
,,0.69,-1,64,Land Classification Using Remotely Sensed Data: Going Multilabel

548,Land cover classification and change detection analysis of multispectral satellite images using machine learning,0.86,16,53,Land-cover classification and analysis of change using machine-learning classifiers and multi-temporal remote sensing imagery
,,0.86,16,68,Analyzing land cover change and urban growth trajectories of the mega-urban region of Dhaka using remotely sensed data and an ensemble classifier
,,0.85,15,113,Evaluation and comparison of eight machine learning models in land use/land cover mapping using Landsat 8 OLI: a case study of the northern region of Iran
,,0.83,15,532,Comparison of performance of artificial neural network (ANN) and random forest (RF) in the classification of land cover zones of urban slum region
,,0.83,15,245,Accuracy comparison of land cover mapping using the object-oriented image classification with machine learning algorithms
,,0.82,-1,76,A Random Forests classification method for urban land-use mapping integrating spatial metrics and texture analysis
,,0.81,15,361,Land cover classification based on machine learning using UAV multi-spectral images
,,0.81,15,539,EVALUATION of ADVANCED DATA MINING ALGORITHMS in LAND USE/LAND COVER MAPPING
,,0.80,15,2,Monitoring land cover change in urban and peri-urban areas using dense time stacks of Landsat satellite data and a data mining approach
,,0.79,-1,204,Understanding the spatial distribution of urban forests in China using Sentinel-2 images with Google Earth Engine
,,0.79,-1,30,From land cover-graphs to urban structure types
,,0.78,-1,382,Application of machine learning in urban greenery land cover extraction
,,0.77,1,112,Regional mapping of essential urban land use categories in China: A segmentation-based approach
,,0.77,-1,540,Machine Learning for Strategic Urban Planning
,,0.77,15,102,Automatic classification of high resolution land cover using a new data weighting procedure: The combination of k-means clustering algorithm and central tendency measures (KMC-CTM)
,,0.77,16,471,"Object-Oriented Approach for Urbanization Growth by Using Remote Sensing and GIS Techniques: A Case Study in Hilla City, Babylon Governorate, Iraq"
,,0.77,5,450,A refined method of high-resolution remote sensing change detection based on machine learning for newly constructed building areas
,,0.77,15,109,Comparative assessment of machine learning methods for urban vegetation mapping using multitemporal Sentinel-1 imagery
,,0.76,-1,77,Urban land cover and land use classification of an informal settlement area using the open-source knowledge-based system InterIMAGE
,,0.76,1,342,Classification of Urban Functional Areas from Remote Sensing Images and Time-Series User Behavior Data
,,0.76,16,17,Land-cover change and environmental impact analysis in the Greater Mankato area of Minnesota using remote sensing and GIS modelling
,,0.76,12,407,"Effects of urbanization on spatiotemporal changes of land cover pattern: A case of Changsha, China"
,,0.75,16,166,Analysis of land use and land cover change in a coastal area of Rio de Janeiro using high-resolution remotely sensed data
,,0.74,16,84,Modeling Urban Land Use Changes Using Support Vector Machines
,,0.74,16,90,"Spatiotemporal detection of land use/land cover change in the large basin using integrated approaches of remote sensing and GIS in the Upper Awash basin, Ethiopia"
,,0.74,12,332,Using satellite image fusion to evaluate the impact of land use changes on ecosystem services and their economic values
,,0.74,5,242,Urban areas extraction from multi sensor data based on machine learning and data fusion
,,0.73,16,300,Spatiotemporal dynamics of urbanization and cropland in the Nile Delta of Egypt using machine learning and satellite big data: implications for sustainable development
,,0.73,15,72,Google Earth Engine Cloud Computing Platform for Remote Sensing Big Data Applications: A Comprehensive Review
,,0.73,-1,488,Estimating Socio-Economic Parameters via Machine Learning Methods Using Luojia1-01 Nighttime Light Remotely Sensed Images at Multiple Scales of China in 2018

113,Evaluation and comparison of eight machine learning models in land use/land cover mapping using Landsat 8 OLI: a case study of the northern region of Iran,0.90,15,539,EVALUATION of ADVANCED DATA MINING ALGORITHMS in LAND USE/LAND COVER MAPPING
,,0.85,15,548,Land cover classification and change detection analysis of multispectral satellite images using machine learning
,,0.85,16,53,Land-cover classification and analysis of change using machine-learning classifiers and multi-temporal remote sensing imagery
,,0.84,15,245,Accuracy comparison of land cover mapping using the object-oriented image classification with machine learning algorithms
,,0.81,16,68,Analyzing land cover change and urban growth trajectories of the mega-urban region of Dhaka using remotely sensed data and an ensemble classifier
,,0.81,15,532,Comparison of performance of artificial neural network (ANN) and random forest (RF) in the classification of land cover zones of urban slum region
,,0.80,-1,76,A Random Forests classification method for urban land-use mapping integrating spatial metrics and texture analysis
,,0.80,15,109,Comparative assessment of machine learning methods for urban vegetation mapping using multitemporal Sentinel-1 imagery
,,0.78,16,90,"Spatiotemporal detection of land use/land cover change in the large basin using integrated approaches of remote sensing and GIS in the Upper Awash basin, Ethiopia"
,,0.76,16,471,"Object-Oriented Approach for Urbanization Growth by Using Remote Sensing and GIS Techniques: A Case Study in Hilla City, Babylon Governorate, Iraq"
,,0.76,15,361,Land cover classification based on machine learning using UAV multi-spectral images
,,0.75,-1,77,Urban land cover and land use classification of an informal settlement area using the open-source knowledge-based system InterIMAGE
,,0.75,16,84,Modeling Urban Land Use Changes Using Support Vector Machines
,,0.74,-1,540,Machine Learning for Strategic Urban Planning
,,0.74,15,25,Exploring the optimal integration levels between SAR and optical data for better urban land cover mapping in the Pearl River Delta
,,0.74,16,580,Algorithm for modeling agricultural land cover classification and land surface temperature
,,0.74,15,102,Automatic classification of high resolution land cover using a new data weighting procedure: The combination of k-means clustering algorithm and central tendency measures (KMC-CTM)
,,0.73,16,166,Analysis of land use and land cover change in a coastal area of Rio de Janeiro using high-resolution remotely sensed data
,,0.73,16,300,Spatiotemporal dynamics of urbanization and cropland in the Nile Delta of Egypt using machine learning and satellite big data: implications for sustainable development
,,0.73,16,17,Land-cover change and environmental impact analysis in the Greater Mankato area of Minnesota using remote sensing and GIS modelling
,,0.73,-1,147,Geographic object based image analysis of world view-3 imagery for urban hydrologic modelling at the catchment scale
,,0.72,15,313,Multi-scale correlation-based feature selection and random forest classification for LULC mapping from the integration of SAR and optical Sentinel images
,,0.72,5,437,Assessment of deep learning techniques for land use land cover classification in southern new caledonia
,,0.72,16,521,"Remote sensing and GIS approach for environmental green areas planning using Landsat satellite imagery, Dubai-UAE"
,,0.72,1,324,Mapping essential urban land use categories with open big data: Results for five metropolitan areas in the United States of America
,,0.72,-1,382,Application of machine learning in urban greenery land cover extraction
,,0.72,1,342,Classification of Urban Functional Areas from Remote Sensing Images and Time-Series User Behavior Data
,,0.72,-1,30,From land cover-graphs to urban structure types
,,0.72,-1,531,Mapping Urban Slum Settlements Using Very High-Resolution Imagery and Land Boundary Data
,,0.71,-1,64,Land Classification Using Remotely Sensed Data: Going Multilabel

539,EVALUATION of ADVANCED DATA MINING ALGORITHMS in LAND USE/LAND COVER MAPPING,0.90,15,113,Evaluation and comparison of eight machine learning models in land use/land cover mapping using Landsat 8 OLI: a case study of the northern region of Iran
,,0.84,15,245,Accuracy comparison of land cover mapping using the object-oriented image classification with machine learning algorithms
,,0.81,-1,76,A Random Forests classification method for urban land-use mapping integrating spatial metrics and texture analysis
,,0.81,15,548,Land cover classification and change detection analysis of multispectral satellite images using machine learning
,,0.79,16,53,Land-cover classification and analysis of change using machine-learning classifiers and multi-temporal remote sensing imagery
,,0.79,15,532,Comparison of performance of artificial neural network (ANN) and random forest (RF) in the classification of land cover zones of urban slum region
,,0.79,16,68,Analyzing land cover change and urban growth trajectories of the mega-urban region of Dhaka using remotely sensed data and an ensemble classifier
,,0.76,-1,77,Urban land cover and land use classification of an informal settlement area using the open-source knowledge-based system InterIMAGE
,,0.75,1,112,Regional mapping of essential urban land use categories in China: A segmentation-based approach
,,0.75,15,102,Automatic classification of high resolution land cover using a new data weighting procedure: The combination of k-means clustering algorithm and central tendency measures (KMC-CTM)
,,0.74,15,109,Comparative assessment of machine learning methods for urban vegetation mapping using multitemporal Sentinel-1 imagery
,,0.74,1,324,Mapping essential urban land use categories with open big data: Results for five metropolitan areas in the United States of America
,,0.73,15,361,Land cover classification based on machine learning using UAV multi-spectral images
,,0.73,-1,540,Machine Learning for Strategic Urban Planning
,,0.73,16,471,"Object-Oriented Approach for Urbanization Growth by Using Remote Sensing and GIS Techniques: A Case Study in Hilla City, Babylon Governorate, Iraq"
,,0.73,16,84,Modeling Urban Land Use Changes Using Support Vector Machines
,,0.73,16,90,"Spatiotemporal detection of land use/land cover change in the large basin using integrated approaches of remote sensing and GIS in the Upper Awash basin, Ethiopia"
,,0.73,1,342,Classification of Urban Functional Areas from Remote Sensing Images and Time-Series User Behavior Data
,,0.72,16,580,Algorithm for modeling agricultural land cover classification and land surface temperature
,,0.71,1,551,Exploring different combinations of data and methods for urban land use analysis: A survey
,,0.71,8,522,A Machine Learning-Based Method for Predicting Urban Land Use
,,0.71,-1,30,From land cover-graphs to urban structure types
,,0.71,16,521,"Remote sensing and GIS approach for environmental green areas planning using Landsat satellite imagery, Dubai-UAE"
,,0.71,16,166,Analysis of land use and land cover change in a coastal area of Rio de Janeiro using high-resolution remotely sensed data
,,0.69,1,184,A machine learning-based classification system for urban built-up areas using multiple classifiers and data sources
,,0.69,15,25,Exploring the optimal integration levels between SAR and optical data for better urban land cover mapping in the Pearl River Delta
,,0.69,-1,531,Mapping Urban Slum Settlements Using Very High-Resolution Imagery and Land Boundary Data
,,0.69,16,224,Assessing urban growth in Ghana using machine learning and intensity analysis: A case study of the New Juaben Municipality
,,0.69,-1,382,Application of machine learning in urban greenery land cover extraction
,,0.69,-1,488,Estimating Socio-Economic Parameters via Machine Learning Methods Using Luojia1-01 Nighttime Light Remotely Sensed Images at Multiple Scales of China in 2018

